BLCA	Labels	B:MUTA:COMP:TP53::	N:GEXP::TMPRSS2:7113:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EFEMP1:2202:	N:GEXP::KRT6A:3853:	N:GEXP::C17orf28:283987:	N:GEXP::CTHRC1:115908:	N:GEXP::CD44:960:	N:GEXP::RNF128:79589:	N:GEXP::CDH11:1009:	N:GEXP::GATA3:2625:	N:GEXP::KRT14:3861:	N:GEXP::LAMB3:3914:	N:GEXP::PPFIBP2:8495:	N:GEXP::KRT6B:3854:	N:GEXP::PERP:64065:	N:GEXP::PCYT1B:9468:	N:GEXP::SLC30A2:7780:	N:MIR::hsa-miR-205-5p:Corrected:	N:GEXP::BCAS1:8537:	N:GEXP::KRT6C:286887:	N:GEXP::SPHK1:8877:	N:GEXP::ACSM3:6296:	N:GEXP::CENPF:1063:	N:GEXP::REEP6:92840:	N:GEXP::ZCCHC24:219654:	N:GEXP::ANXA6:309:	N:GEXP::C10orf116:10974:	N:GEXP::TMPRSS4:56649:	N:GEXP::ANXA8L2:244:	N:GEXP::ANXA8:653145:	N:GEXP::NEGR1:257194:	N:MIR::hsa-miR-29c-5p:Corrected:	N:GEXP::HMGCS2:3158:	N:GEXP::TCF4:6925:	N:GEXP::VSIG2:23584:	N:GEXP::COMP:1311:	N:GEXP::RAB31:11031:	N:GEXP::KLHDC7A:127707:	N:GEXP::CLCA4:22802:	N:GEXP::C3orf54:389119:	N:GEXP::MSN:4478:	N:GEXP::FER1L4:80307:	N:GEXP::PPARG:5468:	N:GEXP::AHNAK2:113146:	N:GEXP::AQP3:360:	N:GEXP::DGKA:1606:	N:GEXP::SCNN1B:6338:	N:GEXP::PLCD3:113026:	N:GEXP::RHOU:58480:	N:MIR::hsa-miR-4746-5p:Corrected:	N:GEXP::SSH3:54961:	N:GEXP::MN1:4330:	N:GEXP::SLITRK6:84189:	N:GEXP::PPAPDC3:84814:	N:GEXP::ITGB4:3691:	N:GEXP::TRAK1:22906:	N:GEXP::CAPN5:726:	N:GEXP::LOC399959:399959:	N:GEXP::BNC2:54796:	N:GEXP::KALRN:8997:	N:GEXP::CSDA:8531:	N:GEXP::SCNN1G:6340:	N:GEXP::CAPNS2:84290:	N:GEXP::PIK3C2B:5287:	N:GEXP::S100P:6286:	N:GEXP::TCP11L1:55346:	N:GEXP::SPOCD1:90853:	N:GEXP::TMEM97:27346:	N:GEXP::SCRG1:11341:	N:GEXP::CAB39L:81617:	N:METH:cg02587643:CAST:TssD504:Shore	N:GEXP::PRICKLE3:4007:	N:GEXP::PLCH2:9651:	N:GEXP::MFAP3L:9848:	N:GEXP::ANK2:287:	N:GEXP::SERPINB1:1992:	N:GEXP::DOK7:285489:	N:GEXP::OLFML3:56944:	N:METH:cg14419581:PTRF:TssD17291:Island	N:MIR::hsa-miR-125b-5p:Corrected:	N:GEXP::JAM2:58494:	N:GEXP::C20orf151:140893:	N:GEXP::ADORA2B:136:	N:GEXP::KSR2:283455:	N:GEXP::SPINK1:6690:	N:GEXP::CDKAL1:54901:	N:GEXP::CPXM2:119587:	N:GEXP::SFRP4:6424:	N:GEXP::KATNAL1:84056:	N:MIR::hsa-miR-106b-5p:Corrected:	N:GEXP::ANXA10:11199:	N:GEXP::ACOX1:51:	N:GEXP::GPSM2:29899:	N:GEXP::SLC5A7:60482:	N:GEXP::PHLDB2:90102:	N:GEXP::CCDC80:151887:	N:METH:cg17166103:BCAT2:TssD11910:Island	N:MIR::hsa-miR-19b-1-5p:Corrected:	N:GEXP::MCC:4163:	N:GEXP::ZYX:7791:	N:GEXP::LGI2:55203:	N:GEXP::RRAS:6237:	N:GEXP::SIX1:6495:	N:GEXP::UPK3A:7380:	N:GEXP::ZBTB8B:728116:	N:METH:cg27335600:CACNA1D:TssD173:Island	B:MUTA:COMP:FGFR3::	N:METH:cg24720571:NRN1:TssU50:Island	I:CNVR::SYN2:6854:	N:METH:cg01462053:ARRDC2:TssD248:Island	N:GEXP::PDE7B:27115:	I:CNVR::FGD3:89846:	N:METH:cg02337825:BTNL9:TssU80:Shore	N:METH:cg27635394:HIST1H2BB:TssD66:Shore
TCGA-GC-A3RD	BLCA_2	0	6922.7	8252.9	988.81	139.1	2231.0	1277.2	556.42	4666.8	4415.9	273.83	18164.0	6074.4	5061.3	2202.3	208.17	22230.0	3.8911	176.07	15297.0	4458.7	166.34	135.02	112.48	1646.4	977.14	259.73	401.75	16361.0	1430.5	1174.1	2698.9	9.7276	47.981	19.455	379.86	3107.5	482.0	767.02	416.83	113.33	260.21	1216.9	2831.7	5501.5	154.67	3811.3	1949.4	10103.0	1683.8	3701.8	3.0224	4709.6	32.101	1932.4	11.187000000000001	19278.0	5099.2	1894.5	30.642	46.693000000000005	36.965	3638.1	1621.1	844.36	3137.2	10504.0	86.182	3577.3	5514.6	0.4864	1218.4	0.080631	498.54	982.98	1515.1	11.187000000000001	1243.7	45.233000000000004	97.27600000000001	0.051632000000000004	191.93	14.591	474.71	80.73899999999999	145.91	849.22	313.72	81.226	493.68	50.583999999999996	765.43	118.19	17872.0	422.3	8.2685	988.81	400.29	0.89087	7.1783	877.92	1961.1	16.051	483.95	101.17	685.8	10.7	0.05798300000000001	0	0.65335	1	0.52375	37.451	-1	0.013189	0.037687
TCGA-GC-A3WC	BLCA_1	1	28.791999999999998	197000.0	0.5141	738.3	47234.0	150.13	282.26	12117.0	238.05	513.62	56.555	38047.0	18000.0	531.11	5968.6	21844.0	4.6272	2.5707	3887.0	187.15	3021.1	468.23	22.319000000000003	3760.9	161.44	542.93	1920.3	988.36	8191.8	453.99	2023.7	117.22	9.5531	2.5707	1885.9	21.08	172.24	1171.2	24.165	396.4	55.527	12418.0	97.17200000000001	61.696999999999996	3405.7	173.78	1799.5	101.28	188.69	301.29	1.4985	1693.1	119.79	641.13	29.305999999999997	7200.0	1045.2	176.86	131.62	168.12	85.861	5719.8	121.34	675.58	990.75	398.46	145.07	40.103	528.27	65.81	237.53	0.035817	394.86	201.03	95.116	173.78	1842.7	62.211000000000006	446.79	0.032541	517.74	85.861	33.933	454.5	3.5989999999999998	2.0566	262.21	297.69	1190.2	319.79	135.24	2445.8	914.42	856.22	4.1131	1190.2	1607.2	0.057097	6.9307	1408.2	4626.7	30.848000000000003	422.62	281.23	2.0566	0.5141	0.13046	0	0.025830000000000002	-1	0.019319	46.273	1	0.015498	0.40984
TCGA-GC-A3YS	BLCA_1	1	13.109000000000002	59154.0	1.8727	2074.9	8855.8	52.434	3753.8	11648.0	186.8	1457.4	951.31	21639.0	6280.9	610.02	1359.1	21726.0	6.5543	0.9363	12574.0	16.386	455.06	1438.2	37.814	3343.2	92.697	623.6	2019.2	155.09	1810.9	3620.3	6728.0	139.98	9.6853	42.135	962.08	8.427	1036.0	7048.7	4.6816	92.697	99.719	3217.2	154.03	189.14	1508.9	28332.0	2886.7	5.1498	473.31	156.37	8.1086	1248.6	125.47	2330.1	32.772	6781.4	828.65	138.58	165.26	252.81	64.607	10029.0	1.4045	847.85	373.13	2054.3	237.83	218.16	277.91	0.4682	180.24	0.09705599999999999	346.44	578.65	85.67399999999999	38.389	1044.0	29.026	553.84	0.30308	563.44	42.135	43.538999999999994	295.41	1.4045	9.3633	444.76	95.97399999999999	4990.2	239.23	514.67	0.9363	817.88	1495.0	0.0	1341.3	1640.0	0.031192	9.3474	905.43	5704.6	53.371	738.76	218.63	4.2135	12.172	0.074776	0	0.5514100000000001	-1	0.42093	26.217	1	0.013794999999999998	0.5271899999999999
TCGA-GC-A4ZW	BLCA_3	1	633.15	86.055	23.186	5.3506	169.44	4093.2	264.41	243.0	1196.8	66.882	24.969	27.645	4223.8	1935.6	24.078000000000003	12833.0	0.0	566.27	846.19	1077.7	31.212	238.83	0.4459	2082.3	708.5	57.073	429.83	1474.8	4204.7	165.42	503.4	5.7965	8.843	474.86	90.514	1926.7	24.969	294.28	2353.8	3.1212	9.3635	694.24	991.64	1938.7	88.28399999999999	2164.3	230.97	66.436	6921.0	1468.3	6.861000000000001	770.48	68.666	12.485	380.78	2554.4	3609.8	145.36	8.0259	5.3506	310.78	3332.5	152.05	0.8918	1747.0	2641.4	98.125	3.5669999999999997	1206.2	0.0	157.4	0.041632	305.88	28.535999999999998	112.36	6.2423	1795.6	290.71	16.052	0.022347	36.287	12.039000000000001	164.08	46.372	63.315	1609.6	412.89	43.251000000000005	0.0	181.03	235.41	1.7835	1289.5	738.3	0.0	1430.4	27.645	0.052329999999999995	18.448	28.982	2335.1	18.281	309.89	84.272	28.535999999999998	77.583	0.027687	0	0.85629	1	0.026860000000000002	53.952	-1	0.023255	0.67583
TCGA-GC-A6I1	BLCA_1	1	3.148	286930.0	0.0	453.83	146990.0	252.36	1299.1	15510.0	301.15	90.241	56.663000000000004	447930.0	50960.0	169.47	28378.0	20825.0	0.5247	0.0	18737.0	3.6726	7982.7	1876.9	15.0	760.23	137.46	235.57	5061.4	2548.5	105.46	4760.8	13827.0	7.3452	11.448	0.5247	294.33	16.789	39.349000000000004	5369.9	1.574	11.017999999999999	171.56	13540.0	249.74	519.41	6729.3	9565.1	1301.7	18.887999999999998	918.15	132.74	6.3972	1686.2	474.82	174.71	27.807	15337.0	856.77	92.865	217.73	21.511	11.543	10428.0	2.0986	39.874	237.15	818.47	204.62	219.31	436.53	0.5247	115.42	0.06646	186.25	747.11	19.937	2.0986	10310.0	14.165999999999999	133.79	0.41975	315.15	16.264	4.7219	345.75	1.0493	9.9685	127.49	62.434	169.47	153.2	272.39	1.0493	799.06	1014.8	0.0	429.7	1043.0	0.033389999999999996	12.120999999999999	528.33	5357.8	3.6726	3494.2	175.24	4.1973	0.0	0.10282000000000001	0	0.36509	0	0.022933000000000002	18.887999999999998	-1	0.12308	0.074818
TCGA-GC-A6I3	BLCA_3	1	3017.3	2466.8	135.43	177.88	16.171	2981.6	949.38	2264.6	1820.6	283.67	18757.0	166.43	2590.1	3008.5	2.0214	8363.2	3.3689999999999998	128.7	6307.4	568.69	0.0	616.84	118.87	546.45	725.68	580.14	1861.7	17791.0	144.19	307.25	2803.0	79.508	30.186999999999998	107.13	289.06	3121.7	1061.2	996.55	979.71	40.428000000000004	266.15	1183.2	6292.6	4674.8	192.03	2028.1	1164.3	892.78	1334.8	2290.2	4.0122	2730.2	47.166000000000004	189.34	32.342	7277.7	3555.0	2257.9	65.359	101.74	82.204	4742.2	888.07	504.68	1693.3	13382.0	104.44	723.66	23580.0	12.802	1369.8	0.12252	291.08	221.68	537.69	107.81	355.77	47.166000000000004	410.34	0.025309	602.02	35.711	751.29	16.171	106.46	11025.0	771.5	260.76	1824.0	37.059	661.63	7.4118	2553.0	296.62	21.561999999999998	272.89	1035.6	0.13906	6.687	235.16	5437.6	24.930999999999997	734.44	41.776	1087.5	64.01100000000001	0.082586	0	0.20046	1	0.31181	150.26	0	0.012514	0.38737
TCGA-GD-A2C5	BLCA_5	1	1791.1	91.97200000000001	926.92	861.34	0.0	1646.7	1001.7	1348.4	3500.9	966.11	7132.3	96.37100000000001	4430.3	1129.3	0.3999	16188.0	6.3981	722.58	8342.9	4164.4	0.3999	205.47	180.44	2815.2	2757.6	521.84	1161.7	22591.0	742.58	1781.1	3200.6	83.575	26.698	2469.7	803.76	4439.9	5521.5	1061.7	980.91	217.53	103.17	2269.3	6993.1	1817.5	525.44	12804.0	970.51	2923.1	2365.7	6199.7	1.7519	5955.4	87.97399999999999	2159.3	33.59	5657.1	5108.5	928.92	180.75	142.36	114.77	1761.1	595.82	145.56	2295.3	11385.0	93.572	74.378	30225.0	16.395	2971.9	0.3479	452.66	549.84	336.7	35.189	494.65	93.572	223.93	0.048727	457.45	63.981	818.55	2.3993	127.16	34966.0	267.52	393.88	1515.5	65.58	341.26	0.3999	4968.4	691.96	175.15	688.19	815.36	0.35946	2.8731	474.26	2365.3	51.583999999999996	365.09	111.17	3473.0	104.78	0.058253	0	0.44508000000000003	0	0.65672	501.85	-1	0.13089	0.29155
TCGA-GD-A3OP	BLCA_5	0	5688.1	1237.0	951.93	730.96	3.3572	4484.1	898.52	4463.9	2237.4	1281.2	7660.9	10.682	4553.3	2895.8	0.3052	9073.4	5.1885	551.81	1952.5	8082.4	1.526	202.36	319.45	1023.6	3100.9	572.56	1548.0	30127.0	3170.8	475.81	943.69	78.743	22.368000000000002	8221.0	752.33	5952.7	2702.9	1107.3	1637.4	2709.0	99.49600000000001	2514.9	4129.1	4577.4	301.85	8748.4	1959.1	3413.7	6723.3	5187.9	1.7718	4025.9	67.145	3077.1	32.657	7004.1	7894.1	4927.5	177.93	125.13	217.92	2396.8	2313.1	539.9	4535.6	18770.0	148.08	499.31	13672.0	3.3572	1198.5	0.059647000000000006	290.86	1367.3	1794.3	67.45	547.84	41.508	765.76	0.028023000000000003	558.32	154.43	540.82	81.795	152.6	41060.0	231.04	313.14	1110.3	88.509	208.07	382.12	9681.1	436.2	367.46	681.52	911.03	0.43645	3.4328	1514.4	2512.1	94.30799999999999	484.66	217.92	9302.6	40.897	0.094461	0	0.22130999999999998	1	0.33071999999999996	428.2	-1	0.13615	0.25901
TCGA-GD-A3OQ	BLCA_1	0	1519.4	51010.0	64.385	834.6	27390.0	744.34	976.31	21813.0	1843.1	344.79	2841.7	3591.7	6953.9	1245.0	4516.0	21018.0	21.662	6.0173	9163.6	2277.2	1729.1	496.58	32.469	3345.0	303.57	353.22	704.33	3223.0	14913.0	2213.2	5585.8	18.352999999999998	14.74	1502.2	322.53	2520.7	54.757	1101.5	915.83	476.87	136.59	6579.3	1852.7	2082.3	10518.0	16494.0	2613.6	975.1	3473.8	495.82	4.4562	2984.3	152.54	3264.1	6.619	15551.0	4516.9	1247.4	38.21	22.866	227.15	4421.8	247.31	942.01	1664.4	23303.0	127.91	778.64	508.19	0.0	925.16	0.039267	294.55	1588.0	254.83	4.513	2179.2	90.26	53.855	0.1749	184.42	7.2208	306.58	387.51	3.0086	1003.1	231.67	16.848	12.035	190.45	298.22	935.39	2611.8	1183.7	19.857	951.93	468.45	0.041571	14.054	1032.9	6138.9	3.3095	739.53	295.75	244.9	19.857	0.16045	0	0.56775	0	0.38397	50.545	0	0.45458999999999994	0.039218
TCGA-GD-A3OS	BLCA_1	1	13.347000000000001	2836.5	1.4507	5362.2	4145.1	313.65	3375.9	3597.3	43.522	3785.0	248.37	416.36	1550.0	256.2	479.33	2416.1	171.19	25.243000000000002	538.72	8.9946	316.84	667.31	214.28	4118.4	569.56	2201.1	4846.4	148.65	118.96	179.31	297.69	1.7409	14.600999999999999	0.5803	1067.5	5.2227	579.43	1772.2	127.08	2.9015	40.041	15568.0	412.88	105.9	5563.6	599.74	895.11	64.123	2439.9	439.58	4.867	511.53	313.36	30.756	622.66	1809.4	1469.6	785.43	558.54	484.84	307.27	2163.9	37.719	17.119	749.17	44.973	217.8	181.92	789.26	0.5803	33.946999999999996	0.02449	457.28	45.843999999999994	59.771	428.84	530.1	72.247	2165.1	0.053230999999999994	845.65	18.279	3.1916	207.75	55.419	12.767000000000001	332.8	786.88	799.36	472.36	961.54	0.0	818.51	469.79	0.2901	1395.0	29094.0	0.056735	21.901999999999997	853.91	8471.5	76.89	2825.5	385.32	68.475	22.574	0.043556	0	0.45051	1	0.019236000000000003	57.159	1	0.016275	0.6401600000000001
TCGA-GD-A6C6	BLCA_2	1	360.25	131.93	186.62	44.433	143.55	1937.3	73.827	617.96	799.11	11.620999999999999	13058.0	1235.9	21941.0	1431.4	3.4179	8068.3	2.7343	532.51	13860.0	125.78	0.0	1190.8	37.693000000000005	579.68	4361.9	781.33	542.08	54232.0	2547.0	75.877	2218.9	10.254000000000001	72.585	3417.9	210.54	9618.0	13.672	1620.1	308.3	32.812	1771.8	742.37	6286.2	2131.4	365.03	2865.6	676.06	1005.5	1957.8	1918.8	17.314	1460.8	2.7343	2117.7	15.722000000000001	10481.0	1322.0	5240.3	4.7851	13.672	36.23	3569.0	70.40899999999999	19.14	1517.5	82382.0	151.85	2400.7	5694.6	0.0	1276.2	0.032514999999999995	419.72	54.687	478.51	10.937000000000001	1555.2	256.34	118.26	0.020143	74.138	8.8865	1583.9	36.913000000000004	21.191	49713.0	226.26	47.167	83.397	51.952	916.3	275.48	2102.7	239.34	123.73	257.71	146.97	0.21224	22.419	33.495	2655.0	7.5194	1149.8	199.61	782.02	48.534	0.040938999999999996	0	0.8735700000000001	1	0.023316999999999997	131.93	-1	0.027760000000000003	0.033448
TCGA-GD-A76B	BLCA_3	0	8392.9	897.81	2651.1	182.12	497.85	6494.5	63.94	1368.8	3340.3	82.461	10267.0	168.01	1856.9	4874.9	40.128	11200.0	28.663	2766.2	12762.0	2218.1	42.773999999999994	113.91	319.85	1271.8	826.37	239.44	1259.0	101480.0	2101.6	231.07	518.58	26.458000000000002	52.336000000000006	19054.0	407.89	3204.1	22.489	895.16	2670.9	29.545	153.01	2817.8	6682.8	4666.3	108.48	1435.3	946.31	14084.0	4558.3	2755.6	4.7285	3248.6	48.065	1383.3	13.67	6382.1	11596.0	3658.7	29.545	17.639	192.7	2568.6	9819.9	74.523	4939.7	67861.0	78.933	227.98	6994.5	11.024000000000001	4188.7	0.052404	369.53	129.64	597.95	29.986	2024.5	79.815	179.47	0.070963	432.45	76.28699999999999	836.95	36.6	87.311	33586.0	390.7	137.14	124.79	51.593	482.85	17.639	18870.0	289.56	224.89	240.33	336.02	0.28394	6.9854	305.59	4212.6	22.93	670.71	126.12	2118.0	223.57	0.07996	0	0.32837	1	0.12965	189.62	1	0.019012	0.45251
TCGA-GU-A42P	BLCA_3	1	8564.6	17.733	1393.9	17.416	1.8999	4511.7	1021.5	240.66	1390.1	96.58	5552.6	16.149	291.64	2034.5	0.6333	3955.0	12.665999999999999	2198.2	1323.7	194.11	0.3167	81.39699999999999	764.72	2943.3	1757.4	95.314	390.12	24556.0	24.066	120.65	59.848	4.7498	86.535	3722.0	535.15	1296.4	11.716	553.83	827.74	0.95	13.933	1150.4	4553.8	4723.9	17.733	336.29	732.74	1028.2	658.96	4662.4	19.4	3752.4	12.982999999999999	180.49	5.6998	4034.5	3456.9	2305.3	5.3832	366.37	520.27	1624.5	1208.4	0.0	4116.2	4797.0	205.83	275.49	3379.7	0.0	1897.4	0.043095	276.44	17.416	745.73	7.2831	543.7	3.1666	138.06	0.06966900000000001	68.666	25.649	672.58	41.482	60.165	8816.7	617.8	24.699	9.8163	70.61399999999999	685.26	0.0	5193.7	511.77	40.532	66.814	111.46	0.8348	21.441999999999997	59.848	1792.6	24.066	351.17	50.032	15061.0	191.58	0.037278	0	0.88494	1	0.029602999999999997	51.931999999999995	0	0.015512	0.8877700000000001
TCGA-GU-A42Q	BLCA_1	1	1.6488	325150.0	2.061	167.77	211360.0	42.457	392.0	13287.0	464.55	104.7	632.32	193720.0	17747.0	205.69	37610.0	32810.0	11.542	2.4732	22792.0	1.2366	21493.0	541.69	3.2976	3724.2	199.09	167.77	787.72	1019.2	2455.1	2503.7	5871.6	10.717	11.972999999999999	0.0	1772.5	2.061	143.03	880.87	0.0	272.46	165.29	11156.0	14.839	49.464	12961.0	4610.9	2726.7	21.434	1175.6	124.48	6.7347	1737.4	136.03	133.55	9.0684	27448.0	1110.9	56.88399999999999	33.388000000000005	66.777	241.96	10528.0	95.631	37.51	375.93	117.89	319.54	58.12	678.28	4.5342	86.15	0.032748	429.1	282.36	13.603	31.326999999999998	6770.0	9.4806	96.04299999999999	0.036893	387.92	7.0074	79.143	567.19	7.0074	1.2366	253.5	113.36	53.586000000000006	1203.6	376.69	205.28	937.0	1168.5	0.0	1115.8	1212.7	0.048476	13.918	2077.9	6386.6	6.5952	1383.8	275.35	0.0	0.8244	0.08530700000000001	0	0.34625	-1	0.034943	20.61	0	0.025313	0.53401
TCGA-GU-A42R	BLCA_2	0	964.24	1476.3	246.34	24.590999999999998	17255.0	2706.3	2879.8	1938.4	2037.2	161.78	3215.8	2083.4	5255.6	1356.0	1053.1	19813.0	8.1971	49.183	5813.1	4611.1	819.71	269.17	28.206999999999997	1680.0	128.13	213.99	465.94	9375.1	17341.0	923.68	2476.4	4.7457	15.068	435.74	551.36	1022.9	251.09	399.93	846.46	2471.6	81.108	1651.1	10112.0	2391.0	2568.7	131900.0	6073.2	425.39	6146.1	1029.4	2.164	9804.2	15.963	5028.3	10.354000000000001	17593.0	4771.1	1543.2	16.826	18.12	263.6	3647.7	1186.0	1306.8	2845.3	35512.0	60.831	1950.0	2655.3	0.4314	1438.8	0.025562	237.72	880.54	607.02	15.963	919.37	143.66	66.87100000000001	0.049652999999999996	77.82300000000001	34.514	348.59	131.15	23.296999999999997	80.67699999999999	217.44	52.203	1.2943	68.597	413.72	2133.4	5430.6	698.23	4.7457	404.68	142.8	0.025089	4.0073	1656.2	1759.8	28.474	261.01	311.06	64.282	17.391	0.082743	1	0.70023	0	0.6885399999999999	48.32	0	0.011754	0.5066
TCGA-GU-A762	BLCA_1	1	9.0896	164080.0	0.4784	6165.6	34280.0	48.797	1534.7	20763.0	21.528000000000002	516.19	651.58	86834.0	42610.0	234.42	4398.4	7785.0	2.392	0.4784	10343.0	2.392	1981.1	5273.2	12.735	2225.5	279.86	329.14	2817.8	8611.8	22.963	3379.4	9928.5	35.88	12.124	14.83	362.15	50.71	1695.5	4087.9	3.8272	0.4784	354.97	11280.0	215.76	210.02	2865.6	408.55	1257.2	5.2624	1115.2	100.46	3.031	1907.4	225.81	716.64	30.139	27747.0	1169.2	257.86	141.61	70.325	33.01	7698.9	5.7408	5.2624	310.0	1.4352	451.61	204.28	417.25	2.8704	114.82	0.056458	403.29	1210.3	8.6112	32.053000000000004	3176.6	125.82	1141.9	0.51446	499.89	45.448	2.8704	407.6	0.0	0.4784	297.56	175.09	1241.5	342.54	273.0	0.0	693.56	402.63	0.0	985.98	1981.1	0.074077	19.485	411.42	4843.3	19.614	2398.7	229.63	0.0	18.179000000000002	0.58867	0	0.3155	0	0.024748	18.179000000000002	0	0.42213999999999996	0.17171
TCGA-GU-A763	BLCA_2	0	493.0	25158.0	230.06	60.864	603.36	2652.0	33.678000000000004	1946.0	2503.1	13.796	8527.4	38.141	6563.9	2452.4	38.953	14946.0	0.4058	27.590999999999998	14781.0	3319.1	36.924	27.384	139.47	374.51	599.3	136.74	201.66	47152.0	8976.6	1761.0	5859.1	6.8979	96.609	3276.9	275.51	17486.0	33.272	625.27	187.05	6100.6	565.62	1027.8	7109.7	6342.4	22.316999999999997	83298.0	5359.6	3292.7	15907.0	868.73	3.4164	11359.0	7.3036	5741.1	3.6518	11135.0	3968.3	1775.2	5.6806	3.2461	8.1151	7050.4	809.49	1896.1	1080.1	77606.0	60.052	1973.6	3814.8	0.4058	1393.4	0.062858	578.61	3088.6	1859.2	3.2461	624.87	275.1	76.282	0.025958999999999996	115.21	12.173	204.1	365.59	79.123	85778.0	344.49	25.968000000000004	5.2748	8.9267	571.49	7472.0	3377.6	274.09	437.0	310.0	85.615	0.050754	15.184000000000001	658.54	3414.0	1.2173	581.45	115.64	40.17	42.199	0.039806	1	0.88118	0	0.01847	884.96	-1	0.012537000000000001	0.04567
TCGA-GU-A764	BLCA_1	1	120.61	108740.0	0.0	1647.4	4685.5	247.24	2631.6	8197.5	19.315	997.53	1389.8	81275.0	8311.2	686.34	20679.0	26742.0	9.8723	24.037	2509.9	18.457	600.92	3619.4	35.506	1313.5	56.229	602.21	3119.7	1059.2	2051.7	2978.0	16166.0	104.73	10.54	12.877	701.36	6.0092	555.85	1990.3	14.165	0.4292	178.56	3412.8	707.37	39.06	3696.5	2401.1	1036.2	101.3	1108.3	162.68	1.222	1410.9	76.403	143.79	64.385	18131.0	1058.5	239.51	127.05	183.28	407.34	3765.6	14.165	1506.6	355.4	454.56	200.18	123.62	510.67	61.809	142.07	0.17619	296.6	787.21	68.67699999999999	94.86	928.86	160.1	755.45	0.40771999999999997	405.11	102.59	159.67	369.57	2.1462	5.58	2250.9	397.47	2535.5	172.98	326.44	0.4292	1865.7	753.97	0.0	1091.5	2504.6	0.056823	9.1653	523.66	10138.0	121.04	827.56	30.905	173.84	51.078	0.07735800000000001	0	0.18312	0	0.14472000000000002	21.462	0	0.036127	0.30393000000000003
TCGA-GU-A766	BLCA_1	1	15.318	69419.0	0.0	1678.0	37214.0	48.58	601.78	15848.0	15.755999999999998	270.48	191.7	23906.0	11334.0	226.27	7136.1	12234.0	1.3130000000000002	0.0	6384.2	34.138000000000005	1765.1	1169.5	7.182	1424.2	18.382	206.14	2896.4	2026.4	752.78	1020.2	3931.0	59.522	23.237	0.8753	447.29	20.132	19.257	4286.9	45.955	4.8143	222.77	7341.8	523.01	38.514	1054.3	3463.2	937.03	188.19	447.73	244.22	5.5326	1931.8	65.212	12.692	75.278	18342.0	801.36	187.32	122.55	47.266999999999996	81.405	6989.5	113.35	17.506	522.57	1961.2	312.62	125.61	500.62	8.3156	195.2	0.44681000000000004	300.67	193.45	53.832	171.56	6645.9	628.04	161.5	0.15624000000000002	807.76	42.453	17.506	311.18	1.3130000000000002	10.940999999999999	303.3	211.39	49.018	150.99	263.19	1.7506	721.89	177.52	0.0	1791.8	923.03	0.052129999999999996	10.117	1140.5	7094.1	56.896	1161.5	184.69	8.7532	4.3766	0.13571	0	0.34823000000000004	0	0.25034	139.18	0	0.012752	0.043632
TCGA-GU-A767	BLCA_2	1	6793.3	968.08	1206.2	695.45	307.17	2309.3	201.99	1337.5	1477.8	208.27	9287.8	5367.4	1880.2	3973.8	15.699000000000002	10080.0	77.97	747.78	1399.3	5547.4	17.792	197.18	139.37	1482.5	889.59	666.67	2578.2	40599.0	1428.0	1053.4	3504.9	166.93	14.665	9856.6	464.68	6160.1	366.82	729.46	605.44	3225.5	125.06	2503.4	5455.3	6746.2	618.0	5610.7	1813.7	5634.8	3044.0	2487.7	1.5236	5436.9	93.66799999999999	1078.0	61.224	6879.6	4778.6	2272.6	174.78	87.389	226.58	5394.0	2439.0	3071.7	1942.4	23714.0	59.655	636.84	24859.0	132.39	1827.8	0.0602	641.55	225.54	478.81	93.145	630.56	18.315	860.81	0.043068	633.65	170.59	563.58	29.304000000000002	49.711999999999996	4073.3	369.44	931.45	103.09	77.97	253.69	1.0466	6099.6	416.76	1.5699	194.14	1610.2	0.05869	4.9519	255.89	5048.7	31.397	971.22	162.22	2750.9	93.281	0.12267	0	0.35395	1	0.022271	169.54	-1	0.012137	0.053592999999999995
TCGA-GU-AATO	BLCA_4	1	1196.0	80.217	0.0	450.95	141.64	2723.0	1100.6	2731.7	1045.0	635.95	2707.9	135.86	4328.8	1074.6	182.84	17376.0	0.7227	1008.9	3842.1	404.7	31.798000000000002	917.08	43.86600000000001	1069.6	1910.0	287.62	2586.4	7527.8	1420.8	753.03	4999.5	58.537	16.554000000000002	6.5041	291.24	2792.4	6264.1	914.18	597.65	3.6134	24.570999999999998	1676.6	3330.8	1042.1	179.95	1611.6	885.27	128.64	732.79	940.2	1.8954	2428.9	83.83	37.579	26.739	5553.8	1499.5	1845.7	119.24	109.85	39.024	4559.4	2.168	72.267	938.03	35733.0	267.87	177.06	1675.8	31.798000000000002	919.96	0.0428	130.8	11.562999999999999	305.69	117.8	2737.5	15.175999999999998	1800.9	0.022550999999999998	616.14	46.251000000000005	474.07	32.52	20.956999999999997	0.0	362.78	447.33	5095.6	172.0	197.63	0.7227	1367.3	619.08	0.0	706.77	1811.0	0.36586	8.0872	95.39299999999999	4177.1	136.59	2667.4	146.7	1279.9	16.622	0.035993	0	0.33405999999999997	1	0.28581999999999996	18.79	-1	0.019178	0.64679
