OV	Labels	N:GEXP::FN1:2335:	N:GEXP::SPARC:6678:	N:GEXP::MARCKSL1:65108:	N:GEXP::TNFSF13B:10673:	N:GEXP::TGFBI:7045:	N:GEXP::C1orf116:79098:	N:GEXP::TGFB1I1:7041:	N:GEXP::VCAN:1462:	N:GEXP::CTHRC1:115908:	N:GEXP::C3AR1:719:	N:GEXP::CDH11:1009:	N:GEXP::IFI30:10437:	N:GEXP::STMN1:3925:	N:GEXP::COL1A1:1277:	N:GEXP::CXCL10:3627:	N:GEXP::COL3A1:1281:	N:GEXP::CTSS:1520:	N:GEXP::ARHGAP15:55843:	N:GEXP::AIM2:9447:	N:GEXP::TFEC:22797:	N:GEXP::GIMAP4:55303:	N:GEXP::GPC6:10082:	N:GEXP::TNFRSF19:55504:	N:GEXP::MARCKS:4082:	N:GEXP::LCP2:3937:	N:MIR::hsa-miR-21-5p:Corrected:	N:GEXP::SLC7A7:9056:	N:GEXP::TRAF3IP3:80342:	N:GEXP::MLLT11:10962:	N:GEXP::C10orf81:79949:	N:GEXP::PRICKLE1:144165:	N:GEXP::COL5A1:1289:	N:GEXP::SFRS13B:135295:	N:GEXP::COL1A2:1278:	N:GEXP::MMP2:4313:	N:GEXP::SLC31A2:1318:	N:GEXP::TCF7L1:83439:	N:GEXP::AEBP1:165:	N:GEXP::MMP28:79148:	N:GEXP::SRGN:5552:	N:GEXP::C1QTNF6:114904:	N:GEXP::SAMSN1:64092:	N:GEXP::EVI2A:2123:	N:GEXP::CD86:942:	N:GEXP::THBS2:7058:	N:GEXP::INHBA:3624:	N:GEXP::TNFAIP8L2:79626:	N:GEXP::RAB31:11031:	N:GEXP::PDCD1LG2:80380:	N:GEXP::WIPF1:7456:	N:GEXP::MCART6:401612:	N:MIR::hsa-miR-150-5p:Corrected:	N:GEXP::CALD1:800:	N:GEXP::FAP:2191:	N:GEXP::PLEK:5341:	N:GEXP::CD53:963:	N:GEXP::CD68:968:	N:GEXP::C21orf63:59271:	N:MIR::hsa-miR-7702:Corrected:	N:GEXP::TIMELESS:8914:	N:GEXP::HTRA1:5654:	N:GEXP::DNMT3A:1788:	N:GEXP::FBN1:2200:	N:GEXP::HAVCR2:84868:	N:GEXP::PTPRC:5788:	N:GEXP::GPR12:2835:	N:GEXP::CLEC2B:9976:	N:GEXP::AGFG2:3268:	N:GEXP::GSDMC:56169:	N:MIR::hsa-miR-29a-3p:Corrected:	N:GEXP::PTGER2:5732:	N:GEXP::SP140:11262:	N:MIR::hsa-miR-942-5p:Corrected:	N:GEXP::TYMP:1890:	N:GEXP::ANTXR1:84168:	N:GEXP::TRO:7216:	N:GEXP::FCER1G:2207:	N:GEXP::COLEC12:81035:	N:GEXP::TNFRSF14:8764:	N:GEXP::TNFRSF13C:115650:	N:GEXP::APOL3:80833:	N:GEXP::BGN:633:	N:GEXP::PTMS:5763:	N:METH:cg00497251:ANKMY1:TssU98:Shore	N:MIR::hsa-miR-152-3p:Corrected:	N:GEXP::GALNT5:11227:	N:GEXP::PROM2:150696:	N:GEXP::SPATS2:65244:	N:GEXP::SALL2:6297:	N:GEXP::CD80:941:	N:MIR::hsa-miR-361-3p:Corrected:	N:GEXP::CLEC7A:64581:	N:GEXP::SPSB4:92369:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::TRPM4:54795:	N:GEXP::TMEFF1:8577:	N:METH:cg20935106:TAPBPL:TssU10:NA	N:METH:cg06537829:UBB:TssU137:Island	N:GEXP::SDS:10993:	N:GEXP::RND1:27289:	N:GEXP::C17orf104:284071:	N:GEXP::MEIS3:56917:	N:GEXP::TMEM119:338773:	N:GEXP::MURC:347273:	N:METH:cg09067967:UGDH:TssU103:Island	N:GEXP::MPP2:4355:	N:GEXP::CHSY1:22856:	I:CNVR::ADAMTS20:80070:	N:GEXP::MOBKL2C:148932:	I:CNVR::CTHRC1:115908:	I:CNVR::MIR4254:100423028:	I:CNVR::HAVCR2:84868:	N:GEXP::ANKRD33:341405:	N:GEXP::RIPK3:11035:
TCGA-24-2254	OV_4	37059.0	23607.0	8091.5	37.154	5342.5	459.43	661.26	3492.6	696.71	478.33	4133.8	1958.4	4081.3	73015.0	106.15	28781.0	1273.1	35.591	2.3682	190.89	294.7	794.48	958.78	2607.6	254.98	7157.5	360.33	43.46	130.1	851.77	381.28	7233.0	67.521	46663.0	6484.0	261.68	648.2	6559.3	18.564	1358.6	575.27	139.91	200.19	241.21	1522.7	38.162	94.104	1324.0	18.63	841.31	21.048000000000002	128.37	7462.2	119.82	587.68	658.57	2819.6	582.35	0.8626799999999999	1137.4	6026.1	1031.4	989.47	273.29	479.43	41.121	100.59	1432.6	69.53699999999999	12603.0	213.05	3.8851	3.4507	863.82	4689.1	856.17	512.92	476.38	936.6	53.542	138.79	8576.5	8368.8	0.11327000000000001	31.747	36.985	940.49	397.9	842.34	8.1338	551.42	227.85	3.3793	0.34507	633.9	345.41	0.040846	0.051403	159.78	11.06	3.6899	106.78	149.45	31.938000000000002	0.019899	71.903	986.19	-1	648.0	1	-1	-1	1.4912	235.72
TCGA-24-2261	OV_3	38945.0	27891.0	2488.9	139.72	3672.2	220.21	571.91	3016.1	1086.7	665.73	1046.7	6776.0	5711.2	107640.0	3203.7	45647.0	2471.0	86.03	71.541	311.26	825.77	84.664	188.72	2357.9	855.38	10482.0	617.33	164.71	47.608999999999995	242.29	167.95	7111.3	37.21	46546.0	6338.7	249.16	127.57	6721.6	30.329	1429.4	543.72	299.53	296.24	527.77	4244.8	116.01	161.41	1825.3	98.522	1226.5	9.8649	1163.2	4100.2	392.66	994.31	1417.7	4645.6	1563.2	38.785	2483.2	2200.6	629.2	1113.6	655.67	1197.7	24.474	137.95	1211.2	35.439	10268.0	211.88	145.43	11.568	2329.8	2733.1	365.9	1101.3	492.09	1368.6	8.3362	1299.7	8706.3	7677.3	0.1255	26.877	42.448	2922.0	329.32	248.65	42.521	675.34	388.37	2.9957	0.6804399999999999	1066.4	128.76	0.046317000000000004	0.055571	276.39	50.471000000000004	41.912	119.84	435.08	17.69	0.020446000000000002	109.84	659.07	1	672.12	1	0	-1	0.23659000000000002	371.08
TCGA-24-2262	OV_2	30438.0	19683.0	8643.7	72.44	2221.2	306.69	455.73	1273.1	774.06	183.14	370.3	2970.9	6282.2	37740.0	1549.0	23116.0	1941.8	44.515	22.933000000000003	94.26799999999999	486.53	133.21	548.96	1900.3	293.88	26446.0	233.3	64.733	286.06	218.67	272.32	3434.3	32.756	36385.0	1573.7	178.09	1004.1	4409.0	39.821	1069.1	227.67	86.135	145.59	173.33	1986.8	137.88	65.883	850.96	60.543	643.39	7.8442	2532.8	3872.4	284.14	315.33	522.62	1749.7	940.98	9.1493	1316.3	1307.0	1029.1	1059.0	222.1	567.77	0.046484	154.34	633.73	136.59	14101.0	65.617	54.358999999999995	11.284	1726.3	1084.0	82.565	533.94	58.928999999999995	1183.4	4.5226	445.85	9231.0	6868.4	0.12443	80.514	3.7941	4413.5	754.21	87.927	5.5175	782.57	242.64	0.21195	0.0	535.04	47.18899999999999	0.06379800000000001	0.055512	170.82	67.173	6.5158	75.91	249.71	6.0741	0.23709000000000002	19.837	692.96	0	652.72	1	0	0	0.0	126.0
TCGA-24-2267	OV_3	12758.0	10676.0	8025.1	304.24	4662.1	426.25	287.51	724.02	360.01	743.35	578.88	7720.4	3507.6	28509.0	4956.3	8859.2	4028.2	131.21	118.95	375.26	883.23	28.15	125.87	2803.2	818.69	19080.0	542.05	197.92	38.71	556.06	100.07	1704.4	37.024	17702.0	1211.9	300.98	129.32	3430.2	71.95	2495.4	342.29	266.74	344.6	614.41	599.47	18.562	236.82	1193.2	137.09	1509.2	8.4715	2062.5	3520.4	82.434	1286.1	1790.4	5483.2	1384.1	16.227999999999998	1176.4	1837.5	1532.7	473.1	623.06	1145.2	78.937	241.62	1550.3	35.805	18187.0	136.49	297.44	8.3597	2902.4	1130.1	359.16	1574.0	274.95	2154.1	19.559	1552.2	4733.6	7552.1	0.12236	25.899	7.5746	928.08	531.68	606.97	38.961	964.15	416.01	0.1399	0.0	1144.7	212.78	0.067849	0.1846	239.71	64.01100000000001	17.087	46.917	462.47	18.862000000000002	0.29623	52.105	781.49	0	867.96	-1	0	-1	0.55216	580.27
TCGA-24-2271	OV_2	30626.0	37498.0	1789.6	112.15	2708.8	1960.3	602.15	2844.0	1295.0	236.26	1592.5	3089.9	1133.9	155250.0	653.61	59688.0	1312.4	79.454	20.2	123.22	409.26	93.6	505.38	1345.4	359.91	21926.0	263.22	156.68	103.35	1181.8	250.19	9212.6	12.710999999999999	60816.0	7165.3	145.14	314.37	14350.0	302.03	1093.8	694.52	114.23	173.18	183.07	4002.6	264.28	118.45	1074.8	39.813	896.76	13.056	2788.9	5999.5	481.76	546.25	677.64	1351.4	1496.9	3.1511	494.87	1615.2	665.57	1639.9	244.57	585.01	724.99	111.06	1485.9	80.67	14752.0	302.71	92.07799999999999	12.78	2383.2	2830.2	467.84	475.73	290.54	1344.3	10.834000000000001	955.9	15397.0	9099.8	0.11788	73.351	38.304	7596.1	346.27	206.56	15.703	847.3	136.13	5.98	1.9257	1630.2	152.25	0.056491	0.068451	123.32	79.404	6.5360000000000005	193.11	626.36	15.129000000000001	0.22655	55.09	947.86	-1	1014.7	1	-1	-1	0.7729699999999999	494.9
TCGA-24-2281	OV_3	29486.0	7878.3	8144.5	145.63	2285.5	647.19	364.39	952.6	420.94	575.39	284.27	8842.6	4995.5	28748.0	1760.6	8272.3	2941.7	63.575	69.03	244.5	457.23	53.958	48.731	967.86	556.89	15946.0	658.61	100.45	131.1	13.706	225.78	1466.4	95.25299999999999	13466.0	1825.3	357.43	302.67	3001.3	16.236	1999.7	431.91	138.24	200.51	373.95	1045.7	146.26	133.58	869.97	116.4	859.59	12.196	3263.4	2014.9	85.55799999999999	1026.0	1415.7	6011.1	673.0	20.575	2124.2	550.97	1063.9	305.28	563.37	771.0	52.331	92.37	756.12	22.089000000000002	10659.0	25.064	133.8	15.344000000000001	2975.4	1126.2	840.39	1594.0	264.4	1658.9	8.7227	1146.9	5072.9	13434.0	0.12007000000000001	53.70399999999999	3.5623	4316.2	792.24	496.67	45.336000000000006	2692.5	296.45	4.8061	0.0	501.48	141.8	0.055680999999999994	0.06350800000000001	82.542	45.571999999999996	12.607999999999999	52.168	38.352	33.923	0.030565	45.547	754.53	1	772.39	1	0	-1	1.386	239.43
TCGA-24-2288	OV_3	54190.0	29234.0	1612.7	125.52	2720.0	1041.2	829.62	2718.2	1141.2	433.63	1223.4	3237.4	2273.3	101080.0	1325.2	34582.0	1666.7	86.904	68.28	207.57	539.8	62.701	160.02	1803.3	617.03	10033.0	751.32	129.39	56.94	143.81	541.97	7288.0	24.791999999999998	43577.0	5427.3	235.21	508.04	8677.3	129.21	1330.8	422.67	183.31	187.18	280.64	4831.2	210.35	88.464	1760.7	72.75	1335.1	12.914000000000001	2497.9	5856.8	359.39	674.4	978.66	2875.5	937.66	17.202	1115.4	1312.9	627.45	1453.8	277.02	871.05	29.616	134.02	595.13	22.596999999999998	8986.2	185.27	159.72	7.9037	3104.5	2033.3	485.87	710.83	348.28	1183.3	36.35	1058.2	7614.2	13981.0	0.12951	54.396	38.195	814.36	822.85	606.39	35.988	797.5	230.65	12.657	4.8042	999.68	84.1	0.069364	0.40768000000000004	141.15	24.855999999999998	30.816999999999997	124.89	334.29	15.965	0.16482	74.554	814.18	1	410.93	-1	-1	1	1.671	421.27
TCGA-24-2289	OV_4	241770.0	103430.0	3210.9	132.54	13761.0	498.65	931.06	9752.3	5049.1	734.71	4371.5	3124.6	1553.2	379620.0	1043.2	161180.0	1451.2	84.853	22.316	212.71	632.25	378.46	426.07	3442.2	713.24	15289.0	574.77	101.13	281.38	132.19	1365.9	32579.0	20.589000000000002	171450.0	19944.0	258.84	392.51	24599.0	55.262	1953.9	1586.6	236.06	357.84	510.66	16926.0	685.26	155.37	4021.0	53.911	1345.9	8.8995	433.42	8054.8	1222.4	577.39	1076.5	2882.0	374.13	1.7365	1106.1	6627.4	1939.1	4780.4	574.27	746.23	0.43637	167.61	282.0	35.052	5417.6	92.741	150.75	4.399	2036.1	6802.3	461.53	695.13	1032.2	496.7	6.0468	358.65	24276.0	11650.0	0.13673	60.428999999999995	198.47	1144.0	692.96	828.14	55.928000000000004	570.25	412.64	14.061	3.2414	432.18	59.66	0.094276	0.047182	250.64	28.131999999999998	48.545	236.65	620.28	10.334000000000001	0.015175999999999999	48.343	2031.6	1	829.96	1	0	1	1.0766	225.09
TCGA-24-2290	OV_3	15654.0	16356.0	5461.6	103.71	6618.8	483.84	195.25	852.15	379.83	451.32	420.09	4958.2	2660.1	34801.0	889.48	17904.0	2166.2	76.681	38.053000000000004	185.2	513.11	38.097	85.516	3188.9	547.88	24317.0	518.85	70.305	23.287	1700.2	24.921	2362.0	81.48100000000001	17785.0	1925.0	289.16	59.086999999999996	2616.8	18.959	3022.6	187.57	247.0	184.21	509.02	1181.9	44.766000000000005	133.82	1135.0	44.435	811.17	2.9228	193.22	1441.3	129.06	611.44	1124.4	3493.7	976.33	5.6947	1017.8	1679.1	1017.4	460.59	591.4	658.51	2.7569	73.34899999999999	1116.5	15.465	8979.4	43.004	63.685	37.135999999999996	1795.9	1031.1	58.872	765.57	271.36	1011.3	5.797999999999999	649.07	4636.8	6280.4	0.11865999999999999	36.494	13.798	1976.0	360.88	193.84	58.762	922.38	296.13	2.5028	1.2833	992.78	198.22	0.06978	0.063985	551.69	94.756	5.0657	29.886	169.95	16.725	0.23192	29.93	1034.8	-1	754.82	1	1	0	1.6762	132.78
TCGA-24-2293	OV_4	162440.0	169280.0	5041.4	151.18	19376.0	408.96	1536.4	13079.0	4041.0	690.85	4444.1	4273.8	2062.2	699270.0	956.64	305250.0	2689.4	107.86	33.012	248.49	702.22	576.95	449.6	4568.4	626.26	27002.0	589.39	120.56	204.01	459.44	512.26	59286.0	69.08800000000001	267110.0	26716.0	348.9	504.43	18963.0	64.289	2236.8	1641.5	240.71	351.67	455.14	18353.0	649.93	145.99	3235.5	138.42	1513.7	15.82	3068.6	15302.0	1318.8	666.81	1277.4	4034.3	358.26	7.0421	1205.5	7183.4	1213.2	4356.6	636.83	1222.8	11.832	207.37	545.88	15.522	4452.1	401.72	93.786	5.8684	2166.6	4693.5	583.64	750.91	1073.3	1590.6	22.066999999999997	760.53	33573.0	8740.4	0.16523	143.19	284.04	2182.7	1046.2	517.32	30.146	625.87	399.94	20.326	0.29341999999999996	942.4	156.61	0.0568	0.05391699999999999	356.79	37.875	19.319000000000003	325.58	787.14	15.629000000000001	0.096585	117.6	1537.9	1	613.36	0	0	-1	9.2587	688.82
TCGA-24-2297	OV_2	5456.1	17354.0	7464.7	65.46600000000001	1658.2	293.29	238.56	591.76	530.59	59.427	570.97	2079.1	6469.5	46423.0	941.32	14458.0	690.07	16.243	7.8771	36.339	215.95	158.62	280.49	1479.4	91.439	8718.6	140.36	21.444000000000003	124.36	1031.4	173.84	2406.9	19.585	27348.0	1401.5	221.1	269.85	3147.0	17.68	482.0	333.18	33.31	35.658	65.791	435.48	13.686	32.101	630.88	11.681	350.92	8.9765	524.76	2179.8	18.704	101.32	166.88	840.63	413.17	3.0885	1119.3	1614.4	953.2	578.89	74.94800000000001	103.72	158.39	63.348	750.28	29.308000000000003	4451.0	221.33	28.335	4.4923	643.84	1446.9	719.34	149.47	111.45	559.91	5.8672	355.74	5195.4	8857.8	0.13954	51.381	18.146	3840.5	892.58	376.37	6.848	659.24	54.48	55.153	12.775	1913.7	172.56	0.067366	0.06919299999999999	36.225	37.115	9.9217	43.077	33.99	19.803	0.011284	30.125	904.32	0	521.87	1	1	0	2.1874	130.42
TCGA-24-2298	OV_4	89947.0	48503.0	3306.3	92.89399999999999	3485.6	3101.9	1103.3	3403.4	3853.6	165.96	1909.3	2256.1	5070.7	165760.0	684.95	64216.0	480.65	27.491999999999997	19.312	45.475	251.6	183.85	309.67	1502.6	183.71	16336.0	179.66	33.451	102.13	5149.5	651.51	11699.0	8.3382	90030.0	10342.0	251.18	475.74	22228.0	84.164	696.93	821.69	63.45	193.41	114.82	9781.8	650.23	40.295	1699.8	67.251	551.92	6.5328	589.68	9513.7	711.25	165.6	303.94	1107.6	742.47	0.0	782.46	3505.7	765.81	3025.5	170.09	165.81	1774.8	315.94	573.23	428.67	21015.0	460.46	39.91	1.5673	1900.1	3505.4	259.26	347.27	447.02	840.66	3.217	1006.4	11241.0	26704.0	0.14296	119.9	79.093	6337.2	424.97	323.74	23.566	481.35	335.08	7.8736	0.39182	1046.1	72.819	0.069454	0.071279	102.54	16.903	65.641	159.41	330.31	47.793	0.0053554	66.681	810.15	1	580.33	1	1	1	0.31928	290.12
TCGA-25-1312	OV_1	4114.6	13604.0	7587.5	77.329	1995.2	83.147	207.02	291.29	1479.5	328.09	638.1	2340.7	5472.6	28907.0	680.32	9861.1	1137.7	38.036	4.7977	87.361	336.41	189.16	1068.3	1737.0	255.47	828.23	270.12	41.968	52.956	11.824000000000002	187.99	1575.2	88.944	22012.0	1505.2	112.74	289.52	3195.2	25.413	849.69	92.476	112.42	107.45	184.46	298.99	10.109	88.169	948.61	12.584000000000001	458.36	3.9712	278.47	2243.8	26.566	318.3	541.12	2425.7	573.5	0.37888	2303.4	2131.4	2108.2	444.41	235.53	281.76	3.5119	86.34899999999999	801.82	7.8139	6766.4	75.714	73.87899999999999	6.062	1018.8	1434.3	593.25	521.71	111.22	537.47	29.04	257.61	3342.8	10722.0	0.39255	11.366	14.693	688.75	680.97	844.32	15.245999999999999	193.61	145.73	84.10700000000001	0.37888	310.77	185.67	0.06385700000000001	0.058223000000000004	259.94	166.01	13.636	30.785	635.05	21.612	0.0030514	21.691	669.32	1	551.8	0	1	-1	117.27	240.87
TCGA-25-1313	OV_3	12004.0	18626.0	5839.0	227.91	3947.5	211.87	325.54	1064.4	616.15	920.35	2441.8	5982.5	1993.8	55447.0	3590.8	20539.0	2673.9	117.23	36.571999999999996	244.59	769.65	80.012	138.07	2880.7	687.9	2304.6	573.73	96.302	75.428	276.8	433.03	2113.3	9.1754	36401.0	4605.7	226.47	177.91	7014.1	42.528999999999996	3366.3	173.66	338.51	485.24	534.54	1019.2	30.011	159.64	1469.7	108.07	1132.1	5.6465	297.96	4446.4	200.69	693.5	1503.7	4981.5	1347.3	9.716000000000001	422.08	6942.9	778.18	942.53	635.26	731.53	143.42	305.29	467.88	203.52	6906.8	232.8	97.054	2.8069	1185.2	3334.8	114.96	1701.3	282.76	1129.8	10.062999999999999	1310.4	6587.6	4234.6	0.09093899999999999	12.307	8.7104	4431.3	238.46	244.4	28.813000000000002	622.04	424.12	0.28133	0.0	702.38	66.535	0.063479	0.059363	624.19	6.2037	7.483	83.51899999999999	212.21	12.677	0.0029833999999999998	23.371	907.89	-1	1287.4	1	-1	-1	1.4986	190.55
TCGA-25-1314	OV_2	14221.0	36763.0	3915.8	105.71	1908.7	2176.0	332.94	1077.1	433.47	241.34	494.55	2356.8	4532.5	51582.0	685.17	33334.0	631.59	36.854	13.32	75.58800000000001	366.43	479.71	484.6	2794.9	260.71	1399.1	262.44	55.161	73.143	20.123	206.29	4122.8	17.504	23887.0	2017.8	111.18	139.63	3878.0	354.12	774.25	501.57	71.04899999999999	97.49600000000001	133.25	1379.6	26.508000000000003	64.997	465.94	30.635	452.52	2.1215	1307.2	5613.4	182.87	307.2	487.23	1363.5	616.0	5.1309	635.09	7035.8	795.74	614.56	218.02	298.43	48.766999999999996	62.403999999999996	966.96	183.59	9653.8	64.554	44.94	4.8977	668.12	1887.0	450.34	397.86	132.09	934.34	10.556	735.95	7481.3	8875.4	0.12117	9.5621	21.615	4751.2	279.16	899.28	12.642000000000001	594.72	98.036	1.7859	0.0	1001.9	99.85	0.060667	0.067229	145.25	9.4036	7.0607	66.02600000000001	133.51	10.599	0.057241	21.873	503.72	-1	656.09	1	0	1	0.26913000000000004	130.6
TCGA-25-1315	OV_1	3878.8	15991.0	26530.0	11.019	693.66	117.14	162.34	65.03699999999999	1250.2	57.17100000000001	304.23	938.26	14003.0	13503.0	156.09	5355.8	235.85	2.2536	2.3246	26.831	73.727	271.25	1369.7	2169.5	61.751000000000005	936.96	104.87	16.31	383.72	32.43	182.86	911.38	156.45	25138.0	1865.7	186.27	2007.6	1973.8	11.41	313.26	208.89	21.92	23.101	45.018	325.71	3.0288	18.502	865.64	5.2892	465.49	38.107	133.54	2657.7	1.6642	71.529	84.71600000000001	577.47	159.04	1.5299	2275.0	1291.9	2725.6	426.92	57.878	34.854	0.046484	49.346000000000004	310.97	4.1856	4437.8	14.852	5.3646	5.4639	163.64	1962.5	1424.3	171.85	412.91	160.43	15.857000000000001	50.956	2456.6	25828.0	0.15778	19.233	8.905	410.43	1917.6	1320.3	2.596	349.69	27.644000000000002	74.487	3.4969	162.68	774.73	0.14293	0.047643	82.005	34.854	115.94	25.936	379.59	61.676	0.0075442999999999994	150.47	982.27	1	580.11	0	0	-1	38.917	140.0
TCGA-25-1316	OV_1	1889.1	17095.0	9089.5	23.319000000000003	22955.0	56.13399999999999	583.71	4274.3	902.65	129.9	1456.7	830.01	7994.1	18430.0	267.32	4075.4	813.05	19.566	27.899	24.461	196.45	1166.2	818.71	3275.4	132.12	281.42	174.06	27.631	1366.7	0.2906	1093.1	4037.5	153.09	18406.0	3987.0	67.175	4114.6	15146.0	6.2408	370.68	558.54	59.27	31.523000000000003	75.665	66.82300000000001	22.04	41.63	611.59	46.58	2027.2	37.015	220.22	3587.4	31.111	208.71	272.51	897.01	82.755	2.2002	1381.5	4895.6	955.63	517.91	75.62899999999999	311.69	0.046484	17.929000000000002	258.71	0.8044899999999999	963.47	15.885	8.5949	0.40003	218.74	2893.5	1236.7	335.49	546.47	868.61	15.257	344.28	73811.0	10398.0	0.12616	4.0003	25.302	4259.4	1335.8	1970.3	4.7251	354.83	49.763000000000005	142.91	0.40003	281.84	271.46	0.067212	0.3329	7.8947	41.805	19.482	0.34969	1460.8	15.305	0.067977	113.16	731.51	0	498.23	0	-1	0	26.337	436.45
TCGA-25-1317	OV_1	56990.0	20857.0	7639.4	39.650999999999996	2152.5	990.68	1007.4	2749.0	824.34	161.61	2648.2	1378.0	6901.5	73743.0	314.28	20537.0	497.84	16.392	16.439	29.408	160.72	574.63	1534.7	1565.9	107.01	1656.7	120.29	24.85	321.48	5.4953	719.44	5286.2	48.727	36144.0	4191.1	81.533	1576.5	10211.0	113.86	699.26	416.57	39.605	75.264	69.631	3557.3	165.05	18.936	881.72	22.236	471.95	18.81	574.46	7249.5	261.0	169.64	266.79	982.03	306.88	5.4797	862.33	2877.9	1909.6	1138.7	77.538	188.3	132.95	122.12	797.92	20.154	4231.2	79.059	15.219000000000001	3.9576	320.97	4494.9	664.24	246.83	250.63	1130.8	23.568	169.08	7819.2	9400.9	0.11834000000000001	25.572	49.583999999999996	1393.1	614.34	1115.0	2.0340000000000003	305.34	43.258	41.532	1.2177	1532.5	253.23	0.048104	0.73535	30.334	35.298	12.845	51.641999999999996	468.62	28.419	0.051925	105.57	1573.6	0	181.23	1	-1	-1	17.409000000000002	336.4
TCGA-25-1318	OV_2	59013.0	25386.0	3284.9	64.226	3016.5	2654.2	402.28	2394.1	777.04	459.68	1194.8	2771.7	2166.7	107730.0	391.64	31644.0	1652.9	40.683	13.190999999999999	132.06	279.97	456.31	584.26	1292.3	268.95	2856.4	253.79	54.434	95.848	1015.2	563.82	6850.9	28.794	47710.0	4135.1	296.45	386.67	8283.4	62.053000000000004	1012.5	212.5	155.42	220.83	252.57	3581.7	174.7	87.75299999999999	1272.4	39.605	649.6	3.4896	208.07	6000.9	248.03	436.46	617.82	2244.6	599.48	6.6375	748.02	4018.6	770.07	1413.1	356.95	413.93	294.05	104.54	615.21	239.21	8541.9	1683.7	21.698	0.8657600000000001	684.6	4180.5	124.74	550.37	333.85	378.0	7.9752	195.55	6909.0	5200.2	0.095057	14.718	26.346999999999998	9690.3	604.25	291.25	16.11	225.67	205.28	3.3357	3.463	1266.0	34.411	0.055879	0.27321	145.55	22.738000000000003	14.662	111.46	173.11	8.2578	0.021306	93.186	1268.2	1	378.71	1	0	-1	1.3387	191.8
TCGA-25-1319	OV_1	7073.6	12380.0	12979.0	56.02	2387.9	76.211	269.62	301.26	764.25	290.42	239.44	5226.7	8202.8	23164.0	1890.9	6972.0	1304.2	41.99	14.402000000000001	85.59	357.39	45.727	1024.0	1709.0	311.79	2074.4	424.96	38.429	182.18	186.47	291.09	1111.6	18.656	11538.0	1552.4	159.31	157.77	2415.0	40.699	1013.6	128.63	104.18	99.427	216.75	384.11	8.7925	58.762	842.6	29.355999999999998	824.54	9.84	1530.4	2533.0	63.663000000000004	438.13	632.43	2917.6	387.85	4.4407	1377.3	1521.2	1550.0	306.15	333.6	361.93	0.046484	90.35799999999999	525.96	24.913	3827.9	33.425	36.11	2.7754	850.57	1466.4	883.35	693.33	199.56	394.01	5.5312	328.81	3664.2	15215.0	0.13527	24.979	6.1391	734.11	625.5	614.73	9.8762	365.25	197.72	8.1616	0.0	308.04	249.72	0.058540999999999996	0.8481	297.61	23.59	26.212	75.59100000000001	85.211	40.287	0.029591000000000003	18.915	490.05	0	1055.2	0	1	0	0.36446999999999996	417.94
TCGA-25-1320	OV_4	111630.0	69450.0	9356.7	92.537	5819.0	580.93	942.32	6188.9	3543.1	386.73	2923.9	3197.3	7371.8	245960.0	633.71	111910.0	2356.1	42.643	8.1977	94.80799999999999	275.02	250.68	592.25	2915.7	278.93	8147.6	315.75	39.759	226.58	518.61	373.63	16425.0	45.437	121370.0	19008.0	202.8	430.2	26049.0	55.821000000000005	821.57	1636.2	99.59700000000001	216.24	206.61	9738.5	570.24	64.97800000000001	2409.6	69.25	1060.3	17.165	838.93	6506.9	979.93	330.2	544.72	3472.2	576.59	0.38306999999999997	2297.6	4384.1	1515.8	4849.9	306.07	427.89	142.94	468.31	684.53	12.870999999999999	10204.0	132.63	38.713	5.3629999999999995	1078.9	8132.2	1606.5	644.47	1111.0	920.14	11.664000000000001	272.54	15247.0	5672.2	0.1404	89.639	152.63	1805.8	793.47	418.6	29.026	803.3	137.02	21.311	1.9154	1708.3	297.24	0.051025	0.055577	116.05	76.267	93.161	285.26	742.63	37.775999999999996	0.10315	83.939	990.64	-1	314.39	1	0	-1	1.9527	425.94
TCGA-25-1321	OV_2	3994.8	18173.0	2976.4	31.629	2219.6	427.44	149.18	225.03	398.89	215.16	432.9	2427.3	3940.8	31234.0	845.78	8037.0	1246.4	17.093	4.2825	69.579	175.91	44.567	221.37	887.0	187.59	1640.4	213.01	24.891	51.415	70.372	168.53	1134.7	22.896	32533.0	1271.2	76.529	252.96	2650.0	121.64	634.95	258.7	68.903	79.067	140.02	299.79	9.0622	48.068999999999996	362.32	10.581	469.12	3.7731	287.46	3962.1	9.0655	296.38	395.25	1595.8	216.77	1.8067	1613.2	1725.8	1156.6	463.98	169.51	238.5	12.753	43.562	1846.7	4.7697	4852.7	47.647	17.332	2.8103	658.55	852.49	333.18	395.66	105.1	417.05	8.1491	188.15	3030.9	8944.5	0.11609000000000001	11.442	7.6759	1263.4	747.75	2791.6	11.167	252.53	92.169	2.0226	20.676	292.12	289.05	0.070866	0.049394	145.54	34.985	9.644	16.952	34.59	34.053000000000004	0.0029527	34.423	457.31	-1	974.74	1	0	-1	2.266	49.403999999999996
