"N:GEXP::TNFSF13B:10673:"	"N:GEXP::PRRX2:51450:"	"N:GEXP::ACCN2:41:"	"N:GEXP::TUBB6:84617:"	"N:GEXP::FABP3:2170:"	"N:GEXP::C20orf26:26074:"	"N:GEXP::B3GNT8:374907:"	"N:GEXP::EPS8:2059:"	"N:GEXP::ETNK2:55224:"	"N:GEXP::RERG:85004:"	"N:GEXP::PROSC:11212:"	"N:GEXP::PDK2:5164:"	"N:GEXP::USP2:9099:"	"N:GEXP::PDHA1:5160:"	"N:GEXP::C13orf1:57213:"
"1"	-0.518545763798081	-0.506654587835658	-0.378739319306763	-0.778513388512891	0.290492384820904	0.0996888567527459	0.155425090968844	0.781359101160477	-0.292881928882389	-0.746820991766205	0.517513550564277	0.802666445079865	0.18784175820257	-0.999575598035573	1.22873915951059
"2"	-0.333532079734916	-0.491438504465659	-0.380591276799594	-0.348697971117226	1.05947990827459	0.8255299484504	0.802460142489435	-0.290885209269968	0.0795824334376901	-0.541106529334687	-0.641201527469664	-0.457091401940744	0.196132008951006	-0.402130039552267	-0.446091028600599
"3"	-0.328768329362185	-0.419664926907393	-0.369164256308995	-0.534444221975907	-0.235583171729306	-0.280913654051208	0.034890958608442	-0.556501960941947	-0.255156746683389	-0.109165848523588	1.58159266757371	0.0239446046520985	-0.505585307272942	0.0561075903070195	0.817771386826809
"4"	-0.462060775599886	-0.487001754663878	-0.162732829558583	-0.487367840562143	0.781207820176456	0.578553592724556	0.0240717018020731	0.778009469322759	-0.0437425276595496	-0.126747353621929	0.730373217357882	4.59955812732784	0.105892153103087	2.52642562390146	0.173945617927976
"5"	-0.350768855892738	-0.492929776359453	-0.372109372552747	-0.244807728486766	-0.493354433337085	-0.25076150116003	0.0474499954037748	-0.24618573035448	-0.0390747544813738	0.497873599729881	1.73745592513319	-0.452291977272793	-0.500852558761382	0.317710561543311	0.0160637179656916
"6"	0.0974765825451619	-0.496510412301356	-0.362658740334588	-0.594949148835182	-0.12090463542324	-0.432293168290184	0.959692758992043	-0.417016954078074	0.235557869483811	-0.558948501175226	-0.0307480628763055	0.445807957743876	1.29736953174135	0.583257296165075	1.90936446900214
"7"	-0.448536484985838	-0.334726484558912	-0.273063998741984	-0.223752340221784	-0.474658027417992	-0.242789148185646	-0.0750685735065394	0.513999635626982	-0.285006557725365	0.142119441011593	0.477616064100388	0.676666359493409	-0.667404013931592	0.342895296145271	0.295835193026678
"8"	-0.416701012335315	-0.504965031479152	-0.384197479271208	-0.734944539090969	1.26405337304048	0.0146107615783488	-0.209249105155377	0.883092851907371	0.812757944588186	0.329329911966153	0.900047143308706	2.36363375417263	0.428640190861168	0.97680336873636	1.06815071269181
"9"	-0.50501254735058	-0.496425124791986	-0.391169419824394	-0.74617068072765	1.61906768543443	-0.0940512195590771	-0.557332868041089	0.909754110723798	1.47146452057302	1.81464150934824	0.88623647491736	2.51551428163943	1.56275284592979	1.50755089382327	0.325892108117243
"10"	-0.0210386505307703	-0.497312186862015	-0.381160757545535	-0.769846521672583	1.53210765790376	-0.432293168290184	-0.173203038509032	0.972174952672616	-0.0897978896842175	0.235127773538004	1.86876688333027	1.01426639594661	0.00669501483731685	-0.0143958288122033	0.357705904500621
"11"	-0.511519479938121	-0.0585173075892325	-0.0860743087712227	-0.654668959521864	-0.50260480626566	-0.432293168290184	-0.704610680919345	-0.175888727057516	-0.475092643919693	0.920697944564063	1.62083250316182	-0.508852285701429	-0.159713504975161	0.225135905231711	0.853098945795813
"12"	-0.382346471132384	-0.506654587835658	-0.259040726217947	-0.619950510590986	0.41169292319177	0.846519844938182	-0.14838398960397	1.30738709556744	2.08119538413452	1.98937128223916	1.40336928023777	0.496718310550747	0.134844503896955	0.490613451022151	0.416965035674435
"13"	-0.475700771462405	-0.485794414605076	-0.381261523575648	-0.286694186110275	0.123561741972347	0.750137667188165	0.760623870567319	0.273075102434394	0.514882203925521	1.6088727830121	1.47001123564998	1.15363196795014	1.68599488770731	1.65423121623029	0.147924781483064
"14"	-0.458090432645236	-0.497343854797984	-0.363491586841051	-0.486113693948781	2.62378210351687	0.491309873309356	0.874307619221177	-0.163802893264671	0.64955344444048	0.371330174145524	0.791534748805272	0.0853650899596717	1.97186560317062	3.09259783062628	1.12365866488908
"15"	-0.509275459290647	-0.504638275958022	-0.331607535479513	-0.766604093842916	0.654680980119336	-0.0322952315933258	-0.623642951276706	0.607314041484478	0.964304980439627	1.03845061759925	0.302461714184744	-0.163050700765023	3.43838237349742	1.26794997094803	0.147165049032118
