"N:GEXP::MLH1:4292:"	"N:GEXP::CKS1B:1163:"	"N:GEXP::DDX27:55661:"
"1"	-0.306730384696404	0.942210467071181	0.265726552027172
"2"	6.1652219230414	0.533218511740818	1.35378854600329
"3"	0.369306055384068	2.80855340963331	1.12332661643428
"4"	-0.795148357446272	-0.561070563212217	0.296982167422886
"5"	0.365766794711967	-0.47976510821425	-0.512962730300629
"6"	0.706815977349055	-0.344207689485469	-0.0845485698920853
"7"	0.80847559239875	-0.709719783985072	-0.453442005920518
"8"	0.835020047439504	-0.805247894359824	-1.41804431908357
"9"	2.89328838681233	-1.29951778947229	0.537573231610886
"10"	0.700791703864629	1.15083840883665	1.31693778957995
"11"	2.12745262010463	1.2830612600459	5.83173425913191
"12"	0.690550438941104	0.482475092965339	2.00292137315688
"13"	-0.16312676551139	-0.492030517438265	1.3824395267827
"14"	-0.30356764111708	-0.385237368095357	0.0925665840169634
"15"	0.177094079521589	-1.08551104531662	-0.750949159872319
"16"	-0.0898565392570545	-0.116007286192314	1.12332661643428
"17"	0.315802976500506	-0.208215327167185	-0.680431089334457
"18"	-0.286586720232853	-0.897383444736444	0.304024327681797
"19"	-0.0410975757424789	1.91633912636388	0.883796699682551
"20"	-0.216215675592898	-0.0381523836710784	0.401360487972773
"21"	-0.220884487543328	-0.923915003696195	2.29560512967107
"22"	-0.419196040308789	-1.0090769585211	0.425284539263319
"23"	0.243586998105945	0.534378361312829	0.441587622602442
"24"	-0.706026761586039	0.668485968076596	-0.00370842883773717
"25"	-0.250102213942796	-1.12939685349759	-0.40279633282561
"26"	-0.379737048985796	-0.78051410223669	-0.67358186497305
"27"	-0.645595768195387	0.671385592006623	1.48324853322875
"28"	-0.118095321215303	-0.605710273614989	-0.558785005957926
"29"	-1.23330129831046	1.00484234395977	0.764272911178568
"30"	-0.187976893634649	-1.01344089253579	-0.643869736757371
"31"	-0.625866272533891	-1.3007646277622	-0.942727441991703
"32"	0.157025718476593	-1.02673566825497	-1.23184188440206
"33"	-0.844698006855679	-1.1523908712627	-0.0954494481010845
"34"	-0.571421900918388	0.107408737616297	2.58134319387511
"35"	-0.285118303571025	-0.535307404593924	0.260517282794553
"36"	-0.165837688579382	0.00200740775980097	1.70570362305134
"37"	-0.14298310104784	-0.0284386435054866	-0.787124640654396
"38"	0.647514535236733	-0.805421871795625	0.318108648199619
"39"	-0.0499457274227302	-0.412638814234115	0.231191026373883
"40"	1.17667165742503	0.220204108494362	-0.253367480208444
"41"	-0.431771711207529	-0.777802953862115	0.613589975227624
"42"	-0.694467686837796	-0.778846818476924	-0.329094819978926
"43"	-0.209626626469307	2.74577655154822	1.03119972537592
"44"	0.758097605385234	-0.639751858553511	-0.58299846109473
"45"	0.164744318878515	2.4368216218038	1.82677089873536
"46"	-0.213241190559962	-0.521273224772592	-0.636055832908442
"47"	-0.203752959821991	-1.10386566479369	-0.763779397056362
"48"	-0.504439510113422	-0.301293255321064	1.60643810378532
"49"	-0.170770062494756	-0.286360192081423	-0.118698223750366
"50"	0.356542125938939	1.97244684940991	1.23233539852427
"51"	0.620555911393925	-0.916216502161972	-0.193171480187068
"52"	-0.246111132759363	-0.90224031481924	1.67647383457942
"53"	-0.0578525863710395	2.87654959079245	2.6158787195284
"54"	-0.448827935510311	-0.647986790514788	0.129224404542801
"55"	0.489264401142708	-0.546383968006629	0.432037295675974
"56"	-0.549245044153843	-0.1780592382949	0.499950731597526
"57"	-0.156951885189853	0.852467106436834	1.97118341801741
"58"	0.710016372637656	-0.37610355271577	-0.739373006022054
"59"	0.262601111291165	0.41795846052223	1.83120842437796
"60"	-0.9894688290283	0.742861321881798	0.574520455982981
"61"	0.419156918467696	-0.87581024269704	-0.186804595569423
"62"	0.601165281115928	-0.956869229660956	-0.288964153298008
"63"	0.425670664172732	1.21187549256373	0.625166129077889
"64"	0.317497303418001	0.687768467211278	1.86014880900362
"65"	1.00211833321378	2.49060964570581	1.02811275101585
"66"	0.765929160914989	0.692987790285327	3.70017846350318
"67"	-0.0466323770062957	-0.150222848566637	0.707260353466015
"68"	1.55243571601613	-0.368854492890702	0.09459241094076
"69"	0.522209646760664	1.57113889749412	1.06361295615666
"70"	1.05163033091391	1.1875186515515	0.0217591096328451
"71"	0.636030763907045	-0.608754878741518	-0.485083493111241
"72"	0.557489298353836	-2.23289912183379e-05	-0.323403211002545
"73"	0.0639506931422059	0.340828463983501	-0.20503703788359
"74"	0.471831659747149	-0.755504845840204	-0.405690371288176
"75"	1.06646510436931	-0.648218760429191	2.67163719390717
"76"	-0.39434591218553	1.24478622416954	-0.462413525154473
"77"	-0.00141267416381987	0.646303845011886	0.941677468933874
"78"	-0.185755442787267	-1.21641456763771	-0.255682710978497
"79"	-0.5118945485504	0.873054436340028	0.151701436602065
"80"	-0.172765603086473	-0.609581271561576	-0.151786730172372
"81"	-0.55929805053098	-0.83870955451234	-0.462895864898234
"82"	0.219376949040406	0.386787503274435	1.13065818053944
"83"	1.74754687349299	-0.173564821203358	-0.355141166142021
"84"	0.271486914680694	0.869139944034491	1.25664532160982
"85"	0.592166522598566	-0.494973635727243	0.221351295601157
"86"	0.713781543565423	-0.750169537808954	0.270067609721021
"87"	-0.115309094728756	-0.200966267342116	-0.949673134301862
"88"	0.0116524689555295	-0.844552296731345	0.518183173911693
"89"	0.4213407176058	-1.06079175131314	-0.638081659832239
"90"	0.420587683420247	-1.01254200911748	2.81836494395927
"91"	-0.591527913672661	-0.837201750068726	0.880227385578719
"92"	-0.721463962389882	0.368809834908265	-0.282886672526619
"93"	0.249272406206872	0.816656750900995	-0.506499377734231
"94"	0.0267131526665954	2.28314155351235	0.61735222522896
"95"	-0.659526900628123	0.255869482833699	0.569021782904105
"96"	0.496342922486909	-1.02904086927934	-0.887837179151698
"97"	-0.0284842531344611	-0.116007286192314	0.669927257298912
"98"	0.226794335768106	0.212085161490285	0.0519535775922851
"99"	0.268022957427149	-0.360590564690124	0.884086103528807
"100"	0.263956572825161	0.421582990434764	-0.171948531461583
"101"	-0.245282795155255	0.0104163171568803	-0.146577460939753
"102"	-0.175363571026631	0.547716631390955	-0.117154736570331
"103"	-1.21255520649846	1.46776730438864	1.20445616133488
"104"	2.23250088898931	-0.282735662168889	-0.196065518649634
"105"	1.01612476906507	-0.862124017747311	-0.703101057291225
"106"	-0.0961067229971472	-0.424599762945478	-0.263303678929922
"107"	-0.0867314473870086	1.2833512224389	0.530048731608214
"108"	-0.658924473279681	0.427817181884323	2.79733493113129
"109"	-0.082627411075743	-0.22677292031936	0.770350391949958
"110"	-0.105632605444396	2.77129324213246	0.599987994453563
"111"	0.548528191545752	-1.04964269730218	-0.484022345674967
"112"	0.713969802111811	0.23165762301797	1.11946789848419
"113"	0.746463227218436	0.619482323659133	0.984123366384844
"114"	-0.0631238256699129	2.68691418576866	2.29300049505476
"115"	-0.665438218984717	-1.10834558376559	0.639829257288224
"116"	0.117039603223713	1.62072246669759	0.249809340483058
"117"	-0.640588090861458	-0.577772397049175	-1.23122448953005
"118"	-0.346603544821451	1.29060028226397	-0.213333281476279
"119"	0.272992983051801	0.498857968169994	-0.79165863424575
"120"	-0.466524238870813	0.2030963273072	-1.04758810228535
"121"	4.53414987713296	1.67393056581359	0.779514847081417
"122"	-0.223256545227821	-1.05235384567676	-1.05684902536556
"123"	0.495326326336412	-0.647696828121786	0.504002385445119
"124"	0.81009461589769	1.56620953681307	-0.354851762295764
"125"	-0.0872585713168959	-0.893120997559304	-0.303337877662087
"126"	0.227585021662937	3.00369810012415	-0.0720077365542986
"127"	0.00385856513505311	-0.120066759694352	-0.760788890645044
"128"	-0.470176454670747	-1.03117209286791	-0.102588076308748
"129"	-0.652297772446812	0.0649292470413951	-0.255586243029745
"130"	0.146859756971624	-0.630284586421971	2.10093280908912
"131"	1.27934786862523	-0.0606244691287907	1.55270545633034
"132"	1.95952599672624	4.91136068368917	1.58357519993105
"133"	0.915444098456596	0.65616256637398	-0.103359819898765
"134"	1.17606923007659	-0.0838214605690098	0.692114885511919
"135"	1.32716553940786	0.462902631437654	0.113596596844944
"136"	0.837919229053884	1.09139611827109	1.12930762925691
"137"	0.00144885574128262	-1.23878516625787	-0.744678743203426
"138"	0.729670564880598	-0.914534720282556	0.761089468869745
"139"	0.525522997177099	1.29118020704998	2.02520546931864
"140"	-0.888750506710547	2.14468451085354	0.836238000947714
"141"	-0.230560976827688	1.99926837076267	-0.128248550676834
"142"	-0.133268960054202	2.45030487307843	-0.101333992974969
"143"	0.788444883063032	2.1194577826623	-0.265715377648727
"144"	1.63722736530943	-0.145728431475095	1.35436735369581
"145"	-0.263205008771424	-0.119196872515344	-0.5992050764851
"146"	-0.67070945828359	0.560619957879577	0.81289275734968
"147"	0.345547826829861	1.11140352338828	0.304410199476806
"148"	0.491071683188036	-0.847495415020323	0.0159710327077128
"149"	1.50186947045623	0.759534159479456	-0.300250903302016
"150"	1.75846586918351	0.814482032953475	0.860933795828278
"151"	0.296111132548287	-0.714678140905418	-0.994820134317894
"152"	0.429285228263388	0.44028556478344	3.60081647628841
"153"	-0.31614331201582	0.488129359628892	0.894311706096541
"154"	0.316819572651003	-0.720970324833578	0.0441396737433565
"155"	-0.159813415094956	-1.10657681316827	-0.72345579447794
"156"	0.0168107531265696	0.365765229781737	0.813857436837202
"157"	0.552782834694128	-0.590095798751792	-0.509682820043054
"158"	-0.546797683050795	1.16881607720282	0.553779847001257
"159"	-0.174384626585412	2.53874340294426	0.0977758532495825
"160"	-0.278039782226823	2.26052448685813	2.63169946312376
"161"	0.597663672153104	1.4312320428703	3.38414946339096
"162"	0.311736591898518	-0.664137695805041	-0.19760900582967
"163"	0.832723293173566	1.5369233351198	2.09842464242157
"164"	0.695972285077087	-0.569088023378743	0.00487721860120918
"165"	0.660052554426195	0.575987964708722	2.2091698475891
"166"	-0.16990407318137	0.0758028367789978	2.14675508474642
"167"	-0.189031141494424	0.550036330534977	0.739287712451747
"168"	-0.322054630372414	4.45626470787137	-0.345783775113057
"169"	0.583167764081204	-0.742036092685227	0.643977379084569
