"N:GEXP::GIMAP1:170575:"	"N:GEXP::TNFSF12:8742:"	"N:GEXP::C3orf18:51161:"	"N:GEXP::SERPINH1:871:"	"N:GEXP::TAGLN:6876:"	"N:GEXP::TGFB1I1:7041:"	"N:GEXP::GPX8:493869:"	"N:GEXP::NNMT:4837:"	"N:GEXP::GALNT6:11226:"	"N:GEXP::SPTLC3:55304:"	"N:GEXP::PKN1:5585:"	"N:GEXP::P4HTM:54681:"	"N:GEXP::ZDHHC2:51201:"	"N:GEXP::NTRK2:4915:"	"N:GEXP::TMEM116:89894:"	"N:GEXP::TMPRSS2:7113:"	"N:GEXP::FUT6:2528:"	"N:GEXP::FOXA1:3169:"	"N:GEXP::ZFR2:23217:"	"N:GEXP::SYCP2:10388:"	"N:GEXP::SMC1B:27127:"
"1"	-0.97503538796592	-1.07802548789818	-0.0544057729681325	-0.776191049346209	-0.524565067461003	-0.326845710604324	0.621910256993123	-0.553408691787501	0.474952400856177	-0.233175684425287	-0.0661082181988611	0.492551032834177	-0.682342620320171	-0.549655641091175	-0.27619663569512	-0.407696400655817	-0.348614710464303	-0.500223703643989	-0.350648038242423	-0.11006797700927	-0.390808395976602
"2"	-0.683922175404061	-0.903111474959654	-0.0596200934871753	0.177044329633346	-0.423443865707755	0.132707980829564	-0.708923740064209	-0.381491417901975	-0.0105498117514781	-0.0194935170084294	-0.783765458276598	-0.77332784945327	-0.631819881005633	-0.546979259094219	-0.315446364659229	-0.511391398994311	-0.530726465811099	-0.524255251657123	-0.343514594314823	-0.337456557664178	-0.364344279059656
"3"	-0.526057232294901	-0.797444039853575	-0.80067007858268	-0.585079821165387	-0.523318242126602	-0.579461894212854	-0.353666655146918	-0.593209646905224	0.324261147552906	1.44646912340011	-0.865238759513603	-0.744487410213583	-0.609246124024793	-0.546674433518625	-0.470098660284389	-0.498735553372211	-0.274095406298076	-0.495074254165945	-0.348317543294268	-0.402515973527422	-0.392190319706222
"4"	0.859414043770166	0.0641024973838188	-0.675269523045895	-0.488557222939747	-0.376449552000852	-0.230609818213104	-0.800542672490248	-0.416424849513434	0.36690216595488	1.32521505263824	-0.553894694241634	-0.685797310441838	-0.642718123039787	-0.51723221506539	-0.402070865538458	-0.202034364113358	0.0901166157542381	-0.35460322915013	-0.340827511669743	-0.410247374997332	-0.389143427627662
"5"	-0.219283867413046	0.381940881007826	-0.242557978889261	0.608618139951158	0.154092963453405	0.725244384599265	-0.196138184598066	-0.175882349856508	-0.10859783245972	-0.0932695127707352	-0.00469523689011715	-0.498475164121752	-0.479663234624715	-0.526823970222435	-0.521143698304984	0.623149599124899	0.20889149173563	-0.50734671686415	-0.333841941787078	-0.415606955058083	-0.394308159446073
"6"	0.0475604246950831	-0.512084082722916	-1.01625526142173	-0.00130270796244536	-0.393923442349146	-0.439950189429819	-0.931582676181231	-0.614450788215419	0.329525470812409	-0.263173195447738	-0.63259359586362	-0.780280801914655	-0.690161876345178	-0.553523094576448	-0.509217061459413	-0.505621624696981	-0.0756512217622018	-0.480812552080332	-0.337948615263521	-0.411148581303641	-0.396633010250642
"7"	0.0354140808156066	0.141600524957054	-0.519302261018168	0.675779583525282	-0.505422631444613	0.366780855034086	-0.282370386789143	-0.459885969020451	1.45115534529025	-0.911310579029415	-0.211317472625661	-0.553545652912204	-0.541388009259644	-0.515876127747286	-0.358179736028536	-0.431307640005505	-0.303789125293424	-0.422817367197783	-0.348596391493286	-0.402056335724581	-0.390243416716861
"8"	-0.159127566984207	-0.49407624229096	0.743231148597577	0.487481400101493	-0.401441065688916	0.239768894155585	0.312128750051146	-0.473898190444193	0.67729982614332	0.226868364369166	-0.535198062259737	-0.731779955575505	-0.715278191550461	-0.517060813694328	-0.448312071274109	-0.481287266440125	-0.464694174453557	-0.488973293018747	-0.355081724606805	-0.302851590699382	-0.365951528505832
"9"	-0.116158780963607	-0.861564814534501	0.15005723851749	2.03553509295534	-0.513783695451772	-0.12015091625284	0.807106932839731	-0.456694275203355	-0.292059498053396	0.15728523756786	-0.847144031177	-0.573584517996307	-0.624211364467474	-0.535925046944676	-0.498133687259546	-0.511391398994311	-0.528217965175138	-0.521305408726291	-0.34969234941488	-0.40642752510954	-0.396633010250642
"10"	-0.476496146352073	-0.663221314919681	-0.689217188276635	-0.816136284896054	-0.424984061709074	-0.661353420298094	-0.624205164550725	-0.584053522876228	0.119018344473037	0.394953081835146	-0.658795213922756	-0.595957207319018	-0.715584721713149	-0.335896286104801	-0.358155544067389	-0.366837178627514	-0.221888369106106	-0.508530228083609	-0.347543528293358	-0.237047719701905	-0.354550935231193
"11"	-0.190650519173991	-1.01874110464755	-1.16844920480784	-0.817191176679941	-0.380318377670831	-0.519390309428927	-0.980063248295884	-0.437772634531121	1.57387988127741	1.15867183111381	-0.259441550015683	-0.833779234461221	-0.808521930163826	-0.460940307916502	-0.545017707962822	-0.332872406870654	-0.120258080877981	-0.516984103588963	-0.355081724606805	-0.399772602149872	-0.396633010250642
"12"	-0.832868124500793	-1.28521212343941	-1.07914818649994	0.325028065382929	-0.503130673109317	-0.577374558337534	-0.739218532831906	-0.638502752958808	0.41138569749768	-0.176541123532953	-0.434040630872777	-0.0440829812824731	-0.754018677736663	-0.50877137287623	-0.418866998563515	-0.499001782545729	-0.389664509492098	-0.403870214734736	-0.352071854046498	-0.103179056622701	-0.376863176075333
"13"	-0.542744382382668	-0.876871478901663	-0.851939949301939	0.941260682470121	-0.371572264663342	-0.29990451500426	-0.438162638501933	-0.393907792417169	0.266419395739118	-0.251581145967325	-0.746456837012924	-0.519387393785792	-0.752850031491413	-0.441086315768554	-0.319959893410407	-0.509338082779555	-0.341087441073146	-0.459684917357328	-0.351423743232417	-0.325515009439984	-0.384619153634143
"14"	-0.930239021264794	-0.606496617559023	-1.03726666134575	-1.10480742155667	-0.369628683995011	-0.728099625613569	-0.714844691479497	-0.554037127920939	-0.0753009878433639	1.16952396254228	-1.02607869922909	-0.316524209968277	-0.73798879235393	-0.55133117351358	0.216358605250801	-0.500528331773453	-0.50490000021824	-0.522967340640027	-0.320244289609522	-0.364553730738824	-0.366125240203571
"15"	-0.825412696125748	-1.14143238033341	-1.13116296015049	-0.63968805251126	-0.549796778382607	-0.960157977984933	-0.881031996992812	-0.620571375284719	1.0534357230348	1.21533722192497	-1.01009063365101	-0.971319599724916	-0.790095635759218	-0.553256078126824	-0.421241266750391	-0.507552260484985	-0.392189801219157	-0.479643148941635	-0.351662031693396	-0.324317918356416	0.203088589037418
"16"	-0.854008517040767	-0.443461347934001	-0.476637303470729	0.259079747360274	0.582194109153284	0.187100070324829	1.2544281345	0.288055864774092	1.44562780586777	0.67300811977089	-0.939545645473846	-0.58316726824839	-0.733363471149078	-0.537966739747026	-0.248075208858723	-0.502761716295	-0.535263153503439	-0.513966541870475	-0.351787090885683	-0.320758266379619	-0.381485683201439
"17"	-0.867005480265047	-1.10652289538175	-0.7197582084596	-0.370936789036372	-0.27576840624798	-0.353471378688351	-0.593554224329477	-0.473814398959735	-0.0273956461818875	1.30634714231374	-0.567973596694802	0.675763513603116	-0.629384060962841	-0.554838482470953	-0.420674483660656	-0.499606015266147	-0.483500196483944	-0.503923155932629	-0.355081724606805	-0.392931565406646	-0.38481228996262
"18"	-0.566511687605125	-0.599486422533726	-0.637407905089889	0.55868659551385	1.26912152574144	0.526122250632664	0.554086426307472	0.893868297408057	1.12575436381222	-0.250039650025781	-0.522642728408715	-0.712279665315696	-0.680982392723241	-0.546599823510046	-0.427237417120447	-0.507047468471302	-0.466967599814138	-0.464462854041978	-0.355081724606805	-0.408531017422987	-0.396633010250642
"19"	-0.719523096805698	-1.1625401418683	-0.406616427929296	0.441945238097047	-0.566071516129875	-0.854334903375671	-0.531228419958023	-0.631788008090622	0.914194372820951	0.937436333583383	-0.991741977214049	-0.834924312466027	-0.699847682110842	-0.527175174992551	-0.447430792689461	-0.506023181763926	-0.458991831542322	-0.522543941460721	-0.350299900490922	-0.40149641331021	-0.390351084670093
"20"	-0.749194701009734	-0.976596326665197	-0.257764273210805	-0.442563941162284	-0.565889993029719	-0.485944392729028	-0.638072656023374	-0.369440678955326	1.09706380204793	2.47147143477052	-0.865558520825165	-0.644661838726821	-0.673921251475597	-0.54436774075337	-0.319223766592642	-0.505873941657156	-0.474680454949016	-0.525268525368723	-0.350868581818009	-0.404752501057514	-0.391099210448216
"21"	0.518665941528209	0.690453775836714	0.210445748568081	-0.865259078965715	-0.0542185457249535	-0.204129778213401	-0.000590973382627409	-0.423253855496791	0.0901961746272587	3.14109727177732	-0.403522235107559	-0.371691739267611	-0.497425562801928	-0.447317259728317	-0.319403478304021	-0.47370985296821	-0.180330418637171	-0.339507582735044	-0.355081724606805	-0.404317934407555	-0.393987375544177
"22"	-0.741639199770595	-1.14569637969284	0.0798822451282036	-0.543763226296489	-0.536144040970917	-0.478444546386307	0.264494028138677	-0.344074711387477	4.61356593535513	-0.594039884340786	-0.834438221414655	-0.815991709183177	-0.393889526601009	-0.377486324671175	-0.372743296639151	-0.506788195404456	-0.508817185023207	-0.527738066527843	-0.349614609916972	-0.407700281384239	-0.394837619381036
"23"	-0.725364850247218	-0.694606408243946	0.464354902906697	-0.10371511864812	0.624036100522443	-0.580432748108352	0.363725612384372	0.0886321317631883	-0.73526945367502	3.17254378898482	-0.619699691212121	-0.809582183571531	-0.61452555870181	-0.53318766622449	-0.464067949969836	-0.496725554730819	-0.473776829125423	-0.526849100683399	-0.34528316789223	-0.410224788373114	-0.396633010250642
