"N:GEXP::KRIT1:889:"	"N:GEXP::PHTF1:10745:"	"N:GEXP::RAF1:5894:"	"N:GEXP::MKRN2:23609:"	"N:GEXP::PRKCD:5580:"
"1"	0.610753353722371	0.815142674524319	-1.07009264555242	-1.03620297335536	-0.751109026724041
"2"	0.539898423139483	2.00374627737315	-1.07601060390841	-0.854183686541903	-0.709495060546041
"3"	1.1399741671452	1.46386279599777	-0.762089812934192	-0.895667944854055	-0.687327387803087
"4"	0.494946979119966	2.30217365719762	-0.842520246954149	-0.900413062071951	-0.960126382393312
"5"	0.792728601036904	2.36001831591641	-0.800422043194539	-1.04225512884884	-0.762347111315399
"6"	1.29227104794492	1.64901945038684	-0.342452765873547	-0.686655476262146	-0.9914828419492
"7"	1.02915757638666	2.39273649105701	-0.966259376215621	-0.872880016657928	-0.508289275440762
"8"	0.874561056076295	0.410364429715127	-1.07049614271306	-0.818410617216562	-1.01961110661757
"9"	-0.0901594133541568	0.0521440809478882	-1.00405361026179	-0.95349018161106	-0.92715031652867
"10"	0.488872459657869	2.40106719684229	-1.12070463940144	-0.884387636258216	-0.810681892788231
"11"	1.5330389657676	1.49671533736071	-0.867268072806443	-0.749478555117055	-0.76329463609467
"12"	0.213783506874336	1.87656864792522	-0.9121907566905	-1.03307744704417	-0.823462459578403
"13"	1.11381034403346	0.638115176587021	-0.808222988300154	-0.916438487885687	-0.830359558553099
"14"	3.41470814800159	1.10994216634552	-1.01898300520529	-0.727884009694291	-1.32765581945069
"15"	0.111471243362732	1.73293115624023	-0.8534146702913	-0.805766442594022	-0.461794454876515
"16"	0.127612109362018	0.517857407589767	-0.775001722074519	-0.750984490521537	-0.498814027648048
"17"	1.85763525216723	0.830594790093798	-0.997194158530989	-1.01236373176365	-1.13210212983107
"18"	0.512215970162213	2.52676679784445	-0.491208719094403	-0.729105806343211	-0.797251279928559
"19"	-0.277081055087826	0.0108264675773235	-0.836871286705256	-0.998526174367746	-0.782311238060047
"20"	0.347553103314657	0.282850884711335	-0.285559666223978	-0.725497244147565	-0.983450916785377
"21"	0.515643734715825	-0.188035541490761	-0.790200115125113	-0.826508571750098	-0.933243121213985
"22"	-0.0964942693646295	1.33964122344139	-0.319856924877973	-0.0446723719438231	-1.09035595089317
"23"	-0.863532519728555	-0.887579686565568	1.73905458679009	0.129419443589432	1.32252691725139
"24"	-1.22217648771323	-0.877817980512327	0.949141645319844	0.610920978765952	3.30891345742392
"25"	-1.18496571706541	-0.918215185259841	-0.0817936001031842	-0.0168551877742366	0.360458734391196
"26"	-1.4816018581695	-1.07567224291284	-0.200825262490579	-0.365067232716303	1.93698571887889
"27"	-0.601069889541239	-0.841539100479636	0.628899398829012	1.60699780026649	2.40678172571763
"28"	-0.524661112593005	-0.366608250985007	1.19702340100342	0.405431830743021	-0.120024470539326
"29"	-0.512121568846248	-0.0882686214008604	0.586263198855222	1.44731181964026	1.6817049149752
"30"	-0.601373615514343	-0.338324161181742	0.683237016461223	0.489480074638462	1.77491491070352
"31"	-1.02997435299001	-0.980057239093345	-0.239022993697381	0.136039876594042	0.688015847039314
"32"	-1.37027761114163	-0.964988067257543	0.744165087717144	-0.206120012854539	0.79775243775493
"33"	-1.37118878906094	-0.900559463643931	0.614642499153233	0.258134299859327	1.3167976976558
"34"	-0.436971085215163	-0.593828251278645	0.094131161933779	0.170790046399358	0.323659516219494
"35"	-0.492292601744974	-0.626835313797277	1.20549684137676	1.3776978245274	1.4703848537377
"36"	-0.545531425887781	-0.650107543507136	1.16635761679515	0.45089403163305	-0.242431450745199
"37"	-0.979425673180419	-0.463687846628042	0.447056678436065	0.811693423446543	0.803481657350524
"38"	-1.09527543720755	-0.945088429728501	1.38814655609098	0.393014967124932	0.511952521774702
"39"	-0.873945981663579	-0.9639534473455	0.710540324330874	0.527526254008305	0.501155146383005
"40"	-1.02259815078604	-0.998969284888164	0.429571801475205	0.145103902896492	0.0715738540133402
"41"	-0.540107747796623	-0.234257521976856	0.974830964546954	0.386593431249215	0.232983598389221
"42"	-1.09536221605701	-0.920553157528614	0.411548928300165	0.0788143312237182	0.78585328936408
"43"	-0.83081689348269	-0.768894002369731	0.948065652891483	0.513063591350165	0.2068715783093
"44"	1.0287670715641	-0.329052891840055	1.28404428864709	0.989848423184344	0.526826457263264
"45"	0.59192234338987	-0.591752293143441	-0.165586510461768	0.680478146127697	-0.0544689770897366
"46"	-0.0107133766748747	-0.481894469755559	1.01491168250339	1.47600983395209	1.99229472343636
"47"	0.103574368062006	-0.531744338244923	1.78451526688833	1.94569119689721	0.476805963101729
"48"	1.13246779666704	-0.0884029876232038	1.63522131745329	1.39588270488342	0.654962657064731
"49"	2.32038346690482	-0.563454766717942	0.76259145805282	1.14697715501051	0.220974272698456
"50"	0.378142647748788	-0.189446386825366	0.399713011588197	1.15493304016626	1.04003232026862
"51"	-0.221325644310721	-0.61654286116578	0.706101855563887	1.0122953848738	1.74340420292775
"52"	0.650324509075459	-0.0040881831027828	0.256875016723324	1.20238421234523	0.373129123881453
"53"	1.38811828717186	-0.272417529122353	0.818946561488208	0.810244315793174	-0.276255881819189
"54"	0.26068747500667	-0.221828646410101	2.22352017765946	1.05548447571932	0.0865579668018178
"55"	1.92883729814795	-0.0709353787185748	1.24853653851119	1.89539863716261	0.452456779820452
"56"	0.756585210237427	-0.000460295099513744	1.20374835368068	0.704232146092737	0.316718346324831
"57"	1.69128019775523	-0.57803350184219	1.24113909056621	1.14584059998826	-0.438436867294477
"58"	0.187836630886236	-0.372789097212799	1.09776309948716	0.849768016691942	0.762936410981702
"59"	0.193130140703207	-0.386360085669472	1.28444778580773	1.71014016853574	0.0164852040557018
"60"	0.189138313628114	-0.690860818743859	0.304487681678282	2.39548284695293	0.909472219869021
"61"	0.435112962418311	-0.0300880471262114	1.23051366533615	1.07253280105309	0.334787423510937
"62"	-0.431764354247651	-0.534969127581162	-1.42842502400722	-1.07385135846741	-1.15344347282466
"63"	-1.20661270106284	-0.832025971937731	-1.09929239007706	-0.994690301167649	-0.356354778857595
"64"	-0.821791893139003	-0.103855103192683	-0.820596901226301	-1.0069366815324	-0.562496506999078
"65"	-0.515332386276213	0.185166641067756	-1.0637711900358	-0.621360390233842	-0.622410922693006
"66"	-1.01266197252304	-0.709591470138515	-1.21470602792409	-1.23288381995585	-0.840330604195432
"67"	-0.783479031103064	-1.15996017418879	-1.36239943862194	-1.22742835584904	-0.960655233432906
"68"	-1.10759803383066	-0.956361755783104	-1.22901672722129	-1.2245301405423	-0.728996442631045
"69"	-1.01352976101762	-0.106206512083691	-1.26132339988281	-1.4636329033483	-0.942597173976792
"70"	-0.615952462223376	-0.0847750996199347	-1.0351228916307	-1.14562480812255	-1.01883986551816
"71"	-1.12369551040522	-0.272350346011182	-1.39336112074802	-1.32591084852707	-0.884831215631212
"72"	-0.422912911602881	-0.399192059903257	-1.05556674776955	-0.987359521274132	-1.04867587833522
"73"	-0.979165336632043	-0.96129971445422	-0.715015144193414	-0.516996225315669	-0.433809420698035
"74"	-0.841403913116631	-0.663671813652693	-1.03835086891578	-0.908454188854375	-1.17383729103898
