"N:GEXP::FN1:2335:"	"N:GEXP::LLGL1:3996:"	"N:GEXP::RET:5979:"	"N:GEXP::C15orf43:145645:"	"N:GEXP::TMEM215:401498:"	"N:GEXP::AGPAT5:55326:"	"N:GEXP::C17orf28:283987:"
"1"	-0.0873428267820911	1.20944252605373	0.693434682058259	-0.104155594969151	-0.348900712139179	0.135725107787508	-0.15207026850142
"2"	1.31591091211055	2.54766951231453	-0.316452570774092	-0.104155594969151	-0.482153842891883	0.0470809737749705	-0.389167712429313
"3"	0.167689354601721	0.933535506172353	-0.324640240770732	-0.104155594969151	-0.423725286680593	-0.494112373174561	-0.951718729158997
"4"	0.308751831982685	0.260706880853343	-0.326386346744042	-0.104155594969151	-0.241234220552372	-1.09858357006461	-0.360686882759327
"5"	1.39550120898146	1.43053186119408	0.207267291348664	-0.104155594969151	-0.0674682249985814	-0.539330531737721	-0.732831534380711
"6"	0.211859296661576	1.01589193301077	-0.314261543567199	-0.104155594969151	-0.374576320645885	-0.948775443117557	-0.556993368592099
"7"	-0.890487133954118	-1.13176623135024	-0.352596124947573	-0.104155594969151	0.0467450671383476	1.073450457015	0.316916488097579
"8"	0.595884589092799	-0.490321380044099	-0.257918845213696	-0.104155594969151	-0.360203735311185	-0.226387788023167	-0.503345974597354
"9"	-0.084557588397425	0.247093389476898	-0.163631920901736	-0.104155594969151	-0.424733286130374	1.56432481653906	-0.930485578650554
"10"	0.772086084074246	0.635285733268568	-0.333919506825366	-0.104155594969151	-0.220258879107292	0.0527332435953656	-0.589771817061393
"11"	0.479748588568544	-0.310306338541457	-0.326948794341214	-0.104155594969151	-0.468842254916178	0.395453799046636	-0.846099284091272
"12"	-0.206995542438501	0.151409250661163	-0.301235704936181	-0.104155594969151	-0.482025145103291	-0.636751767666481	0.0556722537973058
"13"	0.788319241124269	0.613722378607406	-0.317317229020491	-0.104155594969151	-0.462125189589844	-1.02804508084261	-0.794418597004685
"14"	1.35270981925341	0.476288467574215	-0.254893940474677	-0.104155594969151	-0.471820689452168	-0.310988021676396	-0.249895726933113
"15"	0.362177768270369	1.25958382062728	-0.25100437748926	-0.104155594969151	-0.44109788941024	-0.3956342087428	-0.0972938390593996
"16"	1.20106906275493	1.50509430442003	0.0460882784277904	-0.104155594969151	-0.346862331015515	-0.241322647304698	-0.36283569215898
"17"	-0.539170386961244	1.15150724786772	-0.359538854964204	-0.104155594969151	1.21363432709583	-0.111825928980525	-0.557831040052981
"18"	0.470492594340714	0.742842707120629	-0.345740420404931	-0.104155594969151	-0.27003534678203	-0.0113717677822851	0.276781098971844
"19"	-0.0487152277705109	1.53133404924867	0.294852414689348	-0.104155594969151	0.422342768540775	-0.233510567065128	0.065032321860204
"20"	1.71352479181242	-0.163727486736304	-0.354111375563834	-0.104155594969151	-0.450133913026672	-0.509736533653701	-1.10872749732692
"21"	1.03508010851725	0.919766135123659	-0.35684610211466	-0.104155594969151	-0.467719946250443	-0.322889955688448	-0.274443142786784
"22"	1.18022197545152	0.558385094958881	1.11496257279438	0.0122884810047438	-0.483280867811982	-0.276752728861808	-0.410983590910543
"23"	0.23093395953838	-0.0184216522545203	-0.184380920568547	-0.104155594969151	-0.467191565888584	-0.684681177606904	-0.350197779249153
