"N:METH:cg00349776:RXRG:TssD221:NA"	"N:METH:cg12829717:RP11-588P8.1:TssD70:Island"	"N:METH:cg08980578:KCNK6:TssD152:Shore"	"N:METH:cg16838838:CAPG:TssD75:Island"	"N:METH:cg02273970:SCIN:TssU297:Shore"
"1"	-0.420257822603986	-0.368335876475871	-0.59725614693512	-0.745976355640783	0.747634249540054
"2"	-0.506303298571918	-0.394635121720697	-0.436620706604778	-0.567153544973134	0.0684251674665534
"3"	-0.340104826354017	-0.399270920882496	-0.398742193633258	-0.427995191007353	-0.450949382920864
"4"	-0.587448980389924	-0.415810588944586	0.241335986963995	-0.655367030473681	1.6301865791271
"5"	-0.35728592272389	-0.368941157945377	-0.553978478077577	-0.725554242523462	0.232502606954999
"6"	-0.698375229249042	-0.377016269643209	-0.552297717396641	-0.701910451066644	-0.463423669393288
"7"	-0.431928241397448	-0.393236874605093	-0.573990274769551	-0.696622663519751	-0.454147036288933
"8"	-0.453029173087262	-0.397121937060529	-0.580958908095079	-0.189288488876146	-0.503088324505164
"9"	-0.406627486150554	-0.37962977180224	-0.58165346901574	-0.74208311618263	-0.523952153147576
"10"	-0.371298061318875	-0.363596851016946	-0.553686839237963	-0.692517670555716	0.0660870983372127
"11"	-0.564909927300262	-0.389028056945038	-0.613154301047267	-0.690381985196387	0.491821980094532
"12"	-0.696135323351933	-0.390834517144727	-0.604558629984943	-0.724250445937243	-0.471455624519965
"13"	-0.545768913270418	-0.392199919529427	-0.593357396131851	-0.718941483039762	-0.361298185158465
"14"	3.16091899778006	-0.362114146021877	-0.609167291121484	-0.707688296727151	-0.542924896464785
"15"	-0.635759678034396	-0.416167188880109	-0.584377989754244	-0.687417436114032	-0.375739200369099
"16"	0.445033097535006	-0.416856928229081	-0.581077866042816	-0.689931252733865	0.677354642181633
"17"	-0.678177895960903	-0.434560238186035	-0.588668150579101	-0.651343713861914	0.967619047915383
"18"	-0.641486710157687	-0.397117244956114	-0.58892525324034	-0.70621812238631	-0.198823010691009
"19"	-0.534582110522923	-0.398745405188041	-0.593334372012934	-0.695110138477734	-0.543619440529678
"20"	-0.406474765293933	-0.379137100838688	-0.524062472898166	-0.685892810871679	-0.395901608272708
"21"	-0.362287530778231	-0.399552447147383	-0.568134473858343	-0.643998892257877	-0.42188168230403
"22"	-0.514613858519716	-0.39636650824975	-0.546119578820595	-0.694136072350674	-0.506863618481658
"23"	-0.293003168824463	-0.411902065967076	-0.532255221879444	-0.0299288504491786	-0.532630515621776
"24"	-0.421555949885265	-0.42320065339786	-0.601016753024887	-0.699629563303282	-0.530925100492139
"25"	-0.311367851833149	-0.36267719855165	-0.203758605231994	-0.683267067398736	-0.456533242135643
"26"	-0.303795442692353	-0.399266228778082	-0.588349650267417	-0.744618108153051	0.736356504327939
"27"	-0.243152535875729	-0.418278635866758	-0.592724232861635	-0.713910824750012	-0.430491278039132
"28"	-0.540245508955956	-0.415970120494688	-0.589742609461892	-0.699027578336559	-0.456574502179102
"29"	-0.630834430408366	-0.398895552529314	-0.595441078893834	-0.698235015214542	-0.188549259869729
"30"	-0.400798640122849	-0.39761460802408	-0.60420175614173	-0.70706513640984	2.09339933369297
"31"	-0.358125887435306	-0.394818113792873	-0.590272164196981	-0.710065986093203	-0.500000697919652
"32"	-0.365558302457532	-0.391824551176245	-0.580862974266258	-0.730082742499263	-0.459724018829802
"33"	-0.308237074272416	-0.371798649533977	-0.399429079847614	-0.68961967257521	4.30136179265986
"34"	1.95544236951759	-0.375693096198242	0.887239269647235	1.71141097992477	-0.508672183719943
"35"	-0.444324084259859	-0.382975242249976	-0.568587281530376	-0.707225464064294	-0.444217119163145
"36"	0.522157130128656	-0.144325427505584	1.73003714260184	1.62413828500036	3.4153023593788
"37"	0.379617663948973	-0.393654471898008	1.22784273549184	1.61252209267766	-0.48667370388241
"38"	0.5282659643935	1.56188796136188	2.3509592562602	1.35723811608594	-0.459056981460549
"39"	-0.681461394378257	3.1295200463389	-0.563080679756074	1.03192423004881	1.65776204150551
"40"	-0.111736238753281	-0.398431034192251	1.92643287696335	1.99437416478541	-0.480189000385444
"41"	3.43008950757473	2.34124650465635	2.53994889903676	1.60151091037177	-0.452365977746288
"42"	0.216842684266994	-0.406163622267804	0.575415952448803	1.64643290411969	3.52718584389167
"43"	0.360145754729784	0.0803559923960166	2.55886705008018	-0.485592144607381	-0.46692389641339
"44"	0.813981233655456	4.07385298085694	2.70307478156328	1.95265872412656	-0.476867566886998
"45"	1.64669170438195	2.17134540379727	1.28931713300007	1.5244628847314	1.23766603235424
"46"	3.98293900854307	1.67431078313994	2.30468077723715	1.86792707127274	-0.523993413191035
"47"	0.780637179959851	-0.328532754725317	0.170268206573705	-0.491944749783854	1.15466457826265
"48"	0.192534614588137	-0.388971751692061	0.599744771437704	2.00057551745768	0.156446593512324
"49"	-0.642390308559361	2.02762624557265	-0.569773023654598	0.0272748466399245	-0.512509367761625
"50"	-0.204323258079816	3.82686060446307	2.78139515941241	1.93051535751143	2.06156033349048
"51"	1.809975753586	1.7003988836861	2.65744865257621	1.93695871419042	-0.274542067112102
"52"	0.0594129345667542	1.49957681473364	1.08305940103581	-0.588770552873649	-0.506430388025339
"53"	-0.0457990089071252	-0.377260259072777	-0.614858085847121	-0.699127404989332	-0.517261149433315
"54"	-0.459914338373262	-0.391055046052222	-0.435561597134599	1.6318219122138	-0.212039977945694
"55"	0.588336167997795	-0.291995337647448	-0.557136619722351	0.536511777786388	0.456200809241634
"56"	-0.214046485951359	-0.369818581470941	0.454884689918619	1.73963469720882	0.276582086716982
"57"	3.61869976550177	0.0850950178549413	0.589345544393552	1.37584217410276	-0.511567263435979
"58"	-0.496745518295048	-0.401419904704464	-0.568310992103373	-0.701462743654207	-0.522535558322151
"59"	-0.349548065988421	-0.380113058556962	-0.527531440148318	0.259447440589616	-0.474866454779239
"60"	-0.255268390501002	-0.296326150022287	-0.483904572153869	-0.710398741602447	-0.497236275007902
"61"	-0.383897531990115	-0.373811562327916	-0.313648887469399	-0.71049856825522	-0.456326941918348
"62"	-0.201879724373879	-0.403606425361751	-0.552493422407435	-0.692357342901262	-0.512399340979068
"63"	-0.399105983961965	-0.367693058171047	-0.112698214915494	-0.699910892961097	-0.476028612669999
"64"	-0.321651056178969	-0.364905948148669	-0.0993058524121404	0.845097136858805	-0.496823674573313
"65"	0.00401344382745366	-0.342332233809177	0.167159950519918	-0.728984649318758	-0.420410074087328
"66"	-0.420435996936711	-0.379925374380371	-0.596181688052329	-0.705540511167486	-0.505158203352022
"67"	-0.392640801031672	-0.369260221045582	-0.464656408739306	-0.641409449385943	-0.470678560368155
"68"	-0.574264079768303	-0.405328427681974	-0.465976458223878	-0.727211969969514	-0.507881366220313
"69"	-0.316242192506972	-0.21335097555137	-0.493141081192715	0.675210324139396	-0.519681738649574
"70"	-0.530000484824291	-0.398506107862888	-0.337225585240346	0.630500083897358	-0.527486763537226
"71"	-0.394040742217366	-0.376584596037049	-0.586622841348646	-0.712210746602784	-0.478930569059946
"72"	-0.504852450434018	-0.373525343958615	-0.541119507662466	-0.503288687598986	-0.499072346941826
"73"	-0.510744930151982	-0.365473692782857	-0.575793830751378	-0.342114019121598	-0.525691951646762
"74"	-0.594410506104236	-0.298831733779778	0.0156228745149213	1.37693119213301	-0.459448951873409
"75"	-0.36756912706971	-0.406646909022526	-0.542205478604715	-0.028416325407161	-0.528697058145356
"76"	-0.348911729085833	-0.389037441153868	-0.582090927275162	-0.469226623652751	-0.473958733823142
