"N:GEXP::SPDEF:25803:"	"N:GEXP::MLPH:79083:"	"N:GEXP::NAT1:9:"	"N:GEXP::AGR3:155465:"	"N:GEXP::SLC39A6:25800:"	"N:GEXP::RERG:85004:"	"N:GEXP::ESR1:2099:"	"N:GEXP::C6orf97:80129:"	"N:GEXP::FOXA1:3169:"	"N:GEXP::GATA3:2625:"	"N:GEXP::GREB1:9687:"	"N:GEXP::MBOAT1:154141:"	"N:GEXP::MIA:8190:"	"N:GEXP::SFRP1:6422:"	"N:GEXP::FOXC1:2296:"	"N:GEXP::KRT5:3852:"	"N:GEXP::KRT14:3861:"	"N:GEXP::KRT17:3872:"	"N:GEXP::NUF2:83540:"	"N:GEXP::MCM10:55388:"	"N:GEXP::EXO1:9156:"	"N:GEXP::NCAPG:64151:"	"N:GEXP::CENPA:1058:"	"N:GEXP::TPX2:22974:"	"N:GEXP::BUB1:699:"	"N:GEXP::CEP55:55165:"	"N:GEXP::AURKA:6790:"	"N:GEXP::WDR67:93594:"
"1"	0.434282910678442	-0.106374224096344	0.927500236456151	0.757181327941763	1.71035828419773	0.38237670026364	-0.653474548908198	-0.840115698855186	-0.264879311617282	0.33627678256105	2.48019608238676	-0.303573661577389	-0.260279115170893	-0.375066559277677	-0.445278385464389	-0.257333386337502	-0.201416838053751	-0.348126527778763	-0.218586647746986	-0.327270864624359	-0.378137543490638	-0.171998061000242	-0.421224619856863	0.0853222680590651	-0.295190838873581	-0.384967275609561	-0.140860749976939	-0.375134262507211
"2"	0.95142241564002	0.713312610184867	-0.365729630410809	-0.454437896817856	-0.224603105278777	-0.120141296407508	-0.739044031316608	-0.40013464771352	0.21916674048238	-0.325840374881902	0.789464809752191	0.195452705721235	-0.118804081365094	-0.27212747773019	-0.242347902615233	-0.0647017481717505	0.0389418459958416	0.20789140417785	-0.594159537914111	-0.573949137493561	-0.666977851284173	-0.498339159515399	-0.540867572643029	-0.554248744971593	-0.631727794340324	-0.448115176331271	-0.65445486295037	-0.64603270778091
"3"	0.310746928026672	-0.0956904244690518	-0.558349641738417	-0.422472969840711	-0.634564164950098	-0.527092268522809	-0.472227705476463	0.164867349851778	0.0786848138211084	0.304217597705572	0.0139676093317028	0.132223551599322	-0.143878994178346	-0.23232602009827	-0.337924308696115	-0.103754912544867	-0.0532086116789959	-0.0413843435105337	-0.69437667415922	-0.415768821952844	-0.801265735472471	-0.6651840455899	-0.580683990767047	-0.675749437413851	-0.700437504126872	-0.630346333589954	-0.713330896921349	-0.799447887126418
"4"	-0.0399964617494891	0.443966517908853	-0.437927740247309	0.231674802283266	-0.665506607199391	-0.467793095543911	-0.377755548430722	-0.210056048782783	-0.0531012180133481	0.594412589508484	0.477815320423466	0.131171485806944	-0.157325903381308	-0.20128843355739	-0.315288224220834	-0.0996585446559456	-0.0503586502728391	-0.172474915097368	-0.872237953919086	-0.717966301396315	-0.904524937516123	-0.959755878157388	-0.742638653011946	-0.945217204254086	-0.89687930658085	-0.894007340744094	-0.862776547000927	-0.755061405846202
"5"	0.275122921764939	0.509498586525755	-0.237631650155858	1.56990327326043	1.40185099450619	0.161587037098663	-0.101878199985389	0.254090255650741	0.414010723107778	0.175387169675229	-0.477850624137298	0.0279638315746688	-0.177242919621058	-0.213166849605398	-0.249805559214971	0.0987821028025581	0.0150471965043651	0.331019725417697	-0.71120366372969	-0.576242025939248	-0.854101470581016	-0.666808752345681	-0.456717005736479	-0.402907224055762	-0.639872180065449	-0.546301663788837	-0.429688759457362	-0.942623645393528
"6"	-0.47517292105419	-0.178105755038782	0.173668970865776	-0.22775263838947	0.153228634400275	0.0658693234470154	-0.569550125943642	-0.319984934005011	0.330865763798754	0.149146133182413	0.447915796502971	0.20523691759035	-0.160109942553764	0.727520107549555	-0.197881522360122	0.0821493881918496	-0.0238596374856107	-0.148076451309171	-0.450550836760233	0.0719700021575668	-0.0408660272226494	-0.353790249227933	-0.423588879911444	-0.288753340834657	-0.258628992165105	-0.312471393725113	-0.320901117120022	-0.510289923759932
"7"	1.05578962148494	0.233613580096582	0.942577238693015	1.89900915957035	-0.396619454527961	0.277075160119164	-0.263067634155155	0.0751478061699699	0.0374174532833266	0.0838403862545889	0.464659529898448	-0.184469293222283	-0.117876068307608	0.0503694955414536	-0.343778610238577	0.101080339382214	0.102173126170502	-0.0146320010850529	-0.656640081155281	-0.544501029124741	-0.601709085297112	-0.774139380181472	-0.705243465064306	-0.496855663768736	-0.495206796214125	-0.586221247681927	-0.646357962404263	0.0597475719406191
"8"	1.34631313348858	0.441643952772485	-0.555424703304465	-0.424036046954508	-0.201944530185581	-0.319334198362546	0.49463618915304	0.609893095795736	-0.145806576313257	0.163988348393282	3.62197209584103	-0.726935457088192	-0.257978106794858	-0.391836563682346	-0.395422265516744	-0.203297776077718	-0.159013812629616	-0.254614021858143	-0.838782588425535	-0.67473767258401	-0.796210751318575	-0.815381936289776	-0.648797468387703	-0.636719942963962	-0.732917392522275	-0.692818739169369	-0.684259168293898	-0.581096929611705
"9"	0.30695491954764	-0.835230895659907	-0.50483382229867	-0.551927016405365	-0.369591011381076	-0.667257237871387	-0.84428385017667	-0.477094418097596	-0.213848139344128	-0.462946822113826	-0.298299160490865	-0.901452130727843	-0.192337052001056	-0.0877356299747237	-0.296919530897994	-0.10778385050969	-0.0402072617094367	-0.0955337864230123	-0.910890376519319	-0.69827818720781	-0.813984967659698	-0.870746943429104	-0.705511224636753	-0.834774524942638	-0.826236037593373	-0.675844199948454	-0.807582674944963	-0.792637263014639
"10"	-0.532435727994436	-0.408146898853187	-0.528783640351928	-0.817048341062016	1.2683811974096	-0.351412893076278	-0.545551611703882	-0.177946499511094	-0.0288696748263449	-0.14294866216749	1.96604001104683	1.32095269040715	-0.203811933456862	-0.164399277703415	-0.28397757776901	0.0303575873246536	-0.0163842450001616	0.0549199955192193	-0.124272750465943	-0.256368144799441	-0.381817274602664	0.127847819651399	-0.204550155625815	-0.187726123294005	-0.323940325174263	-0.419526478696045	0.995693468346271	-0.479876964364229
"11"	1.59251537207675	0.37814859512132	-0.358341899314746	0.0607523198895814	-0.488715772484141	-0.778049888666785	-0.472781923363965	-0.400898705994821	1.31197628364524	-0.0695687501649534	-0.341238734843783	-0.730386232887192	-0.25570271157921	-0.400310552883451	-0.361769076214573	-0.220535112341167	-0.179661450436447	-0.279290857380836	-0.406359300216146	-0.271934277483816	-0.136353191129687	-0.500313803110888	-0.33096685589366	-0.454589174797647	-0.407942730459067	-0.226247707335945	-0.433910714742118	-0.907954045927962
"12"	2.55885133099486	1.87084334237928	-0.55362300153716	0.0134301602693822	-0.0468142142796602	0.574957364695009	0.171342421443665	-0.906829447687011	1.86068216189868	1.21754815292161	1.31334304887014	-0.630829246954468	-0.255867897903442	-0.355593237713388	-0.396747705697425	-0.209578311591363	-0.160318552591142	-0.293903326590897	-0.677439343673534	-0.312864220408094	-0.522204591876655	-0.243310189834781	-0.578131729310536	-0.642616633620417	-0.458410578693416	-0.545669748978303	0.369031922746843	-0.81639225021831
"13"	0.24078611104196	0.0481478210147761	-0.316917835668964	0.0422689330189337	-0.437000272283336	0.289371390336378	0.359688532101018	1.17237370103274	1.18306345682666	0.0881149442353192	2.19775167642296	-0.0481005252142556	-0.250797234557342	-0.395280090877194	-0.381619434057008	-0.220677277097806	-0.164542328427376	-0.267141773335966	-0.758112345310975	-0.617545903894491	-0.889233610450589	-0.714525139988561	-0.645379261079875	-0.82362029541417	-0.765651182630931	-0.715850944505065	-0.819670190760224	-0.0894403234734401
"14"	0.180914123955591	-0.0400917882815381	-0.116751784721806	0.49399821890622	-0.493188143615631	0.288105601931665	0.248932925693915	0.580228533024212	1.84135795117242	3.77219023501639	0.381712463538364	0.188824691229254	-0.260712961275267	-0.426126220541932	-0.392759051654941	-0.257136131332876	-0.201395992914131	-0.345945536410259	-0.338996171476659	-0.408000249216508	-0.693516518092123	0.0689834441150028	-0.0710121901333272	-0.190062807237122	-0.494972425401891	-0.195022399629178	-0.438074835022973	-0.731693919669581
"15"	0.0953678042313721	-0.0133822892133077	-0.0877850941742318	0.0673563206953731	-0.59858018974257	0.145674268582268	-0.658189799506626	-0.604959571473373	0.461253333014863	1.39126143974962	-0.640033357888238	0.440373622186818	-0.127165479013036	-0.0877760786105286	-0.279381293271487	-0.137104629171406	0.00740295531801265	-0.210249550098305	-0.566546723881258	-0.589642813909427	-0.695523644153229	-0.718324454248235	-0.386552603731126	-0.638183806728327	-0.683133125823608	-0.620562549109606	-0.673289795887386	-0.75617693910589
"16"	-0.107626411136997	1.06562787548621	-0.325360956921607	-0.479017284432312	-0.184384134488353	-0.2861404043399	-0.393080112875613	-0.128053493742118	-0.393537872505252	-0.383594402710436	-0.709978953846765	-0.583738782087632	-0.155868922881056	0.0291878932583418	-0.0798170338092464	0.166936898584073	0.226977899274591	0.448273584319278	-0.89529920519927	-0.76265878439961	-1.07098630908392	-1.10717926962816	-0.858379152455008	-1.08242178731406	-0.99508067690682	-0.949912190327123	-0.934491951837877	-0.901172777954596
"17"	0.314643303711549	0.0838974582291769	-0.299522744338183	-0.352642499781837	-0.610875164180045	-0.0205659419034018	-0.543062029764787	-0.46227168744035	-0.634175149233265	0.235943407735575	0.824804118024673	-0.407444117258862	0.0716334781614646	0.402731044915639	-0.266899790825618	0.0752209634908349	0.14165813904539	-0.00165496581515638	-0.964025044241678	-0.752481374370776	-1.05622649873457	-1.03014317391556	-0.838137668180486	-1.04269128768123	-1.05924163984593	-0.981130960984126	-0.932120716677945	-0.86389635339797
"18"	-0.528713297652634	0.323175264932059	2.17348254756334	3.56775028625986	0.410619257661324	0.747405965927606	0.411943361494043	0.416471741884305	0.977616584894882	0.762782678860582	-0.316393194966623	-0.543013315264682	-0.251523868781354	-0.42408086785807	-0.433228555533941	-0.22821819027604	-0.167358008430622	-0.293017040112685	-0.37797409977678	-0.705006119044018	-0.65917236104654	-0.497164371553526	-0.45549784513002	-0.553176619397692	-0.684773721509245	-0.381197576912233	-0.621874477419606	-0.803322897396913
"19"	1.45036723771597	0.252587150672141	-0.100789008603527	0.358987433202018	-0.655922569424852	-0.657408198569951	-0.743433788869996	-0.571092688154692	-0.925080800442607	-0.495480957856051	-0.391469935030215	-0.318512995829155	0.48570362428083	0.11872769005156	-0.320287403066083	0.0705795370487926	0.516394805877562	0.336474583303229	-0.849168427070259	-0.711960151131506	-0.965203331863433	-0.864723030688437	-0.574155214809095	-0.847488834633128	-0.842934957965033	-0.85260602557113	-0.844789860787789	-0.849323966289836
"20"	0.288864603867853	-0.347134899309369	2.43016851064594	1.41461156200471	0.0927518184967668	0.201610060942929	0.601433096363701	0.00445331369256473	1.13449866408041	1.49171355229678	-0.456824507315788	-0.214169110541112	-0.25693446331041	-0.418710637311053	-0.410208488078276	-0.252146935057301	-0.193554116881684	-0.336389812568381	-0.799481912948407	-0.704675664830606	-0.843296441952065	-1.01397109282339	-0.732606214563471	-0.579100065966627	-0.846294272940384	-0.76113090920476	-0.597699445789086	-0.681083937045842
"21"	0.470393963900784	-0.125508587642882	1.12728936234739	0.278840654192085	-0.259076508813426	-0.335090250219309	0.24778930148161	3.36617604121917	0.430893980900192	0.86572828356317	-0.694346325340204	-0.258724096848317	-0.264498233735444	-0.40662862979616	-0.400589179967985	0.293486008633994	-0.137136649282569	0.0268576684608151	-0.254006081531385	-0.253643346899383	-0.427646652997907	0.152443380385079	-0.381989296975175	0.00656227397635235	-0.429973586809046	-0.567220223034124	0.849949258516342	-0.026970460930914
"22"	-0.430956014844559	-0.110018864771875	-0.544111297750979	-0.495624978766403	-0.0197318221444587	2.27509201913982	1.69473784332754	0.360867400462601	-0.11084501085457	0.535756154995129	0.111806567605737	1.08602639896915	-0.263479461000937	-0.355470543518114	-0.280910647326119	-0.252283031120771	-0.195672912246657	-0.340264501490449	-0.711176078500886	-0.61247024312534	-0.697344925208676	-0.290051753424192	-0.351134279009846	-0.283598890960134	-0.00919985524526449	-0.38967395143975	-0.066234316610318	0.158971319776022
"23"	-0.357098822174971	-0.561525527281787	1.74454183392458	1.62519712616099	0.191640314082074	0.66639550802596	-0.110402598921726	1.03770842895338	-0.393563299098313	0.23380612874521	-0.642618219956204	0.11276033444033	-0.115277631746649	0.176852379703053	-0.245867061407612	-0.0635104861793619	0.0548340903899584	0.0634860669079443	-0.966830462011049	-0.821368903238118	-1.09897679707607	-1.19110162243642	-0.908559005435144	-1.0405607817331	-1.03492566807667	-1.04381908920576	-0.882440448327188	-0.559608236293506
"24"	-0.181274869394896	0.790671895111581	3.85833754753283	0.190057874128425	0.631998931220685	0.234701386380431	-0.0126931056442291	1.20713835283195	0.725283075358871	1.3004270826591	0.0820999438395672	0.520120209249065	-0.263187600894357	-0.420394648848393	-0.419279366535643	-0.235416334673444	-0.189159445693627	-0.304705582685042	-0.891906222056372	-0.805475794805737	-1.00456530406178	-1.0916020811635	-0.839772710676064	-1.03480841567313	-1.00062354661615	-0.99900107602273	-0.897169095987249	-0.617263692136326
"25"	-0.502691074328634	-0.185591561132152	1.59791798717108	-0.235255408535695	0.872476546644312	0.966688738134591	0.479505161113309	0.705744207184987	1.03050389846148	0.343044832697206	0.679820362033419	0.121176860779353	-0.227391817234506	-0.368822638197277	-0.412086469078696	-0.119724566235284	-0.0524257677020803	-0.0329513174360899	-0.683701190612053	-0.505136395632411	-0.520717831831392	-0.706176646812698	-0.676895132458051	-0.836980629488933	-0.805279380799466	-0.771611978993284	-0.717186563848067	-0.736038628154681
