"N:GEXP::FAM107B:83641:"	"N:GEXP::CD74:972:"	"N:GEXP::PTPRC:5788:"	"N:GEXP::HLA-DMB:3109:"	"N:GEXP::IL21R:50615:"	"N:GEXP::CLCA2:9635:"	"N:GEXP::PHLDA2:7262:"	"N:GEXP::SULT1C4:27233:"	"N:GEXP::PHC2:1912:"	"N:GEXP::PHLDB1:23187:"	"N:GEXP::PMEPA1:56937:"	"N:GEXP::FHL2:2274:"	"N:GEXP::RAB6B:51560:"	"N:GEXP::SOX2:6657:"	"N:GEXP::NTRK2:4915:"	"N:GEXP::FOXE1:2304:"	"N:GEXP::CYP4F3:4051:"	"N:GEXP::TXN:7295:"	"N:GEXP::SCN9A:6335:"	"N:GEXP::SOX2OT:347689:"	"N:GEXP::C3orf58:205428:"	"N:GEXP::ABCC5:10057:"	"N:GEXP::FGFR2:2263:"	"N:GEXP::FOXA1:3169:"	"N:GEXP::PITX1:5307:"
"1"	-0.129576143316483	0.941607019642849	0.579190070300506	0.87828903164249	5.89052373254574	-0.88773708188554	-0.801743256559569	-0.251834292621467	0.0950205564182638	-0.806820782726768	-0.738057793444401	-0.89374948697367	-0.580058856934368	-0.821651752858451	-0.635028630915013	-0.600855941311095	-0.512104819426343	-0.889116882603605	-0.658064659941859	-0.217768244806044	-0.397993061534252	-0.789028740764487	-1.0895261766028	-0.826131330600545	-0.673468526257711
"2"	0.549272966942827	1.95297922574407	1.82801319770018	2.53358114729834	0.618635025964639	0.0226441149137495	-0.556765325715485	0.233302213970737	0.225432565192134	0.27454272826266	-0.337522594270353	-0.596714904575135	-0.0401614656596925	0.0531660422764335	0.291902871171962	0.356302040096142	-0.0997885693215925	-0.104987956657349	0.198141148717372	-0.134361054111278	-0.0866281912896992	-0.283983581380027	-0.248648343962238	-0.685580199838835	-0.438559773744215
"3"	3.86340519921189	1.23753052533554	0.489811238154326	0.156723109397318	0.570856973764424	-0.877164418781095	0.0750235050908164	-0.386407744221094	1.4742755276892	-0.678746313403448	0.0279831030503801	0.959109948359033	-0.572409040615535	-0.965468959502895	-0.803390122623742	-0.830165961212397	-0.592168438773496	0.281753261706878	-0.669893906524216	-0.23777773706477	-0.921246010817887	-0.901984656836908	-1.08147057712726	0.251586209121059	-0.56452166460131
"4"	1.19629928658844	3.26770212423265	0.842925639462377	1.34636762990138	0.6162791062309	-0.886539951505187	0.374909089848927	-0.235007305927192	-0.6757086872358	-0.0686109895444053	1.02075645173635	1.24208825018034	-0.453427404723109	-0.859851460283389	-0.806430809324264	-0.743406862987151	-0.562676871725922	0.749524009804472	-0.60654912786273	-0.228867815660196	-0.660522208643934	-0.649810375448044	-0.729936367504268	-0.115815630001724	-0.361093639653634
"5"	1.83954247727998	-0.0428832047649964	1.00503979696297	0.964258141521011	0.786188037428114	-0.910840995591684	-0.248480045865841	-0.271145381950875	1.13258842710232	0.653328337535096	-0.645518097884212	-0.314324630537293	-0.350279620798288	-0.670055612597863	-0.808268285760255	-0.833237779728023	-0.400916712389986	-0.419115620039606	-0.04767500499887	-0.225403350985216	-0.941578993812389	-0.808248244968344	-1.01018009308205	0.526623998327937	-0.613450105959181
"6"	-0.361971529595387	0.00979993667738945	0.336418918347497	0.142505424558797	0.0458167019034829	-0.224431398913873	-0.0242246569122799	-0.179970077191986	0.0421301809711749	-0.204355617030553	0.0779017852532684	0.823299695905086	-0.472623515573964	-0.626419572689661	-0.803173265552266	-0.644899560714202	-0.576163493121783	-0.768462919408213	-0.60420878062737	-0.228968071465586	-0.281788264088854	-0.52133120781872	-0.834465365380274	-0.54152022127338	-0.352478928420293
"7"	1.80783095516493	2.61671475312184	2.78133406268638	2.82331251760873	3.18281806416552	-0.901078390711278	1.01957745312891	-0.161170787902982	0.708988073566695	0.387734801150645	-0.0833314098951188	-0.209132098698853	-0.3070615326137	-0.931629551976911	-0.799166403149364	-0.811877155695207	-0.591100045011281	-0.6820914012469	-0.230493048968738	-0.232877609256616	-0.874352747423991	-0.847044385332044	-0.981184125138889	0.102603982699765	-0.600921743106711
"8"	-0.314326358473762	0.516677715205131	0.854768134679597	0.575223977623436	1.04581039208609	-0.0833211467712956	-0.657924006602145	-0.32376092269002	-0.149382622543015	0.572047557003647	-0.534915721263769	-0.329863063335849	0.0091707499756609	0.976549582383354	0.0458495821308557	1.07730565452342	-0.583050751355397	-0.635737936747567	-0.335968062566873	0.55276090608715	-0.453638819996306	-0.387248980526551	1.76839415150551	-0.681931655518313	-0.206067818047313
"9"	0.214799860003065	1.19756782677692	1.09265825819848	0.843960321099739	0.779214515016248	-0.0971749811840157	0.142319885765335	-0.0244078307646491	-0.393499391528948	0.0369967851601876	0.386540285743148	-0.507423288415467	-0.142562876166611	-0.000932955206929845	0.832211232528744	2.95337254512731	-0.575806402217474	-0.39300548010933	-0.119479302129145	-0.194236327484846	0.70669521939211	-0.50048378763174	-0.25818097793199	-0.701275514370808	0.123902908605317
"10"	0.251295927560032	3.22945765543176	0.406433670476331	0.641008395036906	1.02390033856232	-0.908242347687303	-0.828289587046889	0.186453785882003	0.281091570400894	1.72958317974816	0.962437326475778	-0.385403495759928	-0.498853940281218	-0.738890859802875	-0.211107704395196	-0.70150393656434	-0.592588311006527	-0.577126014592527	-0.652681330007175	-0.226231714577244	-0.833075477928269	-0.826860751042058	-0.133890096557153	-0.760527381089547	-0.282508762520533
"11"	0.0603591838778528	1.1558591850774	-0.590872462218696	-0.217430368814344	-0.00775691284172843	-0.910962577903071	-0.952249322609469	-0.425565440483164	1.83744337642697	0.167790153832271	-0.422183849613063	-0.904253435324794	-0.11886296407485	-0.966232865542277	-0.80928337659154	-0.814839712836259	-0.593062378224044	-0.35737348010398	-0.536624280981055	-0.235620984051335	-0.826031204808791	-0.851939490834786	-1.15745614528812	-0.36989072424993	-0.60006806810214
