"N:GEXP::PRKCQ:5588:"	"N:GEXP::MAML3:55534:"	"N:GEXP::C9orf152:401546:"	"N:GEXP::HPGDS:27306:"	"N:GEXP::TMEM43:79188:"	"N:GEXP::ARL6IP5:10550:"	"N:GEXP::ICAM1:3383:"	"N:GEXP::ARHGAP20:57569:"	"N:GEXP::C1orf116:79098:"	"N:GEXP::GPR116:221395:"	"N:GEXP::ARHGEF19:128272:"	"N:GEXP::CD274:29126:"	"N:GEXP::NKG7:4818:"	"N:GEXP::GZMB:3002:"	"N:GEXP::IL15RA:3601:"	"N:GEXP::CST6:1474:"	"N:GEXP::SPHK1:8877:"	"N:GEXP::CTHRC1:115908:"	"N:GEXP::CMTM3:123920:"	"N:GEXP::CENPA:1058:"	"N:GEXP::TROAP:10024:"	"N:GEXP::TRAIP:10293:"	"N:GEXP::EME1:146956:"
"1"	-0.816615355066047	0.782383965371972	1.80237122234618	3.71319315635726	0.979352851211949	-0.193190560432339	0.37341628678356	-0.137520865569443	1.15986449818903	1.45706785185333	1.5372974176302	-0.289060444946212	-0.604617041000188	-0.578314550321192	-0.305089291027354	-0.549255899183142	-0.677177478323105	-0.721266229772449	0.00370025948391569	-0.712503947648575	-0.8776958517707	-0.667596125087182	-0.764979535896012
"2"	-0.266706695647367	1.59171114898637	0.706277536596606	-0.0718451385561766	0.529990903298146	-0.304146305726686	-0.542402325108038	-0.436439718128693	0.338978454372228	0.257171572896173	0.697607498927501	-0.47095285522239	-0.530420420362421	-0.592404076196038	-0.882162415255754	-0.462270283893854	-0.637129129642346	-0.900386056933482	-0.856348343895075	-0.839098493227417	-0.852617289028458	-0.860223218157109	-0.897568890876007
"3"	-0.869663768075715	1.70389410620146	2.11113914329117	-0.721408187296993	-0.482370815333264	-0.283469264919168	-0.961742169295666	-0.566489408788651	0.0121229463611266	-0.0752277515037842	-0.47405157308669	-0.516757633323157	-0.622187856178168	-0.623372815590498	-0.624318029024177	-0.609443782970069	-0.889594500758688	-0.75570511773003	-1.28176950614635	-0.423002473046684	-0.60816133076624	-0.683135344424565	-0.951496184474464
"4"	-0.52557545312564	0.0529400137799475	3.32415597557506	1.3116095910115	0.0810687302403949	1.11348486048394	-0.853999458532155	-0.582820358758302	-0.156701599082238	-0.552812367570725	-1.16691497804507	-0.39410737716446	-0.363202038063679	-0.575954538704468	1.72921296624738	-0.232123404329393	-0.352522078305424	-0.472652604411192	-0.43412722510352	-0.74424165484255	-0.833938428666848	-1.18609483090135	-1.10960909883741
"5"	-0.347743770026314	0.273739712494841	-0.457634817503384	-0.305046357552641	0.627445011399241	-0.22839357727626	-0.694663686705071	-0.0842444877995978	-0.602376166423541	-0.144322498262678	0.915508683597402	-0.419097902441797	-0.46850388899415	-0.443338559839685	-0.656609735838758	-0.333673370485142	-0.679343146176915	-0.490309748434633	-0.630954513595418	0.160368508153036	-0.250958557452196	2.45112675452332	0.0634542693326703
"6"	-0.239854451252898	0.638257904535694	0.554536914943126	0.34248541015515	0.737300770440999	0.68343080121728	-0.370009531565016	1.5124851424298	-0.442803263445	1.15547521698955	-0.872418225430594	0.0725510620052837	-0.455858097094029	-0.295645441543057	0.450754937361021	0.153080479395724	0.17836366494351	-0.0804279732889606	-0.270765006484651	-0.300148901036956	-0.628737757909809	0.0155060866669042	-0.327960043087262
"7"	-0.130770137310094	0.218055801397614	2.64807747640507	-0.0934071867217397	-0.315080460091132	-0.0659108355531103	-0.819217869968027	-0.57529741295261	0.265198398669229	-0.507348671629423	-1.21922593584629	-0.347977376363327	-0.250688667968544	-0.405533482446779	1.06602862384676	-0.560017578532877	-0.687355456971426	-0.965048943529791	-0.877825558653602	-0.479366474821345	-0.377618638961555	-0.309165405827606	-0.848084882069479
"8"	-0.414569774400684	-1.33839357456886	-0.33973866281483	3.42475124966767	-0.259141098401334	1.98665216268516	0.339436836072289	0.470427750104038	2.1321834339785	0.527094283490717	-0.122089802663228	-0.384701730179269	-0.391227847139624	-0.273808921013313	-0.431772140838402	-0.124427305899477	-0.788035902912988	-0.529372045752739	-0.618154339756525	-0.749564525806605	-0.74966512009019	-0.837810582844013	-0.863079159087193
"9"	-1.00057431731821	-0.336490742329107	0.776171955676066	-0.411658142570972	-1.14581516317312	1.22188554810413	-1.10818357513809	-0.768100786774636	-0.0585732285202653	-0.817652783674363	-1.37884038780205	-0.602153887268173	-0.660364476590156	-0.721970637876712	0.264343720749577	-0.29045218223455	-0.178971530935257	0.368684694747572	-0.827498721319724	-0.0536864366397372	-0.170253608201893	-0.292114346695111	-0.828459168135097
"10"	0.982719332141727	0.314802139159401	1.24759440640458	0.0331009960150731	0.0314621264777436	0.348008507660085	-0.0450322931231162	-0.666059121513449	0.230917118838333	0.114809778168582	0.0206464784058935	-0.525719325511023	-0.529306223562573	-0.510881066218325	-0.742608045945188	-0.598923388877678	-0.757647225177733	-0.627857798021565	-1.07480054145903	-0.839768305637887	-0.866067002265089	-0.755812756430801	-1.06185464225445
"11"	1.61688686664113	0.276490793189488	-0.263811593179092	-0.307189359042483	0.211066177689328	0.344365184680271	1.02047415475427	-0.106286808250438	0.25680737410811	1.60939281412502	-0.797510107737675	0.161909870629681	-0.288728577116747	-0.154108875290058	0.000289390899811925	-0.445596421821034	-0.111228384044715	-0.595072443565996	-0.494878819400419	-0.696763356002528	-0.702109228507161	-1.02741399632372	-0.785734162578832
"12"	2.02177934756298	-0.356410604395909	-0.196755114549495	0.150326224430961	0.0736805126587234	0.802051719534092	0.350577639584181	0.0166415173407869	0.469828234814632	0.389965849332319	-0.411249076764322	-0.218678122774922	1.52689953939719	0.586921946211259	0.411538202511612	-0.31136885819986	-0.626465856520687	-0.716882744880842	-0.305596248757792	-0.725152001144153	-0.772215817066659	-1.1433736672065	-0.9289613492268
"13"	0.359447341833794	-0.501300854314034	-0.435158329140477	0.564199734909856	-0.312002036098769	1.0741180459488	-0.682631618912227	-0.330324239391469	-0.193224071370697	-0.488159682875716	-0.859340485980288	-0.496655773081482	0.123148282851805	-0.309818337393493	0.988837142871582	0.719476307809906	-0.255694276244039	-0.221334965440763	0.24641124804446	-0.786945758841987	-0.724823336331285	-0.673924031858474	-0.791740557330136
"14"	-0.463025656955451	-0.258390618164379	1.29527180596226	-0.0622981177009579	1.36855359881786	2.12519306768382	-0.527417944384543	-0.533220675735722	0.491379541486565	0.94272382340347	-0.554297169292988	-0.485685959775483	-0.605618451007414	-0.62706033374163	-0.70406875949049	-0.42556003060725	-0.788253790227549	-0.87432507205276	-0.766414814817393	-0.844863155355824	-0.886936901951386	-0.738496735684731	-1.0555008897344
"15"	1.23261391021068	-0.437924106459552	-0.258768167579623	0.881485832268401	-0.229940047959489	0.0322223054876036	0.249864775836674	-0.136360743440451	0.466027172406604	0.290010460866434	0.968333213214348	-0.302017730310004	1.60455153722712	0.39847373600082	0.28376390806464	-0.321044059973387	-0.525808519839759	-0.478799858371611	-0.372280231314639	-0.581883401942971	-0.62670345960226	-0.217270483848458	-0.572384126364433
"16"	-0.165577300528231	1.71820991500138	1.15872632831747	0.579028086450941	3.24472108970635	0.715558285675643	-0.672203826825096	0.389219201074626	0.40088915481997	1.89084330521734	-0.572767412808358	0.0637752113604845	-0.627335035259677	-0.618726542720072	-0.19850407692608	-0.574413406417627	-0.736505553019495	-0.852200145351336	-0.958602040292692	-0.647140232316214	-0.806105225921269	-0.590211747945651	-0.550601899615727
"17"	0.0550750428074763	-0.430282215641086	0.0726221929514101	0.592231413165605	0.752780845374024	0.7416293371286	0.924440428481756	0.339690910183062	-0.00650584534614364	0.00413589176716811	0.478972640235143	0.248326188155528	-0.106663351570944	-0.317706419699392	-0.176374096032172	0.931735959833227	-0.3004932286468	-0.060196504558467	0.383028488055719	-0.278850291516796	-0.52652260524362	-0.0352886132533881	-0.357210461864095
"18"	1.48953787162897	1.21848120141246	0.82060599471962	1.78957001808234	-0.717034678522543	0.108353561000868	0.109267835516593	1.13914891730393	2.23707124099248	0.94182462055653	0.284530682433323	-0.338953736994439	-0.556293027033751	-0.515296468387115	-0.397297544751973	-0.483914582615492	-0.790881643294063	-0.914314645021014	-0.694672302022291	-0.806420198393207	-0.868998392777114	-0.830376071686609	-1.01986777195678
"19"	-0.806434464848424	1.29388119082133	2.8921403550932	-0.748728917191182	-0.985473250656606	-0.453144020836237	-1.00638336896782	-0.595492462013441	0.422512179650545	0.111914345001434	-1.14694070278366	-0.500641041727238	-0.632560823317862	-0.708522419506411	-0.297599722663599	-0.487193841577257	-0.726789759583878	-0.997264963705059	-1.21727632257347	-0.83577080816689	-0.847278089699956	-1.28550219392424	-1.09786406428155
"20"	1.28533428533071	2.16383404159556	0.647978131355155	1.46497130900491	0.0665561599906831	-0.151647215285885	-0.791265593956689	0.114225636421734	0.851835006821463	1.1878465194794	-0.137607008238206	-0.411323531223522	-0.535782919684392	-0.685489860480691	-0.601924595976769	-0.143004486353975	-0.765349211615142	-0.980091559286521	-0.79335671917637	-0.958768318588229	-0.934293699093496	-0.936251615276221	-1.09537466693884
"21"	-0.209393790072435	1.65274438365652	6.9069341675066	-0.350882214062856	-0.401804061704561	-0.927059903509232	-0.902673629075613	-0.635173100833142	2.09076619736272	2.74904250233718	0.482824428853045	-0.545372068690288	-0.689395113454922	-0.659048752068316	-1.18051068828669	-0.569720537032803	-0.888495160217043	-0.957896600577953	-1.26893240872908	-0.861416072691164	-0.878416193466488	-1.34419898432002	-1.03888560979585
"22"	0.317622510905235	-0.174278873222457	-0.480776194771688	0.232593106268483	1.06730782242232	0.00842241641167375	3.2025119305935	2.19088886739858	0.686632228389522	0.481576635378599	0.788032822195398	-0.286990376647057	-0.47694580953288	-0.472171745244011	-0.555707561048675	-0.433155460524132	-0.716879188094336	-0.883202277402775	-1.14889385541108	-0.931432134010715	-0.850009385296485	-1.10308391596564	-0.915559128649191
"23"	-1.02238649385121	1.50790507967718	3.45097137167747	-0.410784691726771	-0.162390630069922	-0.516831199158706	-0.908021214761321	-0.63747995906656	0.546441157783992	1.18568843264674	0.120022624747772	-0.538867614682966	-0.738587243946394	-0.710859985360476	-1.20062337840524	-0.565598663162483	-0.578695713464832	-0.601829235366372	-0.491555697346091	-0.801154332740682	-0.830163304594479	-0.651963389886184	-0.840529850599164
"24"	1.35187911437111	-0.643694753231461	0.303338643123909	1.47421363770517	-0.306460872912515	-0.406301296810052	0.20374184929744	1.03536260684106	0.712414906421335	-0.313606426227662	0.253294510927192	-0.273506540244577	-0.597757553339771	-0.607506867928064	-0.28736272469907	-0.510985321348225	-0.654659154495601	-0.529073761277867	-0.53543321632268	-0.55102215141376	0.301703599149461	-0.181765627629242	-0.126724109058023
"25"	3.06915746661428	0.14367473076454	1.91669968046919	-0.701704761276648	0.313885539034256	0.710258906795912	-0.863970477675299	-0.6472205229419	2.97845770595458	-0.183563710503154	-0.127940852992328	-0.593460116638228	-0.613253775089812	-0.633665801038439	-0.986790556216749	-0.521479346550537	-0.934198675107524	-0.995064791480618	-1.32249621310106	-0.846103020881588	-0.872630115493378	-0.416022865985177	-0.90293846305127
"26"	-0.332161970268616	-0.800913920336712	0.111250616674675	0.582379700155433	0.583731390707685	1.17485356054653	0.623638733660662	-0.0508240464682629	1.71478375068182	0.210898594392624	1.16367392169368	-0.305300930904176	-0.209265155041659	-0.576599052746536	-0.355145200192147	0.451941117785369	-0.585595478425905	-0.174193049520671	0.274596246208945	-0.701060131359054	-0.843072761559269	-0.858072353293961	-0.973596822511191
"27"	-0.662004068297367	-0.044621459002475	0.166939116702254	-0.64760159096202	0.385480885599501	0.139392780153571	0.131549442540377	-0.626271394497225	0.0111368216797985	1.16896325969365	0.583521188435348	-0.483151287618661	-0.308551710365586	-0.511365253384256	-0.990629430453448	-0.368745976914178	-0.32627656086976	-0.568564031972965	-0.781651944829459	-0.878482037830269	-0.614330923994053	-0.804269559760715	-1.07305693029664
"28"	0.372920326586691	0.12314351743226	0.10555851897238	0.908806562162591	0.202710455424343	-0.0221909597953382	0.356593673480603	-0.196463993738592	0.157262569912957	0.30166412976278	-0.292503936229563	-0.283247734460304	0.168502244612511	0.0724650660655588	0.585830620062105	-0.341901257239269	-0.113110138125008	0.35817989367597	0.692571153486636	-0.629361700782993	-0.713357897673329	-0.744216789342524	-0.876466906424437
"29"	0.131109539369478	0.171644051160128	-0.254665316529251	0.161193577957646	-0.739727061094819	-0.869381842309314	-0.592201716806197	-0.411354308093344	-0.629915939342084	-0.314613533416235	-0.817796194458628	-0.150768525579432	0.222981683230872	-0.324953194500747	-0.431207600509475	-0.232063925629966	0.0483245540264306	-0.938851785301844	-0.72061726976497	-0.919497359475648	-0.777474978428961	-1.03674999670796	-0.998982886110679
"30"	-0.346993969135718	-0.825367970955805	-0.298483117075121	1.85345380657099	-0.962077228314646	2.41632769488898	-0.0506026948790624	0.570733694179927	-0.0656374671465064	-0.0414536925727059	-0.238010298211526	-0.351167656185965	0.441446282759458	-0.0636524517740383	1.53915105550888	0.160594621756721	-0.151240418173047	0.531573955808469	-0.0295309610593637	-0.194133272920216	-0.442816232260869	-0.133059448663021	-0.695175097617602
"31"	-0.646035652455455	4.06900836857806	1.37878833920106	-0.544666424613465	0.033661000758003	-0.47467274753514	-0.0941520958070495	-0.397593474840228	4.69359746987899	6.30395103743102	-0.744318741109501	-0.522224472048359	-0.680577236940783	-0.664580029295013	-1.16980700365025	-0.225977272055227	-0.79450319456789	-0.947145390592325	-1.15971246387683	-0.639373258620338	-0.522487357781105	-1.24775295697827	-0.89625182600283
"32"	0.62691537827609	0.24179660887365	-0.501225582813265	-0.315334795984914	0.0547701938484929	-0.838058727859481	0.389570451875804	1.93824996376971	2.94618453456566	0.784104441203199	0.423580251539596	-0.394886879192321	-0.443930039328779	-0.637715657929639	-0.377726813349196	-0.242631307894904	-0.635181349103096	-0.6108296451734	-0.406766853522887	-0.783504063158402	-0.833027996801339	-1.2778338931078	-0.818602891446813
"33"	1.30091608508841	4.01908134856407	0.721845667064421	1.53758960593556	1.35597603793477	0.355153205971149	-0.542357761893991	1.79867834763565	0.971425036357066	1.75506367532935	0.327248852390916	-0.473074546172397	-0.57561374638818	-0.739629040014348	-0.562933677258931	-0.546539705242623	-0.928642548586238	-0.872308409624817	-1.04078161791028	-0.91937123522389	-0.93481527983989	-1.05749493245325	-1.1385917626675
"34"	-0.568220378778288	1.35909199247225	-0.0440577015443463	1.10360641322971	-0.252280610646924	-0.199436256969164	0.50487776822389	0.640474882165076	2.63277618129994	5.93545771075488	0.086530405622584	-0.464933654133075	-0.724758899614532	-0.741331711438914	-0.814417575784605	-0.204981291157347	-0.885642817190073	-0.210570786564924	-0.717195684834958	-0.787173780088105	-0.747047211612442	-0.889883332900379	-0.489770870363361
"35"	0.00793131181125237	-1.15238995204738	0.457284749926996	0.200498865946684	0.249678410050683	0.551987278646834	0.0713891035761588	-0.689926403313357	0.506709297896301	0.589516945125314	-0.419356174712478	-0.594296919808535	-0.0312329117775163	-0.549866149419593	-0.781862416816525	-0.0369143128085995	-0.684047531377648	-0.835930672580564	0.864019635771037	-0.718831537228335	-0.326594435509917	-0.884693202469739	-0.486659123684975
"36"	-0.454719268964317	0.106687979203162	-0.279833794118885	-0.338267958847769	0.922182119925206	0.154013387955684	-0.636285876302755	0.314034363099594	-0.423708303706556	0.0108079768914653	-0.3268765641817	-0.499113011262025	-0.654373105454774	-0.546335751607075	-0.296244825874176	-0.348919743771705	-0.580874586610434	-0.0161022778381606	0.762110559438314	-0.218716813517255	-0.480233981458736	-0.383136453947184	-0.930466566224717
"37"	0.322074453693149	0.79445815286515	0.177188135926898	1.49838588199817	1.83251607195258	-0.344222858504644	0.634556721102317	0.301674600417645	0.806796003194261	0.435483497444438	0.781980011510123	-0.372296807179591	-0.121496523691627	-0.601472164310299	-0.266173644353372	-0.483972078691605	-0.77012292459778	-0.815640843844117	-0.377523379444801	-0.90761959025211	-0.896574807047806	-0.639494608070832	-1.01992566491824
"38"	-0.285896912191059	1.52430967196749	-0.643398290950068	2.98467421386275	0.819362758580278	0.528329337219468	-0.915819777219646	-0.297885439861589	-0.786082229785129	-0.657497563011517	-0.729865362867087	-0.441682812189442	-0.503724128326786	-0.410535680982227	0.877886150226612	0.368155456525276	4.08468705625458	5.2852558185128	1.84926378558197	-0.710907798925753	-0.675453250847753	-1.12716425084654	-0.899175420556477
"39"	2.06829043405776	0.349801999107977	0.0382101378965117	1.58217622461046	0.168847791508349	0.278217580449355	0.919315658866285	0.409699818659517	0.588432139668907	-0.1831680612505	0.0557344385299272	-0.359824774733806	-0.0730323806798099	-0.520244155784676	0.223132276737962	-0.468727688028358	-0.716525946538912	-0.912978849329193	1.16334677784976	-0.832763777983716	-0.669190279992709	-0.985643577242286	-0.833047185330672
"40"	0.468402783748527	0.455769551790713	-0.593937043109615	1.24193665157873	-0.119556559090469	0.561071928154943	0.788299809566431	0.516297194281091	1.72769301923739	0.48019186299431	1.30619010055606	-0.176863775584996	0.480135570410641	-0.104086889935577	0.0303605724206162	-0.317970993836303	-0.577870382727861	-0.799390824408663	-0.052915894034264	-0.671937542831489	-0.619266598576303	-0.947037111546501	-0.767830764247836
"41"	-0.515910051020301	0.314088896016344	0.189918325944851	-0.17061617878703	-0.367237758018883	0.0917456861188565	-0.602061327914222	0.264238351716724	-0.134576547141168	-0.28515564815047	1.94448650009416	-0.332108573491495	-0.587312812786589	-0.674122684962637	-0.923185679157727	-0.404790068767195	-0.65944607277003	-0.666284619719291	-0.783830435953963	-0.104278650622051	-0.219110116735651	-0.351948913431534	0.144026798442334
