"N:GEXP::ADH7:131:"	"N:GEXP::CYP4F3:4051:"	"N:GEXP::AKR1B10:57016:"	"N:GEXP::SFN:2810:"	"N:GEXP::DSC3:1825:"	"N:GEXP::PKP1:5317:"	"N:GEXP::C10orf99:387695:"	"N:GEXP::FAM83C:128876:"	"N:GEXP::ATP13A4:84239:"	"N:GEXP::A2ML1:144568:"	"N:GEXP::SPRR2C:6702:"	"N:GEXP::SPRR1A:6698:"	"N:GEXP::SPRR1B:6699:"	"N:GEXP::TMPRSS11D:9407:"	"N:GEXP::SPRR3:6707:"	"N:GEXP::PRR15:222171:"	"N:GEXP::TRIM2:23321:"	"N:GEXP::TOX3:27324:"	"N:GEXP::C10orf81:79949:"	"N:GEXP::DNALI1:7802:"	"N:GEXP::EPCAM:4072:"	"N:GEXP::CLDN3:1365:"	"N:GEXP::TMPRSS2:7113:"	"N:GEXP::CEACAM5:1048:"	"N:GEXP::FUT6:2528:"
"1"	0.161714308659758	0.301067195898822	0.470982224248588	1.0371259509671	1.5072878113651	0.202262368443764	-0.299275095551984	2.53491876634842	-0.338771992710769	-0.447056500170782	-0.00766136660968106	-0.188307934150079	-0.232082869905261	-0.202283684058834	0.0595818458847604	-0.519674446176582	-0.502306289740108	-0.382125375104092	-0.329602807939128	-0.421344112395234	-0.598188489803307	-0.404889776108905	0.326625393652968	0.0204959125717188	-0.482005786376072
"2"	0.235427957544514	0.506220553383464	-0.146521465417447	-0.657678071180433	-0.425542084355832	-0.758823545965415	-0.580484740933707	-0.495562179243975	-0.503124451368483	-0.357272547859519	-0.444945776826053	-0.37845018247682	-0.464658843680481	-0.595703004146432	-0.481064729369471	-0.404840064246499	-0.538938977084697	-0.375501533899491	-0.383404548681565	-0.417760401081154	0.300787182242553	-0.30377697630406	-0.47408854281136	1.34956533780092	-0.702193701671885
"3"	1.35025958606627	0.12266222182677	-0.174526023244243	0.154195414305605	0.796575999959922	1.2313318915677	1.62806835277914	2.90973348860751	1.7973481148437	-0.120373291015791	-0.354307778945935	0.415794571692103	0.204944543119981	1.00500606730785	0.658602912441518	-0.379978584155173	1.41371606570763	-0.381616302137683	-0.419920284822372	-0.425309722638069	-0.472556040056332	-0.426405461308117	-0.390343528436021	-0.25079798890639	-0.421746152275511
"4"	1.54462520226651	0.604784974613897	0.364156637604503	0.640304718653083	2.71899767705268	1.72042125240602	2.34595260593143	0.901763349698115	-0.480721767277376	3.4716146432608	4.32079848379136	0.664566770502283	0.584686310289224	2.0576922087386	4.24797673068338	-0.558979855868491	-0.512340621016773	-0.383132248157936	-0.418762681697263	-0.408950310420041	-0.691354702926992	-0.427824633086947	0.221264926632198	-0.349643115663704	0.817573963035136
"5"	-0.154718874935612	-0.41268531842479	-0.209432843387348	-0.0627098037338579	0.635713426591093	0.715609261175883	-0.25700807352576	0.362092260433917	-0.297585394260468	0.0445468546383793	1.5701147589809	0.336515739017875	0.544174755021739	0.0271911490429986	0.0890569882756556	-0.537644097548211	0.117645684908254	-0.381456688419478	-0.410110433135506	-0.411521257002866	-0.502210668007173	-0.314718020150915	-0.522030391019023	-0.3968078114324	-0.148746378570912
"6"	0.914683166819269	-0.181842274047499	0.0325163295636166	0.168143243516244	0.384804268242998	0.160436881750574	0.628130985579731	0.660486823578492	-0.500378678138463	-0.281868671740516	0.43253519699635	0.108895224729025	0.0854498720044808	1.50347303955652	1.43403091093333	-0.526438167555094	-0.571642781043386	-0.383132248157936	-0.366971116410127	-0.413482619745338	-0.511291077990086	-0.418723511515737	0.0163892207922776	-0.268703367496471	2.70314911503797
"7"	1.18774497165832	-0.341723430665503	0.142072201116555	-0.117051424941922	0.832029564288803	1.47259430285174	0.069523096913198	1.19129518104166	0.850952892537479	-0.524438473274896	2.26808446260413	0.832000946179163	0.290725238437255	1.09811246877822	0.463603465439073	-0.566768262858455	-0.105267722221334	-0.383132248157936	-0.409108675019956	-0.426964368458763	-0.641946412328937	-0.416933599608421	0.674960745636902	-0.0161215635311912	-0.347386551503054
"8"	-0.305163636032814	0.316082254822865	-0.249878059226404	1.5326363118534	1.41760578745862	2.22514046626869	0.056303685097634	0.407683968364541	0.928336244287219	2.44379151328576	2.2743286827086	4.05003582233785	1.49662881151514	1.12165073465081	4.4026314645129	-0.537341140998112	-0.27641394051276	-0.383132248157936	-0.392207659811753	-0.426898597570725	-0.755796954704396	-0.427014260996051	-0.0431058718890118	0.260368742257908	-0.010149220139623
"9"	-0.513940899228212	-0.341058092725156	-0.303660844428618	-0.171063569869419	1.47967231010121	1.24646158929529	2.32401774119322	0.659292385330375	-0.51228774504525	-0.218136551961521	-0.461658913872104	-0.391046230522816	-0.202679554258272	0.0925028590926586	-0.502688320541423	-0.48281934906188	-0.746597987218326	-0.382295236894092	-0.420345517009537	-0.427728594094407	-0.766328420236073	-0.429025570845202	-0.414099487183455	0.0350861805886271	3.8354788407838
"10"	1.94611546170073	-0.342296610310058	-0.250612939650469	-0.261164350061609	0.0146836390923941	-0.0625073417889143	0.18510521084043	0.516915346154836	1.6507317936233	-0.0258182868717842	1.3917563645876	0.298740589771133	-0.0239313272177307	1.24148190636586	0.446825809637389	-0.537273624966947	0.25395764839089	-0.383132248157936	-0.370477988435867	-0.411535159792208	-0.509812871713797	-0.428689608335101	0.373277449722245	-0.269343070392245	0.0259277895571833
