"N:GEXP::SPN:6693:"	"N:GEXP::SH2D1A:4068:"	"N:GEXP::LEF1:51176:"	"N:GEXP::TRAT1:50852:"	"N:GEXP::SLAMF1:6504:"	"N:GEXP::CD1C:911:"	"N:GEXP::SIT1:27240:"	"N:GEXP::CD247:919:"	"N:GEXP::CD3E:916:"	"N:GEXP::ARHGAP15:55843:"	"N:GEXP::RLTPR:146206:"
"1"	1.60519494576986	1.67104527501982	1.79214619021863	1.70633409293986	2.15185809422521	1.96935370631696	1.68298400973273	1.75933231844283	1.31312524059736	1.27532844939553	1.03127607934194
"2"	-0.967139715486038	-0.665346203342878	-0.686524430198089	-0.571065104555864	-0.493002077919962	-0.63278122341162	-0.687382490749415	-0.724797339915644	-0.711412352327072	-0.695414500674951	-0.651924477612986
"3"	0.77893900786099	1.31366669822879	1.37990798456577	1.30898615353771	0.703107065422767	0.777089675039626	0.941873856626888	1.37611120294761	1.45532781369423	1.55890445561782	0.567391426708716
"4"	0.916278521570262	1.43822913803431	1.74869951658364	2.73775418108678	2.3963285165334	0.682625876927184	0.509987134300889	0.846615956314705	1.60050211238987	1.55253196109597	0.641809176119061
"5"	0.0611009479053434	1.56046897053093	1.95443972400046	2.58274563202286	2.01424526697552	1.54506540852114	0.550563964584217	0.843728966884356	1.13614247160374	1.08930062854617	1.36328295006342
"6"	1.01253094956261	1.77985437829541	2.02314609160927	2.64510369465868	0.514647084221922	2.32226592097817	0.832403032069403	0.647805745913632	1.29969744344735	0.928027497954754	2.67014832341835
"7"	-0.317558246159941	-0.650476467419601	-0.334656893142678	-0.277494576028433	-0.779957373893732	-0.799780643915367	-0.367911578035947	-0.616553057199965	-0.0392300346667172	-0.52823455785367	-0.0223447117446385
"8"	0.510533986082648	0.606054086694765	0.549495545176203	0.715845718892767	0.251319439256358	0.554406602675271	0.0390560399781234	0.031558248990982	0.164278136893735	0.272150754090586	-0.000972382582533847
"9"	1.21352866684075	2.25194955956075	1.50014412788118	2.73819748484959	1.40654881776684	0.914172982720529	1.87487443865882	1.62221814142366	1.48834698701393	1.69174645680406	0.857284297999297
"10"	0.442361558943394	0.873431630265954	0.664679749696855	-0.286626633542399	1.17644580319761	2.05469579561003	1.71056825889086	1.98469570323415	1.60215307105585	1.81993163507049	1.30897621202857
"11"	1.38483962572379	1.27877709713207	1.36993040544611	1.28844641252733	1.89964274118275	1.94796664891561	1.18293620796528	0.995456300279366	1.17917746083042	1.3669943321329	0.383028810231675
"12"	-0.570737327421211	-0.548660431802321	-0.340858148013253	-0.327750445939431	-0.347184113906849	-0.554355141596282	-0.614830585173855	-0.624251695680896	-0.588845180964324	-0.615562242397318	-0.728002962109042
"13"	-0.529803266232097	-0.638535236364066	-0.619270494992775	-0.623005528765555	-0.625765905057758	-0.445734657536493	-0.475117029474166	-0.369875849206809	-0.359273875263517	-0.373027551855171	-0.0222045653239034
"14"	0.0698998582544054	-0.523742894694894	-0.346213203135704	-0.783289392606952	0.349421895223921	0.026223587479189	-0.168958515267444	0.612413394008243	0.502724663420718	0.186857365875066	0.0952381352521211
"15"	1.97467266816656	1.9184534448808	1.66407954177132	1.20791289561615	1.26175228664767	1.93920568564277	2.16470894068259	1.37696660722327	1.43980880223396	1.23991208561064	1.2486431779021
"16"	1.29279537224621	2.41503698581605	1.64033542943592	1.97586278073069	2.0342249433625	2.00919032166934	2.40543814891521	1.97332595473685	1.8098436712368	1.90350935168397	1.09301057767576
"17"	1.26486839592093	1.37960854921623	1.14006719028428	1.05408648991974	2.12896003814125	2.39297204809779	2.14385418226111	2.41033061406412	1.80995373514786	1.21822109464204	0.754697118021194
"18"	0.12070400148725	0.0556718916805542	0.0911583980211112	-0.722586330685641	0.57234120592367	0.719834203297715	0.844063040771509	1.07393964257108	1.02013510934051	0.891140558510974	1.84959103001426
"19"	0.439377580651103	0.345164696149521	0.810428183925837	-0.0185608481688586	1.4066610631398	0.921027148104574	1.51248136819737	2.48161430370237	1.52389763028815	1.44064566304889	0.95125247310219
"20"	-0.158183200446062	-0.616369484003051	-1.01824736130937	-0.268584170395875	-0.403205779551484	-0.963471512406666	-0.480713833651177	-0.435421201829178	-0.479441653365033	0.171538869428313	-0.185685365111412
"21"	0.117490486403245	-0.478199594855178	-0.493906633800671	-0.095474051017063	-0.569239135234801	-0.544486174144819	-0.409088065909669	-0.492590720919053	-0.407283753270369	-0.233886584930025	0.00470354745723816
"22"	1.37986632856997	0.960175964107009	1.72154534556178	1.49487819807765	2.1416437652858	0.203298115746702	1.00263915912015	0.853138413916605	1.48724634790327	0.695308899935686	0.557931543309096
"23"	0.46485616453143	-0.602863017587171	-0.311834759637326	-0.353757600024511	-0.744117426307413	-0.64326861179999	-0.725554027809052	-0.661711274585795	-0.579423710177101	-0.235724804503636	-0.0792441585630944
"24"	0.0198608376606095	0.584948655061726	0.348680978084278	0.195392324557203	0.8443117446072	0.504881392644689	0.717002260229133	0.0107790534614328	0.175834847555632	0.17202906131461	-0.124231159619066
"25"	-0.535694710552773	-0.136599600325694	-0.619017898053037	-0.322652452667072	-0.536272669196273	-0.497578946080473	-0.759288098699773	-0.74978227313385	-0.782678734742103	-0.701063962164514	-0.794544482674073
"26"	2.43259856763731	2.31178194349652	2.37716070265246	1.5955081522364	2.06991897196397	1.78393049540121	1.45178269432526	1.82829928816783	1.74237449375353	1.20327024211001	1.08635362269084
"27"	0.474343685255636	-0.149929346620245	0.0114009142987523	-0.251915948914074	-0.315688062254105	-0.0264452623140002	-0.0401653905750412	-0.0704130690365311	0.0585067183596115	0.237959870021434	0.44826696908387
"28"	1.15071209817483	1.30553757264764	1.53588659485415	1.1232418769187	1.16162941396681	2.07438219543488	0.73425907310825	0.532468736078948	0.848545471989102	0.527418178879275	0.41988731888501
"29"	-0.69598790343351	-0.661584589331726	-0.564760075397256	-0.5866989505911	-0.244210208752796	-0.20954939471635	-0.328334177069942	-0.499077536676133	-0.432081152433468	-0.620513180448909	-0.211262086895571
"30"	0.210911960631111	-0.574284849395066	-0.444081887437297	-0.474129348420567	-0.917862039113124	-0.808964194828426	-0.845472220163624	-0.636156071850483	-0.629260649107644	-0.24801636605251	-0.250222791859932
"31"	-0.993482887948491	-0.829016805998565	-0.939740232438719	-0.589314442791701	-0.753703181158248	-0.735475173492724	-0.849270051569453	-0.881813923081812	-0.954653595782236	-0.994137436183789	-0.962727194877245
"32"	0.126518933544022	-0.266993804135079	-0.0410129506969389	-0.31715548600818	0.130318927204833	-0.211301587370918	-0.0550902017137367	-0.181366131958464	0.459359482460838	0.453154108105417	0.714475095270217
"33"	1.47711341599308	0.644377107291598	0.881407923992291	1.39011074213265	1.166792701123	1.42916301792928	0.840598352471455	0.680204182854216	0.567552307038407	0.678029635943748	0.31120376960493
"34"	1.09753607476094	1.10304155933592	1.14410874132009	1.19417047896892	1.24457874458469	1.00595695677304	1.39947922671868	1.0626055359186	0.713056797467243	0.488447923918736	0.391928107948355
"35"	0.569371917025505	-0.297667368051517	0.107577199104099	-0.443349290489192	0.0371552676475363	0.0776040603204899	0.960329984686793	0.648839359413387	0.901816404944894	1.02729135492971	1.01144536080792
"36"	1.10824779170762	-0.794099434597062	-0.904616627968112	-1.01552589019067	-0.433568152937325	-0.609590438277633	0.040521869643531	-0.205174884297638	1.47535944550818	-0.0689002507999189	4.38680183100275
"37"	0.945353181854119	-0.117438090027278	0.0826711408459052	0.177807941965587	-0.413161944133089	-0.45913377783613	-0.617942141781789	-0.480828912128742	-0.432609459206584	-0.312341796331714	-0.222123434502542
"38"	-0.995250321244694	-0.972561511408009	-0.981835512446101	-0.717961194760283	-0.944206028146976	-1.00758141643307	-1.0189464982025	-0.916956782073468	-0.984800101023128	-0.989137478943569	-0.93293206582896
"39"	0.53937910957479	-0.0942877541331427	0.113386928718079	0.21714376251927	0.0109347485239405	-0.00588276616186476	-0.575679607383242	-0.325822529010372	-0.309547000244041	-0.340233714661962	0.178625255589513
"40"	-0.450307024034919	-0.685467051442797	-0.42565494068339	-0.522272137062152	-0.771112438504437	-0.791050601689373	-0.640395987110987	-0.655972937569916	-0.523995524564422	-0.447352896614815	-0.454486200081359
