"N:GEXP::CD44:960:"	"N:GEXP::LAMB3:3914:"	"N:GEXP::EFEMP1:2202:"	"N:GEXP::COMP:1311:"	"N:GEXP::ANXA6:309:"	"N:GEXP::KRT6C:286887:"	"N:GEXP::KRT6B:3854:"	"N:GEXP::KRT6A:3853:"	"N:GEXP::FER1L4:80307:"	"N:GEXP::C17orf28:283987:"	"N:GEXP::TRAK1:22906:"	"N:GEXP::C10orf116:10974:"	"N:GEXP::RHOU:58480:"	"N:GEXP::TMPRSS2:7113:"	"N:GEXP::SLC30A2:7780:"	"N:GEXP::ACSM3:6296:"	"N:GEXP::CLCA4:22802:"	"N:GEXP::TMPRSS4:56649:"	"N:GEXP::SPOCD1:90853:"	"N:GEXP::SSH3:54961:"	"N:GEXP::PPFIBP2:8495:"	"N:GEXP::SLITRK6:84189:"	"N:GEXP::MFAP3L:9848:"
"1"	-0.346680898539817	0.754543201268295	-0.35306288869187	-0.200717295729928	-0.566380467126042	-0.0976218295354419	-0.126731046147158	-0.0440401568772075	-0.0914111112875779	0.0722862841067371	-0.290547633702431	-0.452229114507513	-0.227206099871157	-0.675159438465816	-0.610609334468541	-0.540693653036997	0.394447831649442	1.49496564020931	1.65862987300879	0.0437956244733603	-0.635943675087903	0.608102110385596	-0.0545453830521268
"2"	-0.0717135022682753	-0.361949388921563	-0.411614350574952	-0.227818747777178	-0.551165289904749	-0.230102361406955	-0.261416585133359	-0.162875695340945	-0.637770205556614	-0.45144662093841	-0.248367838282511	-0.706892612416414	1.09123970687234	-0.741634414975412	-0.567683135471952	-0.592876044057324	-0.471790425221373	-0.734800133821354	0.888914028206331	0.148407573462602	-0.906424547175415	-0.242382745945268	1.03936428748791
"3"	0.219183409613015	-0.855855556310435	-0.357866110534137	-0.148194448140991	-0.198068750919646	-0.202241324185778	-0.182027357882056	-0.150790725327684	-0.526599764114159	-1.03823726581503	-0.970472492112047	-0.739546662857834	-0.885049527721456	-0.652317369287356	-0.606727313618786	-0.348001278767849	0.916379232666826	1.90551854012884	0.226436858393483	-0.417305370984988	-0.576455995787049	-0.691016033932482	-0.463648911352688
"4"	-0.0953485411415509	-0.459195704014679	-0.366750194683798	-0.143954737978692	0.373061570433834	-0.0463411145341238	-0.179875831700167	0.90399539028184	-0.646052462257094	-1.06784820829257	-1.07815028379837	-0.466587012455033	-0.856880315516962	-0.755961076208912	-0.613900987846604	-0.574864365881053	-0.471790425221373	-0.0318938382333297	-0.317345264320212	-0.631054007241554	-0.818904664992813	-0.697713768910085	-0.871808829718823
"5"	0.806215558935256	0.725675611698391	-0.0137540415454021	-0.231133752244133	-0.694709117082927	-0.0786259031948204	0.419008792039709	0.0311874018925581	-0.325749849743611	-0.0722747738470619	-0.265441412842925	-0.431832559588877	-0.832221519619964	-0.618657568762543	-0.608526255084093	-0.614296670527625	-0.471064062997965	0.355236734953459	-0.521639042201234	-0.434077067535743	-0.900465515462237	-0.618963099183809	-0.818278683871831
"6"	3.91631492534601	1.06161943077715	-0.147112243814477	-0.125865913378654	-0.182355835380017	0.095900464765634	0.082184234974556	0.346941732558686	-0.693155738785464	-1.08326900980776	-0.962308769157865	-0.725595975282364	-0.724348680886406	-0.755165376606217	-0.607728621393255	-0.430455648103741	-0.430996984095632	-0.293739558734999	-0.43295207198114	-0.975860179476654	-0.841279712134695	-0.650596075209879	-0.810108016447022
"7"	4.45713181333132	-0.795019425106296	-0.359023136628953	-0.195347601616785	-0.711700536930439	-0.294317914321411	-0.301456069606224	-0.387638203271378	-0.615933278115748	-0.659781918812667	-0.746660784016165	-0.64600153427971	-0.863858207259691	-0.751760173149818	-0.557555109390816	-0.478982994306825	-0.461031879662976	-0.747760929401532	-0.522150037417578	-0.706044002970289	-0.922134172826569	1.08720467215023	-0.860766471234764
"8"	0.389652468354832	3.95289583499024	-0.0667270741026908	-0.201563162016899	0.214419680932795	0.0545838070923846	-0.0513733194114316	0.343161730522574	-0.670766384130759	-1.03999699003358	-0.914338074334876	-0.689821694670277	-0.810466600209748	-0.753249132507744	-0.615628445815186	-0.610859743044525	-0.471643298309644	-0.73072487600372	-0.413010366462581	-0.869601225754191	-0.911097587242284	-0.664548780288385	-0.690698122831796
"9"	-0.295173676910538	-0.820963895778147	-0.340851572745222	-0.23091835472937	2.79763275522271	-0.303759739039832	-0.305199098504598	-0.409535941307548	-0.700715910014548	-1.0562030756463	-0.822013055993425	-0.75609093558424	-0.744316186488677	-0.757134405391876	-0.609440273965577	-0.55354001188927	-0.471434868518028	-0.758908727159564	-0.512469842487778	-1.00450478926909	-0.852938162224003	-0.696117932561394	-0.82035025452344
"10"	0.222669667238045	-0.693386778941508	-0.195141335139589	0.0233905660436525	-0.327383117938334	-0.27414100896151	-0.28087055953837	-0.350585905940764	-0.565084235098346	-0.442619339842103	-0.252031262745277	-0.55460314053275	1.506961026468	-0.539376220418977	-0.597487083829883	-0.438515459664687	-0.466605388090276	0.616117561542875	-0.52501383744312	0.115407148954462	-0.371971248984996	-0.314169310502258	0.447066128245746
