"N:GEXP::REXO2:25996:"	"N:GEXP::TSKU:25987:"	"N:GEXP::SQSTM1:8878:"	"N:GEXP::HSD17B14:51171:"	"N:GEXP::HSP90AB1:3326:"	"N:GEXP::XK:7504:"	"N:GEXP::BUB1:699:"	"N:GEXP::KCTD15:79047:"	"N:GEXP::HEATR1:55127:"	"N:GEXP::C1orf107:27042:"	"N:GEXP::TES:26136:"	"N:GEXP::WDR60:55112:"	"N:GEXP::ZNF167:55888:"	"N:GEXP::PLEKHH2:130271:"	"N:GEXP::SATB2:23314:"	"N:GEXP::FHL1:2273:"	"N:GEXP::TMEM107:84314:"	"N:GEXP::DYNC2LI1:51626:"	"N:GEXP::CCDC65:85478:"	"N:GEXP::KRT7:3855:"	"N:GEXP::KITLG:4254:"	"N:GEXP::AP1S3:130340:"	"N:GEXP::RELN:5649:"
"1"	-0.779003006503793	-0.412885726392429	-0.399049727617122	-0.418091684007877	-0.350980323107855	-0.389959692361784	-0.412147499292757	-0.439284519098878	0.497054930857647	0.492923021309607	0.16602539135228	0.946229931224049	-0.447569948755865	-0.65835248410167	0.262457001882382	0.415582448930416	0.86247658375281	-0.550656174288516	0.00127488072622852	-0.296926876429083	-0.141733216819058	-0.788896913421573	3.88897054222131
"2"	1.09124883647848	-0.476369216191327	-0.297102879374619	-0.516627865788329	-0.195025139033688	-0.402546524970675	-0.291725925488861	-0.663119472967566	-0.86460855949821	-1.0403993229147	-0.23058579234203	0.444418829141369	0.515753845480889	0.533519853943114	0.061878851620771	0.586114953300158	0.0835897553240624	-0.143168056432231	1.47902324404293	-0.843045747700329	0.446236122917435	1.12771332799262	2.49423038640799
"3"	-0.697566582645888	-0.623415365587839	-0.537945433560071	-0.612206601988965	-0.524841212692564	-0.359184351503647	-0.337929737035193	-0.705326474532835	-0.309184150768886	0.334287676933734	0.0729512181416443	1.21013826514085	-0.506248004967087	-0.0943775978141684	1.5049063875392	0.92704056217231	1.63786656909801	0.0941622702894595	-0.0443078734828108	2.43782674204461	0.517333734311483	-0.493371532759708	0.138935136113535
"4"	-0.652904114682046	-0.619398354481984	-0.693370628482407	-0.526739244506533	-0.661556540649522	-0.378243795124146	-0.147836087744803	-0.468392088704786	-0.387349091550194	-0.495891746520605	1.37756614374427	1.48257752538865	0.52809213469635	2.49384417028327	3.26588188294866	0.755578725353686	0.191991890913948	1.87778731254996	1.64155095635125	0.558525992169749	0.988712722429165	0.614127875358833	0.145244958892311
"5"	-0.928591482592801	-0.606882348450336	-0.765773390100831	-0.628723844324247	-0.426675815423007	-0.315365599741656	-0.222395310041509	-0.597203853396301	0.513704475361504	0.785738954317498	1.96250852091886	0.890090932142685	0.490246805275849	0.846771925630226	0.288372598445815	-0.340336564989738	0.823731562387135	0.0673501016418593	0.075683746851524	0.203988693324931	0.456909887502256	1.34603188277074	0.61001727088991
"6"	0.0344521470411954	-0.510318110050037	-0.628717627274766	-0.473525128358661	-0.175012879933671	-0.37060666398818	-0.210145431137308	-0.246226871387134	0.512962663972718	0.219341165853064	0.575976195962772	1.82766725503585	0.394862338648631	-0.442098907325678	0.613067180182711	1.3076486666117	1.38861159410295	0.183599327545059	1.0770981876496	-0.264771167929204	-0.208938401242004	0.299574183501826	1.01261474379909
"7"	-0.0489783988269143	-0.58540237477881	-0.556989844788893	-0.554689842075506	0.321501801105696	-0.131776940170135	0.0518540113956259	-0.71820436896454	0.671353132726406	0.711367187785622	0.379762499213836	0.886788638079075	-0.640415036445595	-0.151503241519631	-0.0778726091861711	-0.696586865943945	-0.550317958860922	-0.392151728537862	0.576273787933827	0.0839047958806012	0.43042313834733	0.615320872925927	-0.391694027411075
"8"	-0.25915299363772	-0.407176567751141	-0.31890220543334	-0.612564879187642	0.312935149841829	-0.244713790679114	0.312715253798088	-0.754971393461812	0.230744642283581	0.160814615589679	0.00382772793960896	0.253050888155191	0.173840869337054	-0.33142175881043	0.0891866083301735	0.205228049126104	-0.55248600157272	0.562664651781979	0.170013096821387	0.628486495303529	-0.35463072638695	0.69644470748829	1.36177109573437
"9"	-0.779882766214178	-0.546918525525139	-0.736514294666053	-0.522111497356961	-0.254921479427774	-0.406185404887092	-0.50955608920868	-0.657277446312342	0.651131903758025	0.148862010254198	0.966099473120575	1.33920292479359	3.57007361328902	1.99825043629134	1.96978078705102	-0.00526575054553921	1.15068639069857	0.548453254972297	-0.132426719665838	0.976248156155227	0.316752106956846	0.551893168942118	0.539378035390937
"10"	-0.207892327845995	-0.592312222453936	-0.706600219480428	-0.573262202230974	-0.459538051418824	-0.387479441236887	-0.397727926389845	-0.576412146171109	-0.166948685593198	-0.244612261939076	0.715072061334236	-0.109320847091572	0.233040930092007	0.0143610346898666	0.351769429708428	2.14070227378901	1.65577040568576	1.23609537527011	0.799851924259912	1.99643066217956	0.253591397433562	-0.109623982011273	1.390203772768
