"N:GEXP::EN2:2020:"	"N:GEXP::POFUT1:23509:"
"1"	-0.414739612171671	-0.00707156236579451
"2"	-0.279542199725114	0.825109268425161
"3"	0.111680690894752	1.27897967245777
"4"	-0.422402886718688	-0.114582858859084
"5"	-0.44780480378727	0.961806457041283
"6"	-0.19740942879592	-0.591385035273922
"7"	-0.469064310935584	-0.119688262728967
"8"	-0.415599256253698	0.188720676044225
"9"	-0.456281064102651	0.265939909576208
"10"	-0.45869739919506	3.11556362458374
"11"	-0.307551326805633	0.293126185183336
"12"	-0.462425822623193	1.55084242852905
"13"	-0.445534099189021	2.61225589307776
"14"	-0.45292166551894	2.03449435513598
"15"	-0.154285835865288	1.64835564244382
"16"	-0.458218091063798	0.834298995390951
"17"	-0.456060497528973	0.0102868107918083
"18"	-0.465321465846863	0.0384090771084149
"19"	-0.380158732306182	1.32633229335094
"20"	-0.38621582975257	-0.00915626894599665
"21"	-0.469064310935584	1.27034303091122
"22"	-0.386613132362849	0.158300977986171
"23"	-0.469064310935584	-0.0970117605402361
"24"	-0.470685758029775	0.498491055849386
"25"	-0.445873432379295	0.884119228154561
"26"	-0.396130014461737	-0.113093782730368
"27"	-0.328293068061121	1.32403486160949
"28"	-0.452801485014052	0.758185932697443
"29"	1.39112234593929	-0.299398478948854
"30"	-0.419039246470099	-0.109987995376189
"31"	-0.457260181745421	1.47638862209326
"32"	-0.425999818535591	0.844126897840476
"33"	-0.428691861845096	1.63295434076967
"34"	-0.437404241505377	2.14621760982193
"35"	-0.203927453825763	0.76571640340552
"36"	0.3272421000162	-0.222945055997354
"37"	-0.211717978319133	0.598642061763594
"38"	-0.469064310935584	0.499554681655611
"39"	-0.451766518783717	0.469092438565309
"40"	-0.353840615623861	0.370175238586322
"41"	-0.38972085883044	1.2820429147797
"42"	-0.307226132498287	-0.334285405393056
"43"	-0.411223271987458	-0.0927998023475824
"44"	-0.469064310935584	-0.0810148284146022
"45"	-0.232530413989261	1.14517554603459
"46"	-0.449685275216704	2.51950772277488
"47"	-0.421058278952228	0.570817610672731
"48"	-0.440589731829073	0.768396740437209
"49"	-0.457598807991548	0.633614078272294
"50"	-0.421735531444483	-0.327818560491204
"51"	-0.461314506425047	0.600088592860061
"52"	-0.447143104066236	0.571838691446707
"53"	-0.438679568745489	0.0916754574841958
"54"	-0.470685758029775	-0.647246662616894
"55"	-0.457936727293529	1.56266994749428
"56"	-0.315963962147838	1.40167954546397
"57"	-0.453533879149726	0.327119665950307
"58"	-0.463414130539866	-1.03113048859986
"59"	-0.178109853599096	-0.651416075777298
"60"	-0.398932341058082	0.478026895337604
"61"	-0.445036410509952	0.299805755246433
"62"	-0.469064310935584	0.847360320291402
"63"	-0.469064310935584	-0.692557121962107
"64"	0.164659085226253	0.61889349711413
"65"	-0.469064310935584	0.294870531505546
"66"	-0.411754893985554	1.18886929415434
"67"	-0.439544868380688	1.58623989536024
"68"	-0.389391422858216	0.726277158510673
"69"	-0.412962354587612	-0.904261202433262
"70"	0.651814296513116	0.730404026638829
"71"	-0.380717218181841	1.69723988449795
"72"	-0.310930519825443	0.622467279823049
"73"	-0.444610830133817	-0.0785046715119096
"74"	-0.295052554297214	-0.879585083728827
"75"	1.56149588522261	-0.853462433927925
"76"	-0.417554663762651	-0.542160432961799
"77"	-0.441206187124737	1.06451016489043
"78"	-0.453774240159503	0.58090078331575
"79"	-0.141744646708084	-0.810619586453155
"80"	0.182785133140047	-0.875160400374928
