"N:GEXP::KIF7:374654:"	"N:GEXP::LARP6:55323:"	"N:GEXP::TRPV6:55503:"	"N:GEXP::KIAA1737:85457:"	"N:GEXP::C8orf77:286103:"	"N:GEXP::NDUFA5:4698:"	"N:GEXP::EARS2:124454:"	"N:GEXP::BIN2:51411:"	"N:GEXP::FLI1:2313:"	"N:GEXP::DCBLD2:131566:"	"N:GEXP::DNMT1:1786:"	"N:GEXP::IL27RA:9466:"
"1"	0.757135839810053	0.90975373101559	-0.0675496570237673	-0.267596137560296	2.8796676604365	-0.680380770774475	-0.764856551101493	-0.254805442313947	-0.549681386364192	0.463663454964174	-0.294677196291207	-0.687155215290864
"2"	-0.268298694065824	-0.574669774395202	-0.202288552742652	-0.234698848383736	-0.380140408274977	-0.344575928734231	0.286505840159751	-0.941837556578415	-0.838226776331798	-0.742423537403956	0.0152011797289406	0.745130364173201
"3"	0.337790555523726	1.02151198186529	-0.123804668511932	-0.491088832283589	-0.616781051595066	0.415117425982572	-0.62436999362841	-1.01828206017422	-0.918071273251017	0.120348780549046	0.137247630899135	0.800534504754784
"4"	-0.420513055486181	-0.750665087066477	-0.375469833987796	-0.195117665533209	0.191749467112963	-1.0195632857033	2.40359856606017	-0.8315589456904	0.831662947871369	-0.597295831775352	3.19162065886899	-0.1076886216739
"5"	-0.197709693723003	-0.1279804159584	-0.355212862492681	-0.740481614993506	-0.444118253088204	-1.23337564045482	-0.71666137766862	-0.0184509003174052	-0.468235603820561	-0.666331627749564	-0.357472421167341	-0.180970506248322
"6"	-0.285818461436772	-0.0800910358995911	0.170914750732919	-0.39044749576567	-0.0513813204332043	-0.148897337367782	-0.414632537892336	-1.12063780049954	-1.12196830942617	-0.714329019124106	-0.199542984353642	-0.853586892386467
"7"	0.833261232336625	-0.30812401424215	0.614707874250229	-0.740725298617036	1.93352112204243	0.294728861573898	0.475187571065706	-0.299836883862072	-0.53388831442146	0.92386443205577	0.400943275396623	-0.880264365556914
"8"	0.535060950702632	4.48947875389436	-0.301755607009308	-0.238945905822403	-0.0795052787462107	-0.252869279357091	-0.566553044299807	-0.0921717280131256	-0.50836193770289	-0.504024064874023	-0.534450850359691	-0.20239006744729
"9"	0.106573334586559	-0.399779034816005	-0.0828025946092566	0.00390223099842052	-0.43986637655035	-0.407845968932081	0.434111648856132	-0.249115985989318	-0.581550110065728	-0.0732565163442635	1.42449436588204	2.57662934015661
"10"	3.32598538943759	2.20080330710639	0.0939580057462395	-0.383798414037921	0.445530747748079	-1.11677988191545	-0.548733342753007	-0.52941249917395	-0.212343881488027	0.442026212854417	-0.168865246627559	-0.0323828415531186
