"N:GEXP::TFF3:7033:"	"N:GEXP::CCDC141:285025:"	"N:GEXP::H2AFY2:55506:"	"N:GEXP::ALOX15:246:"	"N:GEXP::ERG:2078:"	"N:GEXP::HDAC1:3065:"	"N:GEXP::ITPR3:3710:"	"N:GEXP::EML6:400954:"	"N:GEXP::MAGED4B:81557:"	"N:GEXP::CHD1:1105:"
"1"	-0.468553498388418	-0.225163191217441	0.425875556741476	0.0188174669479627	0.109567591052728	0.396451910250622	-0.110304815796374	1.89809196382159	0.555772166702288	-0.325718472668696
"2"	-0.544554351274039	-0.413461961038897	0.66791661558788	0.898427565204155	1.2822488364118	1.55435424579053	0.291070775745696	-0.33955689896968	0.191667802109156	0.422682437560986
"3"	-0.531358343864582	-0.36414609264808	1.14998629817312	0.554069966512964	1.17229312595374	1.47648502265758	0.847597010884504	2.2446781086908	1.19160084881163	-0.407495716461416
"4"	-0.475042064899542	-0.277625037426944	-0.896911760610428	0.461422930269807	1.06036108736654	0.252013747025114	1.87325671750904	-0.47777010111688	0.315756033298635	0.83651548412641
"5"	-0.545114145213674	-0.385548073105292	0.543740222018722	-0.042184888905844	0.964008674420794	0.683205153221321	1.63246642487614	1.0063099540312	1.38902226056841	0.0407718878636079
"6"	-0.544130723427828	-0.403808741388887	0.900947453611771	1.47493950055704	2.23437699587776	2.83334082627245	0.307287085952135	1.35153321248708	3.79467260512645	-0.450007516164625
"7"	-0.532448681249709	-0.372290975899003	-0.190318352046918	-0.755716423401821	-0.797538786967274	-0.980881375964739	-0.114074012222735	-0.294466008482525	-0.0511660233622023	0.988321256157506
"8"	-0.218655431908849	-0.398112655279036	-0.0927609864914793	2.95477170767318	1.21479701402997	1.32526668960783	1.1085481216119	0.209351798938115	1.56357279515225	-0.301602688109785
"9"	-0.398485452625203	-0.43500990953473	0.248415369983342	0.124439755622151	0.538969793658548	0.0863447489964251	0.734521118093661	0.0814469740263002	0.459677889172483	0.914891783942872
"10"	-0.547202025312854	-0.418592171053819	0.290813718726844	-0.36771903685806	1.18997741271976	-0.599616674837947	1.07935876324031	1.9967153806409	1.4977046688942	1.85884697280732
"11"	-0.489671346522011	-0.307051927404705	1.75577500271217	-0.0130139077209709	0.719944983770541	0.314473493284793	0.6367849782008	-0.0886660301105308	0.331619273705783	-0.0400391786631292
"12"	-0.521545307398434	-0.438819075474093	0.158358898919742	-0.416236212764741	1.40437051483371	0.50404430210803	1.02659001327125	-0.322533208679512	-0.0581553634262514	0.628710077758994
"13"	-0.539847038992457	-0.429466456670743	0.966808966223037	0.343712186992606	1.90661452562813	1.02652829795791	1.21803012943807	1.80591128277439	1.05309481665233	1.15632015916646
"14"	-0.49644838342365	-0.406804085523883	2.85049396406679	4.17897277247004	-0.408949043558316	-0.401485045529557	-0.363279255016818	-0.428470782583708	-0.659933883600528	0.430682385323317
"15"	-0.442411625726314	-0.327067544755377	-0.411205973683106	0.338578094304068	1.46314702672656	-0.182533500801273	0.498201267733883	-0.371675588777209	-0.743714480860424	1.04930636518629
"16"	-0.506623520834534	-0.42671505912084	2.41850647336303	1.22080191247443	0.0997116170060673	0.394534286461948	0.102435642965933	-0.276595676632559	-0.796628542287728	0.340943840858906
"17"	-0.483963465613189	-0.41527689697116	-0.501971370750507	-0.727838300103061	-0.646108419056091	-0.825553849082116	0.129608919528073	-0.358802507109462	0.478578382068196	2.54599224437374
"18"	-0.546635170909115	-0.41523490616553	0.364930788995287	-0.103560633318817	1.89788788194098	0.532123793299333	2.89497191624553	0.630277202716358	1.18208656390769	0.768457957510635
"19"	-0.40692775041754	-0.432329163181603	0.986933317298702	0.178721117410963	0.672487442071906	0.381932758707802	0.160200769593193	-0.29459816716503	0.398237564735109	0.250161824947234
"20"	-0.518695905813804	-0.391268820481943	1.77246906667266	0.405554667104537	1.33933135276538	-0.0654899631282559	0.856625551161602	0.804850562387731	2.78103532882195	-0.121468598640095
"21"	-0.53136036114004	-0.388140838722812	-0.691025927957917	-0.439544993570702	0.156717133562405	-0.471478313816171	0.579721097420305	-0.160568613310876	-0.665770531455061	1.62271324900131
"22"	-0.537633079177142	-0.368931711448541	0.520414269635565	0.664779674305794	2.5603428041918	1.49518185459715	2.18785313551395	0.294305052035824	1.17403601514282	0.97684307023764
"23"	-0.519935521582835	-0.387034414320477	-0.16772419424833	0.128313661923503	0.61679092206864	0.0574434190385473	0.876874024986939	0.45074789245105	1.13561294149228	1.03527747128423
"24"	-0.546861105760428	-0.222943677205529	-0.443953781342597	-0.216230631047271	0.377526885446318	-0.0226858607024886	0.480845433026452	-0.0668598474972152	0.199279230032309	0.616227067482506
"25"	-0.540540981750059	-0.410929182286564	1.42944035515565	2.08823020898781	0.248346892277454	0.428366649019274	0.585331064194424	-0.0538091775998522	0.177981869208872	0.0216802250878031
"26"	-0.302130290366897	-0.341904296078253	-0.305690342020473	-0.714162944123593	-0.247095469760809	-0.671596053477117	0.956290117133066	0.0346958400901767	0.00527930150060209	0.460131468390449
"27"	-0.520434797258725	-0.391792039250517	-0.132666659931292	-0.668413510911733	-0.620082487589128	-0.690635318236098	0.277834760388008	-0.30412598218187	0.571617110407698	-0.0389957072158686
"28"	-0.548515271636107	-0.305578916604007	-0.492206486762657	-0.340190965333519	-0.740851536239526	-0.500105697518524	-0.336544257108906	0.102344565697394	-0.261504906546255	0.57031432380304
"29"	-0.496738871089623	-0.447607817744688	0.858869264999017	0.615912446624895	1.09547299490776	3.07160558201524	-0.189107317826582	-0.353408780879729	-0.109111677767552	0.286064972151126
"30"	-0.463326737676364	-0.373877295222833	-0.0631233058164094	-0.309764465118449	0.312924055562346	0.280093238216417	0.591729932546154	-0.226796633081166	0.278485651857619	1.37769069434827
"31"	-0.0172809092995039	-0.296514234753553	0.358001609022643	-0.2869877630093	0.0704260274559633	-0.373405554338254	-0.07121035983923	-0.434186645602047	-0.0120293783438753	-0.214685381262041
"32"	-0.534516388594308	-0.3444237444161	-0.14734828878422	-0.435652417841393	1.25355357864053	0.401793862233357	0.62319833991973	0.0802079863778165	0.274533564282136	1.38464717066334
"33"	-0.526701463469454	-0.447387199384945	1.52891868149558	0.849653684663047	0.544231446469916	1.21014077572348	-0.112057930413286	0.283856256200277	0.248753511532803	-1.055839309026
"34"	-0.52198507344831	-0.329893592626401	0.299526647999377	1.12176059715554	1.06300474707176	0.154009474111078	0.332619592166517	-0.122159996207877	0.285163947992116	1.56242378760403
"35"	-0.54549944482618	-0.430531556788171	0.405591125600437	1.24852601299253	1.34690299949393	0.927428240021777	0.497149398963736	2.1491521609927	1.08273547346846	2.20473843402888
"36"	-0.551260783534642	-0.413278667839715	1.16142058855702	-0.432833334219687	0.499879563259943	0.399944725008564	1.97563861113672	-0.480425664643464	-0.45896291170651	1.83488577661096
