"N:GEXP::GPC6:10082:"	"N:GEXP::CLEC2B:9976:"	"N:GEXP::THBS2:7058:"	"N:GEXP::VCAN:1462:"	"N:GEXP::COL3A1:1281:"	"N:GEXP::COL5A1:1289:"	"N:GEXP::CDH11:1009:"	"N:GEXP::AEBP1:165:"	"N:GEXP::FN1:2335:"	"N:GEXP::SFRS13B:135295:"	"N:GEXP::MCART6:401612:"	"N:GEXP::DNMT3A:1788:"	"N:GEXP::MARCKSL1:65108:"	"N:GEXP::STMN1:3925:"	"N:GEXP::APOL3:80833:"	"N:GEXP::AIM2:9447:"	"N:GEXP::IFI30:10437:"	"N:GEXP::TYMP:1890:"	"N:GEXP::CTSS:1520:"	"N:GEXP::TNFSF13B:10673:"	"N:GEXP::GIMAP4:55303:"	"N:GEXP::TFEC:22797:"	"N:GEXP::LCP2:3937:"	"N:GEXP::CD86:942:"	"N:GEXP::CD68:968:"	"N:GEXP::EVI2A:2123:"	"N:GEXP::GSDMC:56169:"	"N:GEXP::GPR12:2835:"	"N:GEXP::C21orf63:59271:"
"1"	-0.737955409043591	-1.01958285317643	-0.699160405952101	-0.805562965107493	-0.713290234663594	-0.643539429998433	-0.926424619662805	-0.706368173934603	-0.700451658911433	1.34301141782575	3.54470678961282	0.955510027235444	0.351475890758625	1.886323999961	-0.959278704659586	-0.789521841192286	0.0932951061608828	-1.04531725563774	-1.31263570290017	-1.28671697726908	-1.11745031567051	-1.12392884919008	-1.24213949727635	-1.28931652657299	-1.38594949714554	-1.14083302633013	-0.541981086985388	-0.422343940207531	-1.24073018336717
"2"	2.07095618264013	-0.894892114963167	-0.655499902830644	-0.538319040638037	-0.526399916899643	-0.105876205344715	-0.522768560706668	-0.500497334783252	-0.644773550029588	2.00255697075539	5.38226196897225	0.246888271779761	1.20526237289079	0.943213239992856	-0.997809571159651	-0.812034539757098	-1.10529092916964	-1.11020558688872	-1.2373151326393	-1.21622963386197	-1.14560970999366	-1.12556329097737	-1.21734174401743	-1.23537040352141	-1.35728741815816	-1.12698961548238	-0.57466438221456	-0.427914910442465	-1.14336963868195
"3"	6.57442573723792	-0.846844449903892	-0.724276229646284	-0.760912690673623	-0.724542967898481	-0.662681581783684	-0.814541155600444	-0.702188637356044	-0.461325482915659	-0.901816026249353	0.0797696225550035	-0.411641256135089	1.57220071047591	-0.568504428688019	-0.83297006202214	-0.555018924336235	-1.11368327688097	-1.09941407694062	-1.16658086182533	-1.18853140770561	-1.19426045199664	-1.13302123937526	-1.24862439718385	-1.2239943326758	-1.23324081886071	-1.06941650002857	-0.553707119439475	-0.418189289885773	-0.294615273005418
"4"	0.810994196602817	-0.986168657601498	-0.663740621879455	-0.79998453618378	-0.592919924145721	-0.423017901011072	-0.681809179109668	-0.602369630341438	-0.699090299147742	3.26083407690274	2.68618363030692	4.56763182729589	1.70272240102632	0.485977342751756	-1.02495818290719	-0.800027361620758	-1.20659749713016	-1.13962283578047	-1.31861292922852	-1.28048917468094	-1.26955310011593	-1.15152997868712	-1.2868486888062	-1.26553839784719	-1.32932349736234	-1.16707195435611	-0.571554434476737	-0.423954720307281	-1.27757715455481
"5"	-0.49758144226028	-0.4861585759825	-0.580491500343013	-0.606119558797961	-0.458457523739371	-0.371740576754267	-0.253861282825417	-0.310708852092539	-0.535740031388784	1.36046476303455	0.186905688806414	-0.264820728082536	0.489363213588811	0.882972657418974	-0.533643723087195	-0.264226352483563	-0.286182388304943	-0.30659971314483	-0.43567510046174	-0.629546473630294	-0.185996428601331	-0.181892434217314	-0.284551693873868	-0.135280907444091	-0.378415929113825	-0.325116259227436	-0.0716923877553783	-0.400741538917143	-0.890579483060853
"6"	-0.338869883513265	-0.691418260151404	-0.694483861674556	-0.751830611389465	-0.712275791917684	-0.692365397439403	-1.00008225830294	-0.5281802503759	-0.675164347534681	3.03230433807494	-0.263214376055024	-0.467016777286029	-0.550981973064204	0.461560155798654	-0.764727329700505	0.698138888656975	-0.82073909303842	-0.828607446808166	-0.691771054167653	-0.141933329217324	-0.354602335370055	-0.353056485594886	-0.54969629604211	-0.300774196134413	-0.574598380942374	-0.575734495532919	-0.57466438221456	-0.412730721148576	-0.319078836452621
"7"	1.83509855601169	-0.886250767123448	-0.645287024083774	-0.653841828826646	-0.572356700370965	-0.430587657675879	-0.744707247277502	-0.424358894118984	-0.645975761890415	2.95826397519696	3.58298064972272	5.04885182028319	3.22599784271585	3.4619608769549	-1.04585495544976	0.329720517288821	-1.1440059281952	-1.11112673388882	-1.25569792304535	-1.24570878776053	-1.14285159632442	-1.06297459579857	-1.18989018229606	-1.12273099237093	-1.3344522748465	-1.09385385043525	-0.571651197654929	-0.425974183028723	-1.26657132465022
"8"	-0.721483366710516	-0.774533119859991	-0.394373712537819	-0.287081000908745	-0.306940932828817	-0.0341501685632541	-0.372893745250963	-0.413821459004463	-0.391967106329483	2.178181256919	3.9749931044762	2.08723554596724	0.953621926615207	0.435760398097955	-0.834376725843256	-0.682804617438321	-0.974485244192022	-0.920640701459933	-1.0177516855113	-0.596420931072107	-0.609281014332498	-0.770782585611941	-0.664392795316848	-0.798986976223079	-0.732167314329989	-0.771741719464184	-0.569050036950828	-0.427914910442465	-1.1441277687661
"9"	-0.221638873828121	-0.874760947664487	-0.697683199658212	-0.733650698997585	-0.690660219173415	-0.5886711376142	-0.294115390581422	-0.723961834145593	-0.648313515544653	0.341625736470511	-0.487293224521747	-0.637182858978245	-0.358714343828023	0.0548868458982542	-0.409193048913472	-0.730757407571616	-0.946402132189399	-0.967634673083004	-1.1151015301647	-1.02842843938286	-1.00508960112235	-1.07900884021686	-1.14520855257516	-1.048047495014	-1.2724343456454	-1.05121835554888	-0.538984549854264	-0.324574221386885	-0.440398140894871
"10"	-0.415899650789845	-0.803600813404529	-0.432847410140318	-0.307245895069582	0.10132714594351	-0.529347058327408	0.368765644573717	-0.28778914900962	-0.239593742573497	2.25017630590532	2.73393629111338	1.60337390617489	1.38884348138365	2.39812206420549	-0.882144684768648	-0.597316468134922	-0.535553313239629	-0.419075752679423	-0.809608875858476	-0.764240775355864	-0.702047556676462	-0.914634141123868	-0.805981745331252	-0.60041541701843	-0.785818086127613	-0.86020139109686	-0.526823834544737	-0.427914910442465	-1.22702651982165
