"N:METH:cg18110535:LPIN2:TssU467:Shore"	"N:METH:cg21692936:SLC3A2:TssD353:Shore"
"45"	-0.809701725618708	-0.705671390398917
"46"	-0.371422000054397	1.04406640518678
"47"	-0.999319646443229	-0.617603478649247
"48"	-0.420358830121614	-0.532731909802107
"49"	0.581801052950884	-0.576291709387937
"50"	-1.12018009145471	-0.69827262678267
"51"	-1.02502377791446	-0.129867546078148
"52"	-0.997979416675056	-0.578727476720287
"53"	0.250063446113316	-0.597428970961744
"54"	-0.840502418914784	-0.345716967387532
"55"	-0.622253993363752	-0.481301597195741
"56"	-1.13507631497894	-0.638153460352409
"57"	1.19437212680736	1.02211561657905
"58"	-1.18090848434466	-0.795409680141324
"59"	-0.911036621347093	-0.60681582135321
"60"	1.11082294080064	-0.754150862343761
"61"	0.149853605649039	0.322578642790474
"62"	-1.16026402764042	-0.0730650667862048
"63"	0.325190087246657	0.41972050991856
"64"	-0.448331515649986	-0.815223155121463
"65"	-1.21177680391344	-0.807554820417051
"66"	-1.12014320439687	-0.813851230833479
"67"	-0.292975523715491	-0.697637209217709
"68"	-0.732730731593387	-0.741962398143151
"69"	-0.6208399894799	-0.695865742066909
"70"	-1.0680463830414	-0.763667684509877
"71"	-1.14262586615012	0.0103094197677323
"72"	-1.1105710128875	-0.796834555893054
"73"	-1.17860304322968	-0.778908078530071
"74"	-1.16950423562925	-0.800940701218141
"75"	1.65244790674559	0.199249869954916
"76"	-0.727443586636376	-0.785984319594407
"77"	-1.00335877927667	0.401380048384466
"78"	-1.07511640246066	-0.572281839451481
"79"	-0.681765113344991	-0.559000649589915
"80"	-1.11198501677135	-0.68364839524971
"81"	1.45743832763352	1.05388649482708
"82"	-0.795192816201795	-0.607460866457033
"83"	-1.05234479208767	-0.690459878995312
"84"	-0.297832319664373	-0.596090743059782
"85"	-1.20653884170022	-0.747710038844386
"86"	-1.21857631824188	-0.757043937772105
"87"	0.122803096566658	-0.654857240279785
"88"	-0.599568452792391	-0.581086223741732
"89"	0.62336047145018	1.00839637369921
"90"	0.031077279405492	1.5401734827993
"91"	-1.19230043737413	-0.549763026050827
"92"	-1.17199411203342	0.281228363373712
"93"	1.18890054656115	0.214798345218728
"94"	-0.0164455467778733	-0.659531410397792
"95"	-0.232726662577459	-0.618571046304983
"96"	-1.04080529082684	-0.590237199431053
"97"	1.06815691056616	0.727705478147248
"98"	-0.964166280322079	-0.608038518788816
"99"	-1.28550173684888	-0.72125837581818
"100"	-1.19293366520037	-0.769386442594523
"101"	0.0936623208733655	-0.724546180339909
"102"	-1.20304071904843	-0.767523513824525
"103"	-0.564341312555562	-0.629108387590582
"104"	1.2691298973623	-0.104113879619513
"105"	-0.533786532978418	-0.1468120144771
"106"	-0.115425818647496	0.302697775038294
"107"	0.00341198602578369	-0.770416589252869
"108"	1.26064587405919	-0.729629520859595
"109"	-1.05642081197895	-0.615634646951755
"110"	-0.982099538275104	-0.603518389292618
"111"	-1.03314507848215	0.82850581004329
"112"	-0.23869007026153	-0.536635876811071
"113"	-0.961498116471681	-0.582929897434004
"114"	-1.23024492420514	-0.733023228308817
"115"	-1.14577356175243	-0.72021378785154
"116"	-0.932252827447843	-0.44064931434655
"117"	-1.1683422933073	-0.651925654695989
"118"	-1.15002786908993	-0.766830331026386
"119"	-1.14680025152897	-0.761554439729439
"120"	0.728488586293071	1.92681544353903
"121"	0.109154885166002	-0.642996112400518
"122"	1.51959302009326	1.69070005292295
"123"	2.47373824954453	0.61482258497809
"124"	2.91804286122265	0.84256201678333
"125"	0.251661885286366	1.66119164630772
"126"	-0.763346989600264	-0.806750920921987
"127"	0.705372696713581	2.09255352506629
"128"	1.4209201403723	0.609142337048896
"129"	1.90161998245217	1.69464734385679
"130"	1.08832183551848	1.11304772114047
"131"	0.750128993558976	0.840299545150515
"132"	1.10934745848705	1.40846875115289
"133"	1.22166854960867	-0.200485543638555
"134"	0.510609031320435	0.700844644719363
"135"	-0.382242203687349	-0.808368347450977
"136"	0.841547418571479	1.37924917070356
"137"	-1.21938783351435	-0.54955122019584
"138"	0.257071987102842	1.91723604237031
"139"	1.41882987376139	0.314780336311411
"140"	0.0388850399815431	-0.225132043127941
"141"	1.62595070353081	1.303721128323
"142"	-0.959850494554845	1.21023772596287
"143"	2.39406220461097	-0.598786453941433
"144"	1.45786867664165	2.26012083897752
"145"	-0.139709798391907	0.472623835970971
"146"	-0.251231669926998	0.0489639883028427
"147"	-0.367487380551505	1.12816295715545
"148"	-0.129442900626549	1.79188548637351
"149"	-0.604917076179134	1.12797040637819
"150"	-0.199405353662344	1.80497893922724
"151"	0.803738184285877	1.91521425920907
"152"	0.239427677769562	-0.219933172141898
"153"	0.543254077508491	1.67476647610461
"154"	-0.373389309805843	1.1324472119495
"155"	-0.528745301740338	-0.0164551382715224
"156"	0.525425332886012	1.96137830805735
"157"	2.76557635548559	-0.654659875733093
"158"	0.247112481486147	-0.678824998279326
"159"	0.82875990518708	1.46142021489962
"160"	-0.372282698070654	2.07055459876424
"161"	0.334350373276827	0.805159028300415
"162"	-0.415747947891663	-0.730683736365098
"163"	-0.729349417958089	-0.556112387931003
"164"	-0.377754278316863	-0.592051990506736
"165"	2.04431141786173	1.91776555700777
"166"	0.0961214580626729	2.48858233619749
"167"	1.20974173424053	3.17656626335041
"168"	0.0508118553496841	-0.656729796588647
"169"	-0.194855949862126	1.02250071813357
"170"	-0.069624388496646	-0.630855785894224
"171"	0.683178983580082	3.49600800282612
"172"	0.235861928845066	2.31774165907282
"173"	0.2831388413095	1.12508214471927
"174"	2.30092238356596	2.45233465237814
"175"	-0.523827027361723	2.3053221339395
"176"	1.08918253353473	-0.0569389391906107
"177"	-0.7662364757977	1.24157536496207
"178"	1.52721634538011	1.9115076567468
"179"	3.25869484037146	2.92249551275475
"180"	-0.23457101546944	0.249024245876839
"181"	2.79957392712776	0.0746213793728475
"182"	0.262420610489586	0.995880573177261
"183"	-0.376278796003279	-0.670468294546207
"184"	-0.00144480992309817	1.86081866463288
"185"	-0.404804787399245	-0.635322963926675
"186"	1.5885103398236	-0.676899490506718
"187"	0.143644284246039	1.32446847457286
"188"	0.366319156737824	-0.7382894920669
"189"	-1.1808531537579	-0.761313751257863
"190"	-1.01181821120788	0.480133316284144
"191"	-0.861927651676624	-0.766657035326851
"192"	-0.868727166005059	-0.815276106585209
"193"	2.00976054035196	0.472286872110765
"194"	0.785048741647141	2.74515624689753
"195"	2.08599379322049	2.11330087131614
"196"	1.76077289993459	-0.608385110187885
"197"	-0.993946431684592	0.601584719041408
"198"	0.0107279191639734	1.20860104435616
"199"	-0.133992304426767	2.10482863711666
"200"	2.01990448125785	2.48400925523754
"201"	1.06680438511204	1.72362623583455
"202"	1.02960993512376	2.68147007731852
"203"	-0.250678364059403	0.874525445808627
"204"	-0.0442952754467798	1.31103805785892
"205"	1.12834429327445	1.66518707493589
"206"	-0.252707152240582	1.85080602421532
"207"	1.22351290250065	2.12957141199468
"208"	0.587395590056559	1.30916068778062
"209"	-0.468496440602306	1.87761871994889
"210"	-0.625082001131455	1.39003201423017
"211"	0.826423724857238	1.27252790240675
"212"	0.876897515667773	1.82871082252464
"213"	1.07258335750691	1.58999599641553
"214"	0.38593077582255	0.436857529094773
"215"	0.882676488062645	-0.564497974280712
"216"	-0.730640464982475	2.50523797843055
"217"	0.57620651584521	-0.546114188821735
"218"	1.60640056287581	1.08373186530251
"219"	-0.784003741990446	-0.273125324360201
"220"	0.603625895505988	-0.779485730861854
"221"	0.949134670603678	1.56992257788609
"222"	1.52125293769604	2.034018088779
"223"	2.24682136540119	3.01742304594434
"224"	1.11401981914674	1.96831013603874
"225"	-0.0438034480089182	-0.370989256903015
"226"	0.132885559042818	-0.608361041340728
"227"	1.30620139049111	2.59814372845889
"228"	-0.044049361727849	1.47013313757067
"229"	0.197007561254009	-0.731319153930059
"230"	0.393984450117532	0.550077386124138
"231"	-0.37013095303001	1.27084308310572
"232"	2.16812897534336	1.91930596322586
"233"	-0.433761127803339	0.450432358891661
"234"	1.77411371918658	-0.685535392866866
"235"	-1.1637191153914	-0.708636672368734
"236"	0.895341044587578	2.77047667410733
"237"	1.07344405552317	0.153374647272525
"238"	0.921223463505039	2.03483642958235
"239"	2.75100596763894	1.71149553686711
"240"	0.433392123576183	-0.671098898341736
"241"	-0.241579556458966	0.226543942631638
"242"	-0.0132486684317739	-0.768337040858452
"243"	-0.845340771334746	-0.160916358911456
"244"	1.07553432213408	1.90549044495739
"245"	-0.649181545586668	-0.686965082388028
"246"	-0.28516776313944	-0.806553556375294
"247"	-0.227500996050181	-0.658611980436371
"248"	0.977230312991514	-0.564719407674562
"249"	-1.14405831356289	0.450865598140498
"250"	1.24306304315564	1.65488560835243
"251"	0.705249739854116	-0.00533533088470972
"252"	-1.02121826311401	-0.762863785014813
"253"	-0.000399676617642672	-0.336426392384697
"254"	1.08020668279376	-0.424653158525607
"255"	0.94483118052239	-0.809995401518831
"256"	-0.678199364420495	-0.471847354032235
"257"	1.11986026997134	1.95237655922041
"258"	-0.172354844579962	-0.659757657561073
"259"	-0.133746390707837	-0.682425697814104
"260"	1.4745293310992	-0.702720549737395
"261"	0.244837779586038	-0.0801413078505401
"262"	-0.669100556820058	-0.610065115719486
"263"	-0.710782932178818	-0.0855808673081583
"264"	0.606392424843958	-0.59247560221671
"265"	-0.610941962292938	-0.637604690637215
"266"	0.403083257717969	-0.658414615889679
"267"	1.46543052349877	-0.638832201842253
"268"	-0.0836414704756982	-0.546066051127419
"269"	-1.07105267825533	-0.669101184027655
"270"	0.942617957052013	-0.640921377775533
"271"	-0.180592954164142	-0.678502475727414
"272"	2.14316873287189	-0.63480307682807
"273"	1.70925397581859	-0.719414702125908
"274"	2.17212507327598	-0.665404209104247
"275"	-0.0310159346245199	-0.624265735542472
"276"	-1.07431103503116	-0.797017479131452
"277"	-0.0914492310517491	-0.801426891930725
"278"	0.911571350037007	-0.495198949544541
"279"	0.0808748074889668	-0.785223744024226
"280"	-0.573563077015465	-0.615875335423332
"281"	-0.468680875891504	-0.775576950083459
"282"	0.171063663906816	-0.792121875619595
"283"	-1.0607550412751	-0.776674489513846
"284"	0.085178297570255	-0.768669190949227
"285"	1.56607071297117	-0.488916980436407
"286"	0.873577680462208	-0.814515531015029
"287"	1.26943728951097	-0.756312244818514
"288"	-1.180140003973	-0.759638559495694
"289"	-0.787385055625744	-0.66319950270461
"290"	0.795991902139559	-0.59060785967728
"291"	-0.0230852171890034	-0.555996857464647
"292"	-0.562804351812245	-0.54182512025825
"293"	-0.908903319835369	-0.669760670439773
"294"	-0.973738471831458	-0.422968339224575
"295"	0.684101160026072	-0.374021931644873
"296"	-0.98497058094362	-0.309806247428388
"297"	-0.685576775988417	-0.550552484237597
"298"	0.513744431236802	2.12557598336652
"299"	-0.922828184169822	-0.707505436552326
"300"	-0.20297110258684	-0.738819006704368
"301"	0.220492321411895	-0.547813449431061
"302"	0.676600791598685	-0.0850032149763758
"303"	-0.446794554906668	-0.59060785967728
"304"	2.05974250372463	-0.500393006761152
"305"	-1.08180525561557	-0.640170429744216
"306"	-1.14973277262722	0.228421312709931
"307"	1.374073576916	-0.163949033653314
"308"	-1.04482598013136	-0.776891109138264
"309"	1.35212577750143	-0.632165131179597
"310"	-1.21809678648996	-0.734067816275457
"311"	-1.17821572912237	-0.707510250321758
"312"	0.258055641978565	-0.654250705331414
"313"	-0.0524719066012267	-0.600716775483473
"314"	0.595879613359669	-0.785955436977817
"315"	-0.306070429248553	-0.664330738521018
"316"	-0.24969470918368	-0.62426092177304
"317"	-0.784311134139109	-0.599320782348332
"318"	-0.221537588366111	-0.740677121704935
"319"	0.91987093805092	-0.792555114868432
"320"	-0.574608210320921	-0.597515618811512
"321"	1.73181655953049	-0.77330003714235
"322"	2.05943511157597	-0.761424467954788
"323"	-1.27045181725032	-0.76522734580569
"324"	-0.232296313569331	0.772714222331966
"325"	0.0562834355958928	-0.704208004491734
"326"	0.791012149331212	-0.755238774235284
"327"	-0.0501972047011175	0.00963549204731924
"328"	1.67187509054112	-0.752586387278517
"329"	-0.987515787934553	-0.786759336472881
"330"	0.935240545484091	-0.634562388356494
"331"	0.311541875846001	-0.787288851110349
"332"	1.5796574459421	-0.808416485145293
"333"	0.00759251924760652	-0.777213631690176
"334"	-0.937472346132147	-0.797349629222227
"335"	-1.1129625238041	0.177973009067595
"336"	-1.19688672823219	-0.722813223344562
"337"	-0.255227767859622	-0.770652463955013
"338"	0.569751280723278	0.482684614082849
"339"	1.06809543213642	-0.579025930425041
"340"	1.38163542377312	-0.751724722550274
"341"	0.532249438586341	-0.793440848443832
"342"	0.464131338442525	-0.470205858656086
"343"	-0.220123584482259	0.207192589516925
"344"	-1.09762980342877	-0.656532432041954
"345"	-0.485403008778795	-0.72160496721725
"346"	0.0658125922044591	0.571883761648926
"347"	-0.90091112397012	-0.802514803822248
"348"	-0.274716430084883	-0.467837484095778
"349"	-0.779392859760495	-0.614060544347648
"350"	0.370499689959646	-0.786793032858902
"351"	1.11672487005498	-0.786956701019574
"352"	0.686437340355915	-0.794663545879438
"353"	-0.474090977707981	-0.760683147462334
"354"	-1.03723954190235	-0.653032821665239
"355"	0.927002435899911	-0.661201788390529
"356"	1.91287053509325	-0.561460485769422
"357"	-0.0208719937186268	-0.568507844217168
"358"	1.76827326836197	-0.65974803002221
"359"	-0.599691409651856	-0.565701416638592
"360"	0.635164329958855	-0.741370304503074
"361"	0.408431881104713	-0.773747717699481
"362"	0.393369665820205	-0.524461853918755
"363"	-0.610019785846947	-0.80859940838369
"364"	-1.11559380059666	-0.730967748761558
"365"	0.000276586109416857	-0.653697121846789
"366"	1.20174953837528	-0.639948996350366
"367"	1.28449950479547	0.5002548725079
"368"	0.86423295914284	1.23132203607293
"369"	-0.530036348764724	-0.662626664142259
"370"	-0.356175349480691	-0.770142204395272
"371"	1.25511281538325	-0.750006206863222
"372"	0.666395372263059	-0.761193407022075
"373"	-0.882996309546015	0.675813043675456
"374"	1.85532672486345	1.89894371853053
"375"	2.24116534986579	-0.0661813764991303
"376"	-0.0881293958461841	0.640143012187888
"377"	-0.565447924290751	-0.642731355081785
"378"	-0.366257811956851	0.87168532184403
"379"	0.168174177709379	-0.274762005966918
"380"	-0.590346688332488	-0.723280158979419
"381"	0.863741131704978	-0.60213202369634
"382"	0.986882426459546	2.06713682246786
"383"	0.12581553962356	1.58840745250313
"384"	-0.578358394534614	-0.755421697473682
"385"	0.569751280723278	-0.56841638259797
"386"	-0.270597375292793	0.36489167609354
"387"	0.0346430283299879	1.05407904560435
"388"	0.83035834436013	0.809443283094468
"389"	0.629754228142379	-0.609877378711657
"390"	-0.175982071934191	-0.671796894909306
"391"	0.314861711051566	1.65204548438783
"392"	-0.431547904332963	-0.802418528433618
"393"	-1.19328409224985	1.31142315941344
"394"	0.274408904287459	0.147983225509222
"395"	0.0342741577515917	-0.514256662723931
"396"	0.676477834739219	1.29332338635092
"397"	-0.352794035845393	-0.631832981088822
"398"	-0.904439985836776	-0.79729667775848
"399"	-0.878299357514438	0.933397845956124
"400"	-0.524318854799584	-0.763556967812952
"401"	2.88361494057234	-0.804117789042945
"402"	0.61032704434685	1.58484526312381
"403"	2.3185052144695	1.36346000696817
"404"	0.769125828346376	-0.712608032149738
"405"	0.528868124951043	-0.574703165475536
"406"	0.401976645982781	0.513685289221842
"407"	1.21797984382471	0.986397447397166
"408"	-0.633811938153496	-0.456385526618191
"409"	-0.0916336663409472	0.363110581403878
"410"	0.0703619960046777	0.454331512131193
"411"	0.935978286640883	1.29264945863051
"412"	0.280802660979659	0.303227289675761
"413"	1.43524461450002	-0.707303258236202
"414"	0.204999757119258	-0.667016821863806
"415"	-0.480976561838041	1.76516906602857
"416"	-0.639222039969973	0.328932818440081
"417"	0.594650044765016	-0.632790921205695
"418"	-0.638361341953715	-0.675060630583877
"419"	0.396197673587908	1.24114212571324
"420"	1.9146534095555	-0.622951576487667
"421"	-1.1881444955242	-0.675397594444084
"422"	-1.16077429860721	-0.771422667064057
"423"	-1.0952997709419	-0.820118758633319
"424"	-1.03472507412628	-0.698036752080525
"425"	0.322607993197884	-0.568560795680915
"426"	-1.11102595326752	-0.652898036121156
"427"	0.203831666954337	0.960884469410106
"428"	0.619548808806753	-0.590824479301698
"429"	-0.888111314899775	-0.769424952749976
"430"	-0.386238301619974	-0.567314029398151
"431"	-1.1225285674705	0.96165467251915
"432"	-1.07875592550083	-0.51896934299739
"433"	-0.586473547259329	-0.666496934765202
"434"	-1.1982392536863	-0.634374651348665
"435"	0.2705357632143	-0.6345479470482
"436"	-0.741337711755963	-0.729119261299854
"437"	-1.18494146933512	-0.546417456295921
"438"	0.504399709917434	-0.65224336347847
"439"	1.46100407655801	0.753314731522938
"440"	-1.17156991086827	0.890410884932645
"441"	-1.28691574073273	-0.764317543383132
"442"	-1.14426734022398	-0.768221510392096
"443"	-0.81455852156759	-0.598709433630529
"444"	-1.0214272897751	-0.667782211203418
"445"	-0.867276275063368	1.06168480130615
"446"	-1.18219953136905	-0.783370442793091
"447"	-1.04955981922078	-0.649061461884234
"448"	-0.880112971191552	-0.51843020082106
"449"	-0.380705242944032	-0.647092630186742
"450"	-0.952042733978794	-0.701863698778584
"451"	-0.493579639933242	0.183027466970692
"452"	-1.13447997421054	-0.748874971046814
"453"	0.843391771463459	-0.742222341692453
"454"	-0.637623600796923	-0.313175886030453
"455"	-1.16986695836467	-0.72521529429089
"456"	-1.15527197914613	-0.408969897717713
"457"	-1.04079914298387	0.147646261649015
"458"	-1.03223519772211	-0.815401264590429
"459"	0.589916205675599	2.04533044694307
"460"	-1.20079675636318	1.24345273504037
