"x"
"1"	-0.777429886507026
"2"	-0.680363258677644
"3"	-0.773478888560514
"4"	-0.733288819284923
"5"	-0.726560787945677
"6"	-0.670566726884037
"7"	-0.611317950300884
"8"	-0.786376306037552
"9"	-0.722520730619223
"10"	1.16446941158935
"11"	-0.641654813631995
"12"	-0.659490978542174
"13"	-0.809305048218952
"14"	-0.800641999442788
"15"	-0.757585837394522
"16"	-0.513214995141268
"17"	-0.747813594522717
"18"	-0.794739791444821
"19"	-0.640019359563972
"20"	-0.77649881117127
"21"	-0.803791462969823
"22"	1.18673425657482
"23"	-0.77757562003784
"24"	-0.641824836084612
"25"	-0.697551719006427
"26"	-0.59058330738896
"27"	-0.79024634091139
"28"	-0.763212770945395
"29"	-0.778976281195108
"30"	-0.805596939490463
"31"	-0.73124045354626
"32"	-0.768305348216617
"33"	-0.79309624106953
"34"	-0.6924105638916
"35"	-0.808689728866627
"36"	-0.679731746710783
"37"	-0.74387878919074
"38"	-0.716440403861373
"39"	-0.738454263321552
"40"	-0.790869756570983
"41"	-0.754857381845393
"42"	-0.745328028191612
"43"	-0.726066913202363
"44"	-0.726471728565736
"45"	-0.726010239051491
"46"	-0.721330573450909
"47"	-0.781162284157318
"48"	-0.699349099219799
"49"	-0.718488769600036
"50"	-0.546223639870636
"51"	-0.720108031053525
"52"	-0.666640017859327
"53"	-0.775227690930282
"54"	-0.767090902126501
"55"	-0.537082908965692
"56"	-0.768200096222141
"57"	-0.775090053706735
"58"	-0.775397713382898
"59"	-0.74454268638667
"60"	-0.778320480306445
"61"	-0.765439255443942
"62"	-0.754339218180277
"63"	-0.77621544041691
"64"	-0.815506819585814
"65"	-0.738138507338122
"66"	-0.612921019139837
"67"	-0.729337821338411
"68"	-0.713679563083175
"69"	-0.740421665987541
"70"	-0.776741700389294
"71"	-0.740559303211088
"72"	2.49793121853733
"73"	-0.482198041999691
"74"	0.864825079621258
"75"	0.16676146702226
"76"	0.08336950216759
"77"	0.208052634086223
"78"	3.10887856493863
"79"	0.792444092650311
"80"	0.62566016294097
"81"	0.370707447089168
"82"	-0.50576639245522
"83"	-0.693738358283461
"84"	-0.347694089365649
"85"	1.39926232234522
"86"	1.2761174888074
"87"	1.6612588255197
"88"	1.23782195543239
"89"	0.867334934874166
"90"	0.23080325750774
"91"	-0.521667539928479
"92"	0.698284039129941
"93"	2.12558204730759
"94"	0.702008340472965
"95"	0.548907170045604
"96"	0.660636210336327
"97"	-0.345427123330764
"98"	0.787667271362519
"99"	1.980496221075
"100"	-0.482108982619749
"101"	1.59859340726968
"102"	-0.493557161095915
"103"	-0.0261735351609236
"104"	1.78966625878135
"105"	1.20851332312424
"106"	1.93321378663313
"107"	0.669461185257841
"108"	0.961171136103838
"109"	0.367064108818818
"110"	1.06294171845561
"111"	1.27538882115333
"112"	1.62191077219992
"113"	-0.388766656133391
"114"	-0.0660073669167468
"115"	0.886523183098007
"116"	0.892676376621264
"117"	0.788638828234613
"118"	1.41950309051383
"119"	0.443898064786859
"120"	1.34024024236555
"121"	0.508425633708385
"122"	-0.724884852341317
"123"	0.0433737442664181
"124"	-0.159349693403105
"125"	0.861262704423583
"126"	0.51927468544676
"127"	2.7080303921275
"128"	1.1427713081126
"129"	0.764026054141584
"130"	-0.789347650804704
"131"	3.45191910386022
"132"	0.74807632882472
"133"	2.12574397345294
