"N:GEXP::SEL1L3:23231:"	"N:GEXP::ALCAM:214:"	"N:GEXP::CDC14B:8555:"	"N:GEXP::WNK2:65268:"	"N:GEXP::CEP68:23177:"	"N:GEXP::NUCKS1:64710:"	"N:GEXP::STK32B:55351:"	"N:GEXP::TUB:7275:"	"N:GEXP::FAM69B:138311:"	"N:GEXP::C6orf168:84553:"	"N:GEXP::GLI2:2736:"	"N:GEXP::GPR85:54329:"	"N:GEXP::MATN2:4147:"	"N:GEXP::OLFM1:10439:"	"N:GEXP::GNG5:2787:"	"N:GEXP::RHOD:29984:"	"N:GEXP::KRT16:3868:"	"N:GEXP::DSP:1832:"	"N:GEXP::EHD4:30844:"
"1"	0.0419778502706856	0.00157511283786527	2.27977489825846	0.056528760396367	1.56113346046544	-0.383273247921787	-0.472056797800356	0.787213948495225	-0.13914580329008	-0.186137041089771	-0.543801610780488	1.14157491456763	-0.989258306698964	-0.46295039574547	-1.25902650359033	-0.72131511041888	-0.529060977330743	-0.754881774901669	-0.207374713374255
"2"	0.227997794665976	1.22372242264232	0.867306554915085	-0.0601889949231184	0.133848777068232	-0.212039088699582	-0.097117089058495	0.0851508172786676	1.02577956561849	1.91133370298723	0.664196993490313	-0.303747335197577	0.632536048223819	0.00734756983661072	-0.121476940568505	-0.860515474501967	-0.660366004749789	-0.457231007757973	-0.854974793985864
"3"	0.0666528800589688	0.921198294913096	-0.252010552753686	0.123014993904129	1.13147968095571	0.104597333725022	-0.233834667483859	-0.0674736091565911	-0.757060134426873	0.044699495996976	0.154899605795462	-0.268169749167371	-0.122545031748958	-0.547113793118828	-0.390517643348484	-0.959451704876253	-0.527306595826924	-0.614663185699832	-0.372369596516938
"4"	-0.747963448192835	-0.0842527489223727	0.497017430169432	-0.0626775012739778	2.37922781949747	1.17329418345355	-0.583335019174778	-0.433596855274192	0.390062416734037	-0.294363981367738	-0.67205129746004	-0.489220651621994	2.06307180815289	-0.431346459829926	-1.17122993867212	-0.693224832280522	-0.724304009262398	-0.293942444825584	-1.50857117164017
"5"	1.5277975319186	0.57543306529323	0.855222527534109	-0.35011889442096	1.248456068944	2.17447585040304	-0.135288768450539	-0.366168888227953	-0.456251543536346	0.324243256441621	-0.27514062920177	0.249161092588323	-0.681628284892182	-0.302193528629494	-0.335325582459756	-0.776223614429602	-0.433502393182169	-0.589731718168718	-0.184743527761484
"6"	1.24233296316105	2.552063989612	2.39221086731079	0.147068034012739	-0.0611859052675184	0.592272219189862	1.8251095576103	-0.438904327012945	-0.31571964197902	-0.533411893282362	-0.110473415300167	-0.35958177649823	0.431278495888591	0.312915992124995	-0.825299281215212	-0.490558521670014	-0.231589031015365	-0.614663185699832	-0.275074841275708
"7"	0.820517583245827	-0.929049194466163	1.32863474308735	-0.134534067636178	0.260425126011679	1.25626936460808	0.780730386433468	5.42423662682294	1.71975581534944	0.435479334078872	-0.555838238046065	-0.380138548194643	1.53728188694316	-0.45194021245567	-0.564331447042837	-0.734372043595468	-0.695226669386864	-0.936095059037216	-1.42748576130792
"8"	0.0504864812321626	1.35540875437737	1.51675488363105	2.9849485743742	0.295246578216632	1.71165438004816	-0.125730043832989	1.84783140961064	3.25810405532255	1.24840544203859	0.327421391962222	-0.114175160951626	1.38067721259883	3.58580048300724	-0.81887393681324	-0.674501484464498	-0.734381274767551	-0.303312660810433	-0.908090380047975
"9"	0.342651596871878	-0.393238504109405	0.417698964728884	1.41983692051457	1.98066902919981	-0.08698922842188	-0.59278627135946	-0.106010469172751	-0.319569362299273	0.440120545938106	0.687366539584594	0.197238061342975	1.11933460153557	0.35721610963944	1.67646622503953	-0.291634778056982	-0.753797984074084	-1.020155099312	-1.45017497560175
"10"	0.0484656813788117	-0.521380483230471	-1.41539347455609	-0.391364563512863	-0.16254076296117	2.02848649865474	-0.181299613534225	0.926269708050542	0.96307189906859	-0.657199643870794	-0.0820354412973096	-0.026986956619787	-0.130854667530494	0.360833838804718	1.47892807278405	0.909529484388541	-0.33841000831433	-0.336610392613733	-0.135999435672438
"11"	-0.801993254798214	-0.083434821396068	-0.972872757570766	-0.53783850115539	0.0545318760145685	-0.227499087075072	1.24576992536669	-0.588958091049521	-0.308447948040764	-0.88835749562472	-0.699979733727214	-0.481380336386535	-0.0399052473281858	-0.258275661743834	-0.629738158006494	-0.596359629149221	-0.517835389386727	-0.40981520499536	0.211979221741028
"12"	0.346480480804542	1.11769175098236	2.51604943362862	1.01237236999544	-0.00479538911704517	0.770747137144892	2.15030849565713	-0.267726825456134	0.682384513051918	2.56696863101421	-0.426992488354958	-0.324079169574516	-0.191487614332033	-0.109593818954986	-0.795314340672679	-0.881078567330795	-0.496942300568519	-0.359178390487954	-0.471211783253059
