"N:GEXP::TM4SF5:9032:"	"N:GEXP::EPS8L3:79574:"	"N:GEXP::ANKS4B:257629:"	"N:GEXP::TSPAN8:7103:"	"N:GEXP::CAV1:857:"	"N:GEXP::ITGA3:3675:"
"43"	-0.347383341640032	0.59672755258737	0.328251258396671	0.49805886235359	-0.340975370873058	0.244077988625389
"44"	1.96397815205277	2.78019610379227	0.375774874582199	0.600201929880469	-0.48278919848627	-0.155010180682298
"45"	0.159802418094404	0.0919677474051516	1.02703275580016	0.233377507535984	-0.593106546783139	-0.643334930302963
"46"	0.0275897994580262	-0.932496225741706	-0.585847739397065	0.122884870456499	-0.611032451958967	-0.0824102114048983
"47"	0.164816803124861	0.639721016747034	0.561598058777837	-0.446569688980477	-0.516368918799178	-0.708071666756294
"48"	4.84673524866488	1.63678699145945	2.50161368298727	1.75230336864754	-0.725725786655137	-1.31330776631973
"49"	0.90581433665124	1.26193772581737	1.37516460076188	1.11912767757492	-0.540358648688803	-0.0829393656999231
"50"	-0.189751648118492	0.28362971683808	0.538218417891863	0.47412342963612	-0.442245669742917	-0.406993455973096
"51"	0.65393791935214	2.12537257274507	0.487907229139161	2.11356141129029	-0.690095283774789	-0.473878558864228
"52"	-0.475854457599839	-0.514798185482809	-0.565750240404699	-0.255503705718345	-0.355198064362356	0.108826150817056
"53"	0.562007527127098	0.401086620726203	1.61561521510456	-0.339597787062341	-0.714908277457675	-0.0273781647223215
"54"	-0.68843866809618	-1.21463566680583	-1.11667349354354	-1.43425975368718	2.57688986914619	0.514370002524045
"55"	-0.7057318677525	-1.42213602537146	-1.15747366454044	-1.46986565808732	1.87912216594818	3.50895998892826
"56"	-0.624320112433654	-0.670339444041212	-0.997113606920495	-1.08042726156655	3.84453906478988	0.996112072714602
"57"	-0.666408803195707	-0.874145000105777	-1.01607359646206	-0.993744813661249	-0.103291146689865	0.470026872600969
"58"	0.951200949875631	-0.769606805400246	-0.829355691394058	-1.04883805675919	-0.115448303780303	-1.22557398420462
"59"	-0.43311646826333	-1.07620911417253	-0.77977286837665	-0.847529934845866	0.408047142679538	1.5214564568152
"60"	-0.575242140382996	-0.793170530949293	-1.09090643163632	-0.927546643058339	-0.316867610332068	0.796091749195236
"61"	-0.652200093202994	-0.237407661914203	-0.993822472857316	-0.873483180205216	2.15493029052177	2.14681100267548
"62"	-0.664943059879112	-1.09736479232994	-1.05237048893754	-0.867221003040761	0.141209347609568	-1.3018568673754
"63"	-0.552111682255325	-0.66723895383739	-0.945867232532354	-0.488707183322628	0.0189886081226925	0.94118585689103
"64"	-0.665261923337459	-1.03230617288641	-1.04269491447857	-0.698323126940799	0.898671052734653	0.134437218696255
"65"	-0.635731052727322	-1.0144266793777	-0.90875205262587	-1.30457145620626	4.55980481205252	1.61797420022772
"66"	-0.662833160947066	-1.18079381623112	-0.989910879093701	-1.16907185831672	1.94666520619092	2.41149398104687
"67"	-0.561561869428109	-0.281899696339049	-0.484820714260942	-0.869990276942376	-0.270334026032019	2.30788557008102
"68"	-0.694088722859729	-1.17365235379498	-0.97787486012221	-1.12710135536562	1.35536115052277	1.58262669332006
"69"	-0.241669819279991	-1.0684527211793	-0.499477950662533	-0.729842752001886	-0.305094052858562	0.78783694219285
"70"	-0.597018714552444	-1.02068450210575	-0.889823535677802	-0.739347345342602	1.22089473095693	0.779899627767478
"71"	-0.643269344889776	-1.20496213736991	-0.998471424525796	-0.624387688552473	0.611472970304483	0.700526483513761
"72"	-0.646258689811779	-1.06540390581221	-1.09033992495332	-1.25514200445483	1.00457405467053	-0.188876055563883
"73"	-0.644918948990821	-1.16574610377523	-1.02566824139488	-1.14427363674548	0.316543880210007	2.51478489943571
"74"	-0.547907313268249	-1.08113372611293	-0.819639652172022	-0.901746473140787	1.10723121369391	1.05759980179648
"75"	-0.519261031607076	-0.84773915853656	-0.762157208186026	-0.699130251997551	0.512356730822007	0.652479273525512
"76"	-0.535615641244873	-0.482243038342679	-0.739389034830915	-0.307994666305728	0.323537196303292	0.972300129438487
