"N:GEXP::TM4SF5:9032:"	"N:GEXP::EPS8L3:79574:"	"N:GEXP::ANKS4B:257629:"	"N:GEXP::TSPAN8:7103:"	"N:GEXP::CAV1:857:"	"N:GEXP::ITGA3:3675:"
"1"	1.70207296469276	1.40755741572355	1.9306109151952	1.3718413160338	-0.112792614124625	-0.169720670083986
"2"	-0.30634252877537	0.652588051092896	1.46310801917143	0.0900432302162493	-0.320644591175699	-0.48245085844363
"3"	-0.565406231284792	-0.759736911584746	-0.642813133632698	0.291546175419138	-0.454668395798922	-0.37397422796355
"4"	0.035689959891841	0.397521056991808	-0.474704523492972	-1.02296830709537	-0.576703237009901	0.768575725853948
"5"	-0.122456029530259	-0.273786746972381	0.344032515994704	0.243118672014024	-0.502559332589651	-0.554807416745318
"6"	0.233745311197372	0.023446913900686	0.903750110974499	2.00139886030028	-0.272930700362016	-1.01907681211416
"7"	0.441147990495574	0.0124918485138484	0.234867577396347	0.297530033598506	-0.503208501172151	-0.618591675467604
"8"	-0.400330104602651	0.355974488260593	-0.162631278513073	-0.85327722188791	-0.212587529852441	-0.561252516058719
"9"	-0.516560978129137	-0.113129679577672	-0.690516593209658	-0.188707149297498	-0.467386198483337	-0.312380668022666
"10"	-0.331003017207207	-0.432583520244797	-0.268109427587103	-0.0374268649535339	-0.368092913023815	0.0227856624460273
"11"	-0.347203338074836	-0.202475472284475	0.163334868454837	-0.641420810439789	-0.403059493490244	-0.429958752377172
"12"	-0.428294944195583	-0.751313913197696	-0.351871487145892	1.12010179402273	0.13277015603708	-0.891000306546359
"13"	-0.0181825356917849	0.144314357013013	0.526663479992448	2.26329702526702	-0.394059656323779	-0.967008029483718
"14"	-0.553435994199266	0.261202837697101	-0.652254911682803	1.55887167401217	-0.464081340245159	-0.887190395622181
"15"	0.243992657016023	2.10883662499135	-0.365089976416039	0.366135663422417	-0.716424971327695	-0.498664146043189
"16"	-0.111488669450824	-0.0502930781135466	1.3538081980295	-0.034226196625035	-0.685846180325704	-0.716167727470173
"17"	0.658052286556617	2.21420161708457	2.38943636758245	0.991240103927511	-0.738679650642278	-0.667940605021615
"18"	0.630280307926394	3.11298205233583	0.284144666648323	0.830371730547305	-0.509936248299868	0.142903687416652
"19"	0.387198350526864	0.253658311534468	0.615281311119863	2.51740225865132	-0.442216162080076	-0.394611245469517
"20"	-0.127457557163202	0.297581922755279	0.355812258133406	-0.390947639810867	-0.613021268434441	-0.389531364237279
"21"	0.0791093912965915	1.41324164776389	0.498158302450703	-0.27881292071937	-0.509965755962709	-0.392706290007427
"22"	-0.362953650029477	-0.491751208301066	-0.658549430382873	-0.547529900820736	-0.527493307690185	-0.878946171705695
"23"	0.23618821672503	0.515856433104346	0.237745071659236	1.37643357928773	-0.608418073031266	-0.103893875782904
"24"	-0.417854737414222	0.656722038031325	1.08453768021008	0.126642176755172	-0.650552064801741	-0.64754699849136
"25"	-0.453636874695661	0.324142788834688	0.889407600507911	1.06123732867686	-0.376502596933463	-0.0937341133184285
"26"	-0.376453917419168	-0.614117221678573	-0.555544127941014	-0.0656762419398505	-0.310257893855714	-0.600103024399439
"27"	-0.385235519921224	-0.942459134263321	-0.299941707870314	-0.355740288197379	0.329055129254534	-0.928221019658402
"28"	-0.44281094598888	-0.329182171947334	0.201776393373122	-0.695901751770543	-0.267530798062137	-0.577137727995363
"29"	0.094255405568074	0.672534538070817	-0.854821515620627	1.17743550495062	-0.321441298072403	-0.167180729467868
"30"	-0.274867619661118	-0.171728944429907	-0.634855063561896	0.63958406627026	-0.457147039477555	-1.02964931492875
"31"	2.67486366060138	0.469039031026635	3.34827140899454	1.08433780443907	-0.719018694891408	-0.998513876209493
"32"	-0.0201240027163976	0.815260437120089	-0.357986162454531	0.0146187852577094	-0.550155192751972	0.945842414687248
"33"	0.18600579422792	0.899697120337507	1.55712115204176	2.58350301760945	-0.42161981341715	-0.725406761461306
"34"	-0.502289266888606	-0.40199201690042	-0.652794441857095	0.0179586130787518	-0.317516778914567	-1.19224784670396
"35"	-0.105612838786929	0.254381759248693	1.14285189988144	0.192325457235671	-0.0383447807771143	-0.911637324052325
"36"	-0.474607290040982	-0.813220367600675	0.427974418944923	0.335798894047949	-0.121054759720068	-0.240098191322282
"37"	0.382981124142275	0.828644219833254	1.67990922754099	0.0285347345120526	-0.713722069411472	-0.548616311493528
"38"	-0.232965361163019	0.443201612661452	0.730605885874716	-0.544830206665394	-0.597025164408407	-0.287298754438492
"39"	-0.619847023838537	0.321404022487978	-0.0440245618646116	-0.757298919880705	-0.610610492380342	-1.08917917311904
"40"	4.62520228949881	-0.495678495892574	-0.513550696041975	-1.24412057264539	-0.663553141049428	-1.08025763170492
"41"	0.0505016818279596	1.43308478506835	-0.642318564306264	-0.212726077710495	-0.20780728847222	0.767940740699918
"42"	-0.228850993958541	-0.374552678596595	0.00804009995453883	1.02088107583926	-0.470189426453219	-0.379477432631808
