"N:GEXP::RANBP17:64901:"	"N:GEXP::SHOX2:6474:"	"N:GEXP::OTP:23440:"	"N:GEXP::SEC61G:23480:"	"N:GEXP::SF3A3:10946:"	"N:GEXP::YTHDF2:51441:"	"N:GEXP::PSMB2:5690:"
"1"	-0.0259185444509604	-0.110544535338729	-0.273781371984718	-0.534544641714943	-0.689377337141243	0.0122836765787982	-0.00753537220318162
"2"	0.996533335837558	-0.24867414933913	-0.163910450217841	-0.567766592467513	0.418721463488576	0.337148572690486	-0.37062328871765
"3"	0.818072677619738	-0.749971696883613	-0.326858784772687	-0.4928533620907	0.505184141643311	-0.590815848243517	1.87634785346984
"4"	0.87296677238996	-0.718868501546933	-0.633425432262191	-0.686438022014631	0.804577295850746	0.627759006967269	0.0135587341950618
"5"	0.830315245518133	0.00133453638643589	-0.208243974459328	-0.739522565478147	0.146428551687848	0.228418280930656	0.170642505245821
"6"	0.804864745944409	-0.0715638665323051	-0.280373717596835	0.0662231687833605	-0.011871276973554	0.439690961667238	-0.218700841572844
"7"	1.49887354121685	-0.480279726025964	-0.261228823490414	-0.420813654009633	-0.240072524541148	-0.919658681858614	-0.525911816670687
"8"	1.68106401402737	-0.216300021057786	-0.162178830668357	-0.0843594820480931	1.70684330296295	1.6012487126625	1.12660945478329
"9"	0.668529052538271	-0.374517307945391	-0.168558956935427	-0.388297480663036	-0.747234203866673	0.57449884372719	0.253223687741076
"10"	0.783714503195211	-0.20630124496404	-0.298751009816914	-0.29014400856098	1.6468356233481	0.277479510139359	0.840941396858128
"11"	0.832772535132148	-0.652664449065812	-0.453806590858075	-0.737304407916518	0.316988013818952	-1.42640372048726	0.345229896499378
"12"	0.903770652908502	-0.276248772663989	-0.144013757793326	-0.14707284583595	0.384523538546778	-2.12165879747186	1.11965288777962
"13"	-1.03676411933043	0.290021177798878	0.053655016202871	-0.102054329869265	1.45412278845596	1.92434563655046	0.631122359811758
"14"	-0.551067663068914	-0.646979912622407	-1.65837713926389	-0.549718855943355	0.0558793290432136	-0.0089319901060484	0.126883454738824
"15"	0.39568214503928	-0.452920005908112	-0.336837609295138	-0.598568734971034	0.0634071741561895	0.268860645548641	-0.18504003349054
"16"	1.2070703995526	-0.679977953440222	-0.290533154327837	-0.839087592392147	0.963307287090031	1.54666257025462	1.06602000023514
"17"	-1.13490212329014	-0.259377715520371	-0.342007633764914	-0.817107667463284	-0.226952565915678	-0.0668330804334365	-0.577300650343006
"18"	0.845980466807477	-0.362817792492968	-1.65837713926389	-0.365158064281503	-0.114034889221063	0.456265701264773	-0.131182740558851
"19"	0.468786511056218	-0.530978396582187	-0.283760196507169	-0.691630527215716	-0.195335616441185	-0.235674427800329	-0.223637760091583
"20"	0.570632389522792	-0.356165036224446	-1.65837713926389	-0.718601306658243	0.991698017230392	0.605659354170556	0.204752124102557
"21"	0.69117122112455	0.0428501387206705	-0.331058018621501	-0.630530368927225	0.249667570380068	-0.458659924519169	0.231905175955617
"22"	0.475017495434612	-0.516720839730232	-0.173076519801812	-0.694655287527027	-0.509999542163512	0.048748103693375	-0.314297536526592
"23"	0.525611333380308	-0.561411463638954	-0.173381302903742	-0.79880786757985	0.369252767031888	-0.103076511020047	-0.420665690066678
"24"	0.96594885617741	-0.186848807470451	-0.345868219722695	-0.650443374310025	0.74435453494695	0.445436871394383	0.256365363162092
"25"	0.650362661463234	-0.435034513195934	-1.65837713926389	-0.908858730239731	-0.468703934686625	-0.187939177759427	-0.575729812632498
"26"	0.641411106440752	-0.542116390751786	-0.418451751034188	-0.174749402684449	2.42865610865272	0.909087587069433	1.65284008780334
"27"	0.423721574742055	-0.880808466568817	-1.65837713926389	-1.17276906740165	0.226653872463261	-0.0566672401469484	-0.317214806560393
"28"	0.745714274521341	-0.370002029811076	-1.65837713926389	-1.00176928446885	0.0954542862085656	0.597924475691707	-0.198279951336247
"29"	0.812236614786453	-2.35296475818043	-1.65837713926389	-0.686438022014631	-0.647651567086471	-0.528494827356784	-0.107395769514021
"30"	0.89780294956018	0.646760501430134	-1.65837713926389	-1.07693457820494	-0.101775255751362	0.21339051702889	0.221133717369279
"31"	0.759273247570101	-0.534513900955525	-0.189062957911196	-1.02102692511753	-0.226952565915678	-0.25711109101314	-0.564060732497298
"32"	0.876608826639304	-2.35296475818043	-1.65837713926389	-0.782121273195782	-0.0667170056537956	0.330076683795539	-0.279963512282641
"33"	1.05989630374179	-0.809728653154531	-0.26946925550556	-0.426459873257415	-0.080912370723977	-0.178436327056841	-0.0405229641238418
"34"	0.70284334679112	-2.35296475818043	-1.65837713926389	-0.949289693067593	-0.244159069031048	-0.438328243946193	-0.693991451694997
"35"	0.707538525160755	-0.495715784335699	-1.65837713926389	-0.652207817824957	-0.166514723722941	-0.288934591040408	0.167500829824805
